"id","quest_map_id","name","caption","ap","kind","difficulty","rarity","story_no","quest_land_id_0_0","next_0_0","quest_land_id_0_1","next_0_1","quest_land_id_0_2","next_0_2","quest_land_id_1_0","next_1_0","quest_land_id_1_1","next_1_1","quest_land_id_1_2","next_1_2","quest_land_id_2_0","next_2_0","quest_land_id_2_1","next_2_1","quest_land_id_2_2","next_2_2","quest_land_id_3_0","next_3_0","quest_land_id_3_1","next_3_1","quest_land_id_3_2","next_3_2","quest_land_id_4_0","next_4_0","quest_land_id_4_1","next_4_1","quest_land_id_4_2","next_4_2","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
11,4,"魅惑の池2","黒の森の入り口にある池",1,0,2,1,0,0,0,104,2,0,0,0,0,14,2,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Enchanted Pond 2","Etang enchanté 2","매혹의 연못2","魅惑之池2","迷惑之池2","Enchanted Pond 2","หนองน้ำมนต์เสน่ห์ 2","A pond at the entrance to the Black Forest.","Etang à l'entrée de la Forêt Noire.","검은 숲 입구에 있는 연못.","位于黑之森入口的池塘","黑森林入口處的一潭池水","kolam pintu masuk hutan hitam","หนองน้ำที่อยู่ตรงทางเข้าป่าสีนิล"
12,4,"魅惑の池3","黒の森の入り口にある池",1,0,2,1,0,0,0,310,1,0,0,0,0,0,0,304,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Enchanted Pond 3","Etang enchanté 3","매혹의 연못3","魅惑之池3","迷惑之池3","Enchanted Pond 3","หนองน้ำมนต์เสน่ห์ 3","A pond at the entrance to the Black Forest.","Etang à l'entrée de la Forêt Noire.","검은 숲 입구에 있는 연못.","位于黑之森入口的池塘","黑森林入口處的一潭池水","kolam pintu masuk hutan hitam","หนองน้ำที่อยู่ตรงทางเข้าป่าสีนิล"
13,4,"誘惑する者1","妖魔は人間を森へ招き入れる",1,0,2,1,0,0,0,201,6,0,0,6,2,201,2,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lure 1","Homme provocant 1","유혹하는 자1","诱惑者1","引誘者1","Decoy 1","ผู้เชื้อเชิญ 1","These monsters like to lure people deeper into the forest.","Monstres qui attirent les passants dans la Forêt.","요마는 인간을 숲으로 유인한다.","妖魔引诱人类进入森林","妖魔將人類誘騙進森林","iblis yang mengundang manusia ke dalam hutan","ปิศาจที่จะเชื้อเชิญมนุษย์เข้าไปในป่า"
14,4,"誘惑する者2","妖魔は人間を森へ招き入れる",1,0,2,1,0,0,0,204,3,0,0,0,0,307,2,10,2,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lure 2","Homme provocant 2","유혹하는 자2","诱惑者2","引誘者2","Decoy 2","ผู้เชื้อเชิญ 2","These monsters like to lure people deeper into the forest.","Monstres qui attirent les passants dans la Forêt.","요마는 인간을 숲으로 유인한다.","妖魔引诱人类进入森林","妖魔將人類誘騙進森林","iblis yang mengundang manusia ke dalam hutan","ปิศาจที่จะเชื้อเชิญมนุษย์เข้าไปในป่า"
15,4,"誘惑する者3","妖魔は人間を森へ招き入れる",1,0,2,2,0,0,0,207,5,0,0,13,4,0,0,104,1,101,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lure 3","Homme provocant 3","유혹하는 자3","诱惑者3","引誘者3","Decoy 3","ผู้เชื้อเชิญ 3","These monsters like to lure people deeper into the forest.","Monstres qui attirent les passants dans la Forêt.","요마는 인간을 숲으로 유인한다.","妖魔引诱人类进入森林","妖魔將人類誘騙進森林","iblis yang mengundang manusia ke dalam hutan","ปิศาจที่จะเชื้อเชิญมนุษย์เข้าไปในป่า"
16,4,"空を舞う狩人1","妖魔の中には空を滑空するものがいるとされる",1,0,2,2,0,0,0,301,6,0,0,22,4,401,2,0,0,104,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flying Hunters 1","Chasseurs volants 1","하늘을 나는 사냥꾼1","翱翔于天空的猎人1","飛舞於空中的獵人1","Flying Hunters 1","นักล่าโบยบิน 1","These monsters are said to glide through the empty skies.","Certains monstres ont la capacité de voler.","요마 중에는 하늘을 활공하는 것도 있다고 한다.","有些妖魔拥有在空中滑翔的能力","據說妖魔當中有會滑翔於空中的類型","mereka mengatakan bahwa ada beberapa iblis meluncur melalui langit","ในบรรดาเหล่าปิศาจทั้งหลายนั้น มีพวกที่บินได้อยู่ด้วย"
17,4,"空を舞う狩人2","妖魔の中には空を滑空するものがいるとされる",1,0,2,2,0,0,0,304,6,0,0,1,4,404,2,0,0,107,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flying Hunters 2","Chasseurs volants 2","하늘을 나는 사냥꾼2","翱翔于天空的猎人2","飛舞於空中的獵人2","Flying Hunters 2","นักล่าโบยบิน 2","These monsters are said to glide through the empty skies.","Certains monstres ont la capacité de voler.","요마 중에는 하늘을 활공하는 것도 있다고 한다.","有些妖魔拥有在空中滑翔的能力","據說妖魔當中有會滑翔於空中的類型","mereka mengatakan bahwa ada beberapa iblis meluncur melalui langit","ในบรรดาเหล่าปิศาจทั้งหลายนั้น มีพวกที่บินได้อยู่ด้วย"
18,4,"空を舞う狩人3","妖魔の中には空を滑空するものがいるとされる",1,0,2,2,0,0,0,307,7,0,0,1,2,10,2,304,2,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flying Hunters 3","Chasseurs volants 3","하늘을 나는 사냥꾼3","翱翔于天空的猎人3","飛舞於空中的獵人3","Flying Hunters 3","นักล่าโบยบิน 3","These monsters are said to glide through the empty skies.","Certains monstres ont la capacité de voler.","요마 중에는 하늘을 활공하는 것도 있다고 한다.","有些妖魔拥有在空中滑翔的能力","據說妖魔當中有會滑翔於空中的類型","mereka mengatakan bahwa ada beberapa iblis meluncur melalui langit","ในบรรดาเหล่าปิศาจทั้งหลายนั้น มีพวกที่บินได้อยู่ด้วย"
19,4,"人狩りの動物1","人間を屠る動物たち",1,0,2,2,0,0,0,401,2,0,0,0,0,501,2,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manhunters 1","Chasseurs d'Homme 1","인간을 사냥하는 동물1","食人动物1","獵人的動物1","Manslaughters 1","สัตว์ล่ามนุษย์ 1","These animals hunt human flesh.","Animaux mangeurs d'Homme.","인간을 사냥하는 동물들.","屠杀人类的动物","屠殺人類的動物們","para hewan yang membantai manusia","สัตว์ที่ล่ามนุษย์"
20,4,"人狩りの動物2","人間を屠る動物たち",1,0,2,3,0,0,0,404,7,0,0,201,4,2,2,204,2,210,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manhunters 2","Chasseurs d'Homme 2","인간을 사냥하는 동물2","食人动物2","獵人的動物2","Manslaughters 2","สัตว์ล่ามนุษย์ 2","These animals hunt human flesh.","Animaux mangeurs d'Homme.","인간을 사냥하는 동물들.","屠杀人类的动物","屠殺人類的動物們","para hewan yang membantai manusia","สัตว์ที่ล่ามนุษย์"
21,4,"人狩りの動物3","人間を屠る動物たち",1,0,2,3,0,0,0,401,5,0,0,207,2,0,0,6,2,0,0,5,5,0,0,401,0,0,0,310,0,0,0,0,0,0,0,"Manhunters 3","Chasseurs d'Homme 3","인간을 사냥하는 동물3","食人动物3","獵人的動物3","Manslaughters 3","สัตว์ล่ามนุษย์ 3","These animals hunt human flesh.","Animaux mangeurs d'Homme.","인간을 사냥하는 동물들.","屠杀人类的动物","屠殺人類的動物們","para hewan yang membantai manusia","สัตว์ที่ล่ามนุษย์"
22,4,"徘徊する獣1","黒の森を守る獣の群れ",1,0,2,3,0,0,0,101,6,0,0,9,2,801,2,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wandering Beasts 1","Bête errante 1","배회하는 짐승1","徘徊之兽1","徘徊之獸1","Wandering Beast 1","สัตว์ร้ายร่อนเร่ 1","These beasts roam in packs to protect the Black Forest.","Bêtes sauvages qui gardent la Forêt Noire.","검은 숲을 지키는 짐승의 무리.","守护黑之森的兽群","守護黑森林的獸群","kawanan siluman yang melindungi hutan hitam","กลุ่มสัตว์ร้ายพิทักษ์ป่าสีนิล"
23,4,"徘徊する獣2","黒の森を守る獣の群れ",1,0,2,3,0,0,0,101,6,0,0,13,6,801,6,0,0,104,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wandering Beasts 2","Bête errante 2","배회하는 짐승2","徘徊之兽2","徘徊之獸2","Wandering Beast 2","สัตว์ร้ายร่อนเร่ 2","These beasts roam in packs to protect the Black Forest.","Bêtes sauvages qui gardent la Forêt Noire.","검은 숲을 지키는 짐승의 무리.","守护黑之森的兽群","守護黑森林的獸群","kawanan siluman yang melindungi hutan hitam","กลุ่มสัตว์ร้ายพิทักษ์ป่าสีนิล"
24,4,"徘徊する獣3","黒の森を守る獣の群れ",1,0,2,3,0,0,0,101,3,0,0,0,0,801,3,801,3,0,0,804,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wandering Beasts 3","Bête errante 3","배회하는 짐승3","徘徊之兽3","徘徊之獸3","Wandering Beast 3","สัตว์ร้ายร่อนเร่ 3","These beasts roam in packs to protect the Black Forest.","Bêtes sauvages qui gardent la Forêt Noire.","검은 숲을 지키는 짐승의 무리.","守护黑之森的兽群","守護黑森林的獸群","kawanan siluman yang melindungi hutan hitam","กลุ่มสัตว์ร้ายพิทักษ์ป่าสีนิล"
25,4,"花の香り1","香りに惑わされた人間を食らう妖魔",1,0,2,4,0,0,0,204,6,0,0,10,6,104,6,0,0,101,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Scent of Flowers 1","Parfum des fleurs 1","꽃향기1","花香1","花香1","Flower Scent 1","กลิ่นดอกไม้ 1","Those who smell these flowers become confused and easy prey.","Monstres qui dévorent les passants qu'ils ont attirés avec leur Parfum enchanteur.","향기에 취해 인간을 잡아먹는 요마.","利用香味迷惑人类并将其吞噬的妖魔","吞噬被香味所迷惑之人的妖魔","iblis berburu manusia dengan aromanya","ปิศาจที่ใช้กลิ่นหอมล่อมนุษย์มากิน"
26,4,"花の香り2","香りに惑わされた人間を食らう妖魔",1,0,2,4,0,0,0,207,5,0,0,1,2,0,0,107,2,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Scent of Flowers 2","Parfum des fleurs 2","꽃향기2","花香2","花香2","Flower Scent 2","กลิ่นดอกไม้ 2","Those who smell these flowers become confused and easy prey.","Monstres qui dévorent les passants qu'ils ont attirés avec leur Parfum enchanteur.","향기에 취해 인간을 잡아먹는 요마.","利用香味迷惑人类并将其吞噬的妖魔","吞噬被香味所迷惑之人的妖魔","iblis berburu manusia dengan aromanya","ปิศาจที่ใช้กลิ่นหอมล่อมนุษย์มากิน"
27,4,"花の香り3","香りに惑わされた人間を食らう妖魔",1,0,2,4,0,0,0,201,7,0,0,104,2,104,2,404,2,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Scent of Flowers 3","Parfum des fleurs 3","꽃향기3","花香3","花香3","Flower Scent 3","กลิ่นดอกไม้ 3","Those who smell these flowers become confused and easy prey.","Monstres qui dévorent les passants qu'ils ont attirés avec leur Parfum enchanteur.","향기에 취해 인간을 잡아먹는 요마.","利用香味迷惑人类并将其吞噬的妖魔","吞噬被香味所迷惑之人的妖魔","iblis berburu manusia dengan aromanya","ปิศาจที่ใช้กลิ่นหอมล่อมนุษย์มากิน"
28,4,"亜人の集落1","森の奥には亜人たちの集落があるとされる",1,0,2,4,0,0,0,801,7,0,0,1,2,104,2,204,1,0,0,5,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,"Subhuman Colony 1","Colonie d'êtres à moitié humains 1","아인의 촌락1","亚人之村1","獸人的集落1","Demi-human Colony 1","หมู่บ้านอมนุษย์ 1","They say that a colony of subhumans dwells deep in the forest.","Certains disent qu'au fond de la forêt existe une colonie d'êtres à moitié humains. ","숲의 깊은 곳에는 아인들의 촌락이 있다고 한다.","传说亚人的村落就在森林的最深处","據說在森林深處有獸人的集落","mereka mengatakan bahwa ada kelompok manusia setengah dewa di ke dalaman hutan","ท้ายหมู่บ้านมีกลุ่มอมนุษย์รวมตัวกันอยู่"
29,4,"亜人の集落2","森の奥には亜人たちの集落があるとされる",1,0,2,4,0,0,0,807,3,0,0,0,0,104,6,401,6,5,4,103,4,0,0,104,0,0,0,0,0,0,0,0,0,0,0,"Subhuman Colony 2","Colonie d'êtres à moitié humains 2","아인의 촌락2","亚人之村2","獸人的集落2","Demi-human Colony 2","หมู่บ้านอมนุษย์ 2","They say that a colony of subhumans dwells deep in the forest.","Certains disent qu'au fond de la forêt existe une colonie d'êtres à moitié humains. ","숲의 깊은 곳에는 아인들의 촌락이 있다고 한다.","传说亚人的村落就在森林的最深处","據說在森林深處有獸人的集落","mereka mengatakan bahwa ada kelompok manusia setengah dewa di ke dalaman hutan","ท้ายหมู่บ้านมีกลุ่มอมนุษย์รวมตัวกันอยู่"
30,4,"亜人の集落3","森の奥には亜人たちの集落があるとされる",1,0,2,5,0,0,0,804,2,0,0,0,0,104,5,0,0,10001,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,"Subhuman Colony 3","Colonie d'êtres à moitié humains 3","아인의 촌락3","亚人之村3","獸人的集落3","Demi-human Colony 3","หมู่บ้านอมนุษย์ 3","They say that a colony of subhumans dwells deep in the forest.","Certains disent qu'au fond de la forêt existe une colonie d'êtres à moitié humains. ","숲의 깊은 곳에는 아인들의 촌락이 있다고 한다.","传说亚人的村落就在森林的最深处","據說在森林深處有獸人的集落","mereka mengatakan bahwa ada kelompok manusia setengah dewa di ke dalaman hutan","ท้ายหมู่บ้านมีกลุ่มอมนุษย์รวมตัวกันอยู่"
31,4,"紫の沼1","妖魔がうまれでるという紫の沼",1,0,2,5,0,104,6,0,0,0,0,301,5,104,5,0,0,10011,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,"Purple Swamp 1","Marais Pourpre 1","보랏빛 늪1","紫之沼1","紫色泥沼澤1","Purple Swamp 1","บึงสีม่วง 1","A purple swamp where monsters are said to spawn.","Marais Pourpre où naissent les démons.","요마가 태어난다는 보랏빛을 띤 늪지대.","孕育妖魔的紫之沼","孕育妖魔的紫色沼澤","iblis yang lahir di rawa yang berwarna ungu","บึงสีม่วงที่เป็นแหล่งกำเนิดของปิศาจ"
32,4,"紫の沼2","妖魔がうまれでるという紫の沼",1,0,2,5,0,0,0,10,5,0,0,304,4,0,0,104,1,10021,2,0,0,6,2,0,0,104,0,0,0,0,0,0,0,0,0,"Purple Swamp 2","Marais Pourpre 2","보랏빛 늪2","紫之沼2","紫色泥沼澤2","Purple Swamp 2","บึงสีม่วง 2","A purple swamp where monsters are said to spawn.","Marais Pourpre où naissent les démons.","요마가 태어난다는 보랏빛을 띤 늪지대.","孕育妖魔的紫之沼","孕育妖魔的紫色沼澤","iblis yang lahir di rawa yang berwarna ungu","บึงสีม่วงที่เป็นแหล่งกำเนิดของปิศาจ"
33,4,"紫の沼3","妖魔がうまれでるという紫の沼",1,0,2,5,0,0,0,0,0,301,3,0,0,104,3,307,3,0,0,10031,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,"Purple Swamp 3","Marais Pourpre 3","보랏빛 늪3","紫之沼3","紫色泥沼澤3","Purple Swamp 3","บึงสีม่วง 3","A purple swamp where monsters are said to spawn.","Marais Pourpre où naissent les démons.","요마가 태어난다는 보랏빛을 띤 늪지대.","孕育妖魔的紫之沼","孕育妖魔的紫色沼澤","iblis yang lahir di rawa yang berwarna ungu","บึงสีม่วงที่เป็นแหล่งกำเนิดของปิศาจ"
34,4,"宝の茂み1","宝が隠された地図",1,0,0,8,0,0,0,1,7,0,0,6,6,14,6,2,6,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Treasure Bush 1","Buissons au Trésor 1","보석 덤불1","宝物丛林1","寶物叢林1","Treasure Bush 1","ดงอัญมณี 1","This map harbors hidden treasure!","Carte menant à un Trésor caché.","보석이 숨겨진 곳을 나타내는 지도","藏宝图","藏有寶藏的地圖","peta harta karun","พื้นที่ที่มีอัญมณีซ่อนอยู่"
35,4,"宝の茂み2","宝が隠された地図",1,0,0,9,0,0,0,1,2,0,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Treasure Bush 2","Buissons au Trésor  2","보석 덤불2","宝物丛林2","寶物叢林2","Treasure Bush 2","ดงอัญมณี 2","This map harbors hidden treasure!","Carte menant à un Trésor caché.","보석이 숨겨진 곳을 나타내는 지도","藏宝图","藏有寶藏的地圖","peta harta karun","พื้นที่ที่มีอัญมณีซ่อนอยู่"
36,4,"宝の茂み3","宝が隠された地図",1,0,0,10,0,0,0,1,3,0,0,0,0,17,6,18,6,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Treasure Bush 3","Buissons au Trésor  3","보석 덤불3","宝物丛林3","寶物叢林3","Treasure Bush 3","ดงอัญมณี 3","This map harbors hidden treasure!","Carte menant à un Trésor caché.","보석이 숨겨진 곳을 나타내는 지도","藏宝图","藏有寶藏的地圖","peta harta karun","พื้นที่ที่มีอัญมณีซ่อนอยู่"
37,4,"黒の森の主1","森を支配する主と従者を倒せ",2,2,4,5,0,0,0,101,7,0,0,10001,4,6,2,104,1,104,2,304,2,201,2,0,0,1005,0,0,0,0,0,0,0,0,0,"Ruler of the Black Forest 1","Souverain de la Forêt Noire 1","검은 숲의 주인1","黑之森的主人1","黑森林之主1","Ruler of the Black Forest 1","ผู้ครองป่าสีนิล 1","Defeat the ruler of the forest ruler and his servants!","Défaites le souverain de la Forêt et ses serviteurs.","숲을 지배하는 주인과 추종자들을 처치해라!","打倒森林的统治者及其追随者吧","打倒森林的統治者及其隨從吧","mengalahkan raja hutan dan pengikutnya","จงกำจัดผู้ครอบครองป่าและลูกสมุนของมันเสีย"
38,4,"黒の森の主2","森を支配する主と従者を倒せ",2,2,4,6,0,0,0,201,7,0,0,10001,2,5,2,104,1,0,0,304,2,501,2,0,0,1008,0,0,0,0,0,0,0,0,0,"Ruler of the Black Forest 2","Souverain de la Forêt Noire 2","검은 숲의 주인2","黑之森的主人2","黑森林之主2","Ruler of the Black Forest 2","ผู้ครองป่าสีนิล 2","Defeat the ruler of the forest ruler and his servants!","Défaites le souverain de la Forêt et ses serviteurs.","숲을 지배하는 주인과 추종자들을 처치해라!","打倒森林的统治者及其追随者吧","打倒森林的統治者及其隨從吧","mengalahkan raja hutan dan pengikutnya","จงกำจัดผู้ครอบครองป่าและลูกสมุนของมันเสีย"
39,4,"黒の森の主3","森を支配する主と従者を倒せ",2,2,4,7,0,0,0,301,5,0,0,10001,2,0,0,104,2,0,0,404,2,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,"Ruler of the Black Forest 3","Souverain de la Forêt Noire 3","검은 숲의 주인3","黑之森的主人3","黑森林之主3","Ruler of the Black Forest 3","ผู้ครองป่าสีนิล 3","Defeat the ruler of the forest ruler and his servants!","Défaites le souverain de la Forêt et ses serviteurs.","숲을 지배하는 주인과 추종자들을 처치해라!","打倒森林的统治者及其追随者吧","打倒森林的統治者及其隨從吧","mengalahkan raja hutan dan pengikutnya","จงกำจัดผู้ครอบครองป่าและลูกสมุนของมันเสีย"
