"dialogue_type","chara_id","other_chara_id","dialogue_id","weight","level"
0,32,32,263,3,3
0,32,32,264,4,4
0,32,32,265,5,5
0,33,33,266,1,1
0,33,33,267,2,2
0,33,33,268,3,3
0,33,33,269,4,4
0,33,33,270,5,5
0,1,2,271,1,1
0,1,3,272,4,4
0,1,4,272,4,4
0,1,5,272,4,4
0,1,10,274,5,5
0,1,13,275,3,3
0,1,14,276,3,3
0,1,18,277,5,5
0,1,25,278,5,5
0,1,31,279,5,5
0,2,1,280,1,1
0,2,3,281,4,4
0,2,4,282,4,4
0,2,5,283,4,4
0,2,8,284,4,4
0,2,9,285,5,5
0,2,10,286,5,5
0,2,13,287,3,3
0,2,14,288,3,3
0,2,18,289,5,5
0,2,25,290,5,5
0,2,31,291,5,5
0,3,1,292,4,4
0,3,2,292,4,4
0,3,4,292,4,4
0,3,5,292,4,4
0,3,10,293,2,2
0,3,12,294,3,3
0,3,13,295,5,5
0,3,14,296,5,5
0,3,18,297,3,3
0,3,25,298,5,5
0,4,1,299,4,4
0,4,2,300,4,4
0,4,3,301,4,4
0,4,5,302,1,1
0,4,7,303,3,3
0,4,8,304,4,4
0,4,10,305,4,4
0,4,13,306,4,4
0,4,14,307,4,4
0,4,15,308,4,4
0,4,25,484,4,4
0,5,1,309,4,4
0,5,2,310,4,4
0,5,3,311,4,4
0,5,4,312,1,1
0,5,8,313,1,1
0,5,10,314,4,4
0,5,13,315,4,4
0,5,14,316,4,4
0,5,15,317,5,5
0,5,19,318,5,5
0,5,22,319,4,4
0,5,25,320,5,5
0,6,15,321,4,4
0,7,4,322,3,3
0,7,8,323,4,4
0,7,15,324,4,4
0,7,19,325,4,4
0,7,25,326,4,4
0,8,1,327,4,4
0,8,2,327,4,4
0,8,3,327,4,4
0,8,4,327,4,4
0,8,5,328,3,3
0,8,7,329,1,1
0,8,10,327,4,4
0,8,11,334,1,1
0,8,12,334,1,1
0,8,13,330,4,4
0,8,14,330,4,4
0,8,15,331,5,5
0,8,16,334,1,1
0,8,18,334,1,1
0,8,19,332,4,4
0,8,20,334,1,1
0,8,23,334,1,1
0,8,25,333,4,4
0,8,27,334,1,1
0,8,28,334,1,1
0,8,31,334,1,1
0,8,34,334,1,1
0,8,36,334,1,1
0,8,38,334,1,1
0,9,11,335,1,1
0,9,16,335,1,1
0,9,24,335,1,1
0,9,26,335,1,1
0,9,31,335,1,1
0,10,1,336,5,5
0,10,2,337,5,5
0,10,3,338,1,1
0,10,4,339,4,4
0,10,5,340,4,4
0,10,8,341,4,4
0,10,9,342,3,3
0,10,13,343,4,4
0,10,14,343,4,4
0,10,18,344,5,5
0,10,25,345,5,5
0,11,9,346,3,3
0,11,16,347,1,1
0,11,18,348,5,5
0,11,26,349,1,1
0,12,3,350,3,3
0,12,14,351,2,2
0,12,17,352,1,1
0,12,19,353,5,5
0,13,1,354,3,3
0,13,2,355,3,3
0,13,3,356,4,4
0,13,4,356,4,4
0,13,5,356,4,4
0,13,8,357,4,4
0,13,10,356,4,4
0,13,14,358,1,1
0,13,19,359,5,5
0,13,24,360,5,5
0,13,25,361,5,5
0,14,1,363,3,3
0,14,2,362,3,3
0,14,3,363,4,4
0,14,4,363,4,4
0,14,5,363,4,4
0,14,8,364,4,4
0,14,10,363,4,4
0,14,12,366,3,3
0,14,13,367,1,1
0,14,19,368,5,5
0,14,24,369,5,5
0,14,25,370,5,5
0,15,6,371,1,1
0,15,7,372,5,5
0,15,8,373,4,4
0,15,19,374,3,3
0,15,25,375,3,3
0,16,9,376,2,2
0,16,11,377,1,1
0,16,22,378,4,4
0,16,23,379,5,5
0,16,26,380,1,1
0,17,12,381,1,1
0,17,18,382,5,5
0,17,20,383,4,4
0,17,28,385,2,2
0,17,29,386,5,5
0,17,33,387,5,5
0,18,3,388,3,3
0,18,9,389,1,1
0,18,10,390,5,5
0,18,11,391,3,3
0,18,16,392,1,1
0,18,17,393,5,5
0,18,20,394,5,5
0,18,23,395,5,5
0,18,27,396,5,5
0,19,1,398,5,5
0,19,2,398,5,5
0,19,3,398,5,5
0,19,4,398,5,5
0,19,5,398,5,5
0,19,7,399,5,5
0,19,8,400,5,5
0,19,13,401,4,4
0,19,14,401,4,4
0,19,15,402,3,3
0,19,25,403,3,3
0,20,4,404,4,4
0,20,12,405,5,5
0,20,17,406,3,3
0,20,18,407,4,4
0,20,27,408,1,1
0,20,28,409,3,3
0,20,29,410,5,5
0,20,33,411,4,4
0,21,11,412,3,3
0,21,16,412,3,3
0,21,18,412,3,3
0,21,26,413,5,5
0,21,30,414,5,5
0,21,32,415,1,1
0,22,5,417,3,3
0,22,9,418,2,2
0,22,11,420,1,1
0,22,15,419,3,3
0,22,16,420,1,1
0,22,18,420,1,1
0,22,23,421,1,1
0,22,26,422,5,5
0,23,10,423,5,5
0,23,11,424,5,5
0,23,15,425,3,3
0,23,16,426,5,5
0,23,18,427,5,5
0,23,22,428,1,1
0,23,26,429,5,5
0,23,31,430,4,4
0,24,8,431,5,5
0,24,9,432,1,1
0,24,13,433,5,5
0,24,14,434,5,5
0,24,25,435,3,3
0,25,1,436,4,4
0,25,2,436,4,4
0,25,3,436,4,4
0,25,4,436,4,4
0,25,5,436,4,4
0,25,7,437,5,5
0,25,8,437,4,4
0,25,9,438,4,4
0,25,10,436,4,4
0,25,13,437,4,4
0,25,14,437,4,4
0,25,15,439,3,3
0,25,19,440,3,3
0,25,24,438,4,4
0,26,9,441,3,3
0,26,11,442,2,2
0,26,16,442,2,2
0,26,18,443,4,4
0,26,22,444,5,5
0,26,23,445,5,5
0,27,18,446,4,4
0,27,20,447,1,1
0,27,28,448,5,5
0,27,29,449,4,4
0,27,33,450,3,3
0,28,12,451,5,5
0,28,17,452,2,2
0,28,18,453,4,4
0,28,20,454,3,3
0,28,29,455,3,3
0,28,33,456,3,3
0,29,4,457,3,3
0,29,17,458,4,4
0,29,20,459,4,4
0,29,27,460,4,4
0,29,28,461,4,4
0,29,31,462,3,3
0,29,33,463,3,3
0,30,11,464,5,5
0,30,16,464,5,5
0,30,26,465,5,5
0,30,32,466,5,5
0,31,1,467,5,5
0,31,2,467,5,5
0,31,9,468,1,1
0,31,18,469,3,3
0,31,23,470,3,3
0,31,29,471,3,3
0,32,11,472,1,1
0,32,16,472,1,1
0,32,18,472,1,1
0,32,21,473,1,1
0,32,26,474,5,5
0,32,30,475,5,5
0,33,4,476,3,3
0,33,17,477,4,4
0,33,18,478,3,3
0,33,20,479,3,3
0,33,21,480,5,5
0,33,27,481,3,3
0,33,28,482,3,3
0,33,29,483,5,5
0,34,34,485,1,1
0,34,34,486,2,2
0,34,34,487,3,3
0,34,34,488,4,4
0,34,34,489,5,5
0,34,11,490,5,5
0,34,16,490,5,5
0,34,23,491,5,5
0,34,26,492,5,5
0,35,35,493,1,1
0,35,35,494,2,2
0,35,35,495,3,3
0,35,35,496,4,4
0,35,35,497,5,5
0,35,34,498,5,5
0,34,35,499,5,5
0,36,36,500,1,1
0,36,36,501,2,2
0,36,36,502,3,3
0,36,36,503,4,4
0,36,36,504,5,5
0,36,12,505,1,1
0,36,14,506,1,1
0,36,34,507,1,1
0,34,36,508,1,1
0,37,37,509,1,1
0,37,37,510,2,2
0,37,37,511,3,3
0,37,37,512,4,4
0,37,37,513,5,5
0,37,35,514,1,5
0,37,35,515,1,3
0,35,37,516,1,3
0,37,34,517,1,2
0,34,37,518,1,5
0,38,38,519,1,1
0,38,38,520,2,2
0,38,38,521,3,3
0,38,38,522,4,4
0,38,38,523,5,5
0,38,34,524,1,1
0,35,38,525,1,4
0,38,35,526,1,5
0,39,39,527,1,1
0,39,39,528,1,2
0,39,39,529,1,3
0,39,39,530,1,4
0,39,39,531,1,5
0,39,30,532,5,5
0,39,26,533,5,5
0,40,40,534,1,1
0,40,40,535,2,2
0,40,40,536,3,3
0,40,40,537,4,4
0,40,40,538,5,5
0,40,37,539,3,3
0,41,41,540,1,1
0,41,41,541,2,2
0,41,41,542,3,3
0,41,41,543,4,4
0,41,41,544,5,5
0,41,34,545,1,5
0,34,41,546,3,3
0,26,41,547,1,5
0,8,41,334,1,1
0,42,42,548,1,1
0,42,42,549,2,2
0,42,42,550,3,3
0,42,42,551,4,4
0,42,42,552,5,5
0,42,38,553,3,3
0,42,35,554,3,3
0,38,42,555,3,3
0,35,42,556,3,3
0,43,43,557,1,1
0,43,43,558,2,2
0,43,43,559,3,3
0,43,43,560,4,4
0,43,43,561,5,5
0,8,43,334,1,1
0,43,40,562,1,1
0,40,43,563,1,1
0,43,26,564,3,3
0,44,44,565,1,1
0,44,44,566,2,2
0,44,44,567,3,3
0,44,44,568,4,4
0,44,44,569,5,5
0,44,43,570,3,3
0,43,44,571,3,3
0,45,45,572,1,1
0,45,45,573,2,2
0,45,45,574,3,3
0,45,45,575,4,4
0,45,45,576,5,5
0,45,40,577,1,1
0,45,40,578,2,2
0,45,40,579,3,3
0,45,40,580,4,4
0,45,40,581,5,5
0,40,45,582,1,1
0,40,45,583,2,2
0,46,46,584,1,1
0,46,46,585,2,2
0,46,46,586,3,3
0,46,46,587,4,4
0,46,46,588,5,5
0,46,26,589,5,5
0,46,23,590,3,3
0,46,18,591,5,5
0,46,36,592,5,5
0,26,46,593,5,5
0,23,46,594,5,5
0,18,46,595,5,5
0,36,46,596,5,5
0,47,47,597,1,1
0,47,47,598,2,2
0,47,47,599,3,3
0,47,47,600,4,4
0,47,47,601,5,5
0,47,24,602,4,4
0,47,9,603,5,5
0,47,10,603,5,5
0,47,22,604,5,5
0,47,23,604,4,4
0,24,47,605,5,5
0,22,47,606,5,5
0,48,48,607,1,1
0,48,48,608,2,2
0,48,48,609,3,3
0,48,48,610,4,4
0,48,48,611,5,5
0,48,3,612,5,5
0,48,18,613,5,5
0,48,20,614,5,5
0,48,27,614,5,5
0,3,48,615,5,5
0,20,48,616,5,5
0,27,48,617,5,5
0,49,49,618,1,1
0,49,49,619,2,2
0,49,49,620,3,3
0,49,49,621,4,4
0,49,49,622,5,5
0,49,48,623,4,4
0,49,47,624,4,4
0,49,15,625,5,5
0,49,19,625,5,5
0,49,25,625,5,5
0,49,7,626,5,5
0,48,49,627,4,4
0,47,49,628,4,4
2,1,1,629,1,1
3,1,1,630,2,1
2,1,1,631,3,1
2,2,2,632,1,1
3,2,2,633,2,1
2,2,2,634,3,1
2,3,3,635,1,1
3,3,3,636,2,1
2,3,3,637,3,1
2,4,4,638,1,1
3,4,4,639,2,1
2,4,4,640,3,1
2,5,5,641,1,1
3,5,5,642,2,1
2,5,5,643,3,1
2,6,6,644,1,1
3,6,6,645,2,1
2,6,6,646,3,1
2,7,7,647,1,1
3,7,7,648,2,1
2,7,7,649,3,1
2,8,8,650,1,1
3,8,8,651,2,1
2,8,8,652,3,1
2,9,9,653,1,1
3,9,9,654,2,1
2,9,9,655,3,1
2,10,10,656,1,1
3,10,10,657,2,1
2,10,10,658,3,1
2,11,11,659,1,1
3,11,11,660,2,1
2,11,11,661,3,1
2,12,12,662,1,1
3,12,12,663,2,1
2,12,12,664,3,1
2,13,13,665,1,1
3,13,13,666,2,1
2,13,13,667,3,1
2,14,14,668,1,1
3,14,14,669,2,1
2,14,14,670,3,1
2,15,15,671,1,1
3,15,15,672,2,1
2,15,15,673,3,1
2,16,16,674,1,1
3,16,16,675,2,1
2,16,16,676,3,1
2,17,17,677,1,1
3,17,17,678,2,1
2,17,17,679,3,1
2,18,18,680,1,1
3,18,18,681,2,1
2,18,18,682,3,1
2,19,19,683,1,1
3,19,19,684,2,1
2,19,19,685,3,1
2,20,20,686,1,1
3,20,20,687,2,1
2,20,20,688,3,1
2,21,21,689,1,1
3,21,21,690,2,1
2,21,21,691,3,1
2,22,22,692,1,1
3,22,22,693,2,1
2,22,22,694,3,1
2,23,23,695,1,1
3,23,23,696,2,1
2,23,23,697,3,1
2,24,24,698,1,1
3,24,24,699,2,1
2,24,24,700,3,1
2,25,25,701,1,1
3,25,25,702,2,1
2,25,25,703,3,1
2,26,26,704,1,1
3,26,26,705,2,1
2,26,26,706,3,1
2,27,27,707,1,1
3,27,27,708,2,1
2,27,27,709,3,1
2,28,28,710,1,1
3,28,28,711,2,1
2,28,28,712,3,1
2,29,29,713,1,1
3,29,29,714,2,1
2,29,29,715,3,1
2,30,30,716,1,1
3,30,30,717,2,1
2,30,30,718,3,1
2,31,31,719,1,1
3,31,31,720,2,1
2,31,31,721,3,1
2,32,32,722,1,1
3,32,32,723,2,1
2,32,32,724,3,1
2,33,33,725,1,1
3,33,33,726,2,1
2,33,33,727,3,1
2,34,34,728,1,1
3,34,34,729,2,1
2,34,34,730,3,1
2,35,35,731,1,1
3,35,35,732,2,1
2,35,35,733,3,1
2,36,36,734,1,1
3,36,36,735,2,1
2,36,36,736,3,1
2,37,37,737,1,1
3,37,37,738,2,1
2,37,37,739,3,1
2,38,38,740,1,1
3,38,38,741,2,1
2,38,38,742,3,1
2,39,39,743,1,1
3,39,39,744,2,1
2,39,39,745,3,1
2,40,40,746,1,1
3,40,40,747,2,1
2,40,40,748,3,1
2,41,41,749,1,1
3,41,41,750,2,1
2,41,41,751,3,1
2,42,42,752,1,1
3,42,42,753,2,1
2,42,42,754,3,1
2,43,43,755,1,1
3,43,43,756,2,1
2,43,43,757,3,1
2,44,44,758,1,1
3,44,44,759,2,1
2,44,44,760,3,1
2,45,45,761,1,1
3,45,45,762,2,1
2,45,45,763,3,1
2,46,46,764,1,1
3,46,46,765,2,1
2,46,46,766,3,1
2,47,47,767,1,1
3,47,47,768,2,1
2,47,47,769,3,1
2,48,48,770,1,1
3,48,48,771,2,1
2,48,48,772,3,1
2,49,49,773,1,1
3,49,49,774,2,1
2,49,49,775,3,1
2,1,1,776,1,2
3,1,1,777,2,2
2,1,1,778,3,2
2,2,2,779,1,2
3,2,2,780,2,2
2,2,2,781,3,2
2,3,3,782,1,2
3,3,3,783,2,2
2,3,3,784,3,2
2,4,4,785,1,2
3,4,4,786,2,2
2,4,4,787,3,2
2,5,5,788,1,2
3,5,5,789,2,2
2,5,5,790,3,2
2,6,6,791,1,2
3,6,6,792,2,2
2,6,6,793,3,2
2,7,7,794,1,2
3,7,7,795,2,2
2,7,7,796,3,2
2,8,8,797,1,2
3,8,8,798,2,2
2,8,8,799,3,2
2,9,9,800,1,2
3,9,9,801,2,2
2,9,9,802,3,2
2,10,10,803,1,2
3,10,10,804,2,2
2,10,10,805,3,2
2,11,11,806,1,2
3,11,11,807,2,2
2,11,11,808,3,2
2,12,12,809,1,2
3,12,12,810,2,2
2,12,12,811,3,2
2,13,13,812,1,2
3,13,13,813,2,2
2,13,13,814,3,2
2,14,14,815,1,2
3,14,14,816,2,2
2,14,14,817,3,2
2,15,15,818,1,2
3,15,15,819,2,2
2,15,15,820,3,2
2,16,16,821,1,2
3,16,16,822,2,2
2,16,16,823,3,2
2,17,17,824,1,2
3,17,17,825,2,2
2,17,17,826,3,2
2,18,18,827,1,2
3,18,18,828,2,2
2,18,18,829,3,2
2,19,19,830,1,2
3,19,19,831,2,2
2,19,19,832,3,2
2,20,20,833,1,2
3,20,20,834,2,2
2,20,20,835,3,2
2,21,21,836,1,2
3,21,21,837,2,2
2,21,21,838,3,2
2,22,22,839,1,2
3,22,22,840,2,2
2,22,22,841,3,2
2,23,23,842,1,2
3,23,23,843,2,2
2,23,23,844,3,2
2,24,24,845,1,2
3,24,24,846,2,2
2,24,24,847,3,2
2,25,25,848,1,2
3,25,25,849,2,2
2,25,25,850,3,2
2,26,26,851,1,2
3,26,26,852,2,2
2,26,26,853,3,2
2,27,27,854,1,2
3,27,27,855,2,2
2,27,27,856,3,2
2,28,28,857,1,2
3,28,28,858,2,2
2,28,28,859,3,2
2,29,29,860,1,2
3,29,29,861,2,2
2,29,29,862,3,2
2,30,30,863,1,2
3,30,30,864,2,2
2,30,30,865,3,2
2,31,31,866,1,2
3,31,31,867,2,2
2,31,31,868,3,2
2,32,32,869,1,2
3,32,32,870,2,2
2,32,32,871,3,2
2,33,33,872,1,2
3,33,33,873,2,2
2,33,33,874,3,2
2,34,34,875,1,2
3,34,34,876,2,2
2,34,34,877,3,2
2,35,35,878,1,2
3,35,35,879,2,2
2,35,35,880,3,2
2,36,36,881,1,2
3,36,36,882,2,2
2,36,36,883,3,2
2,37,37,884,1,2
3,37,37,885,2,2
2,37,37,886,3,2
2,38,38,887,1,2
3,38,38,888,2,2
2,38,38,889,3,2
2,39,39,890,1,2
3,39,39,891,2,2
2,39,39,892,3,2
2,39,39,893,4,2
2,40,40,894,1,2
3,40,40,895,2,2
2,40,40,896,3,2
2,41,41,897,1,2
3,41,41,898,2,2
2,41,41,899,3,2
2,42,42,900,1,2
3,42,42,901,2,2
2,42,42,902,3,2
2,43,43,903,1,2
3,43,43,904,2,2
2,43,43,905,3,2
2,44,44,906,1,2
3,44,44,907,2,2
2,44,44,908,3,2
2,45,45,909,1,2
3,45,45,910,2,2
2,45,45,911,3,2
2,46,46,912,1,2
3,46,46,913,2,2
2,46,46,914,3,2
2,47,47,915,1,2
3,47,47,916,2,2
2,47,47,917,3,2
2,48,48,918,1,2
3,48,48,919,2,2
2,48,48,920,3,2
2,49,49,921,1,2
3,49,49,922,2,2
2,49,49,923,3,2
2,1,1,924,1,3
3,1,1,925,2,3
2,1,1,926,3,3
2,2,2,927,1,3
3,2,2,928,2,3
2,2,2,929,3,3
2,3,3,930,1,3
3,3,3,931,2,3
2,3,3,932,3,3
2,4,4,933,1,3
3,4,4,934,2,3
2,4,4,935,3,3
2,5,5,936,1,3
3,5,5,937,2,3
2,5,5,938,3,3
2,6,6,939,1,3
3,6,6,940,2,3
2,6,6,941,3,3
2,7,7,942,1,3
3,7,7,943,2,3
2,7,7,944,3,3
2,8,8,945,1,3
3,8,8,946,2,3
2,8,8,947,3,3
3,9,9,948,1,3
2,9,9,949,2,3
3,9,9,950,3,3
2,10,10,951,1,3
3,10,10,952,2,3
2,10,10,953,3,3
2,11,11,954,1,3
3,11,11,955,2,3
2,11,11,956,3,3
2,12,12,957,1,3
3,12,12,958,2,3
2,12,12,959,3,3
2,13,13,960,1,3
3,13,13,961,2,3
2,13,13,962,3,3
2,14,14,963,1,3
3,14,14,964,2,3
2,14,14,965,3,3
2,15,15,966,1,3
3,15,15,967,2,3
2,15,15,968,3,3
2,16,16,969,1,3
3,16,16,970,2,3
2,16,16,971,3,3
2,17,17,972,1,3
3,17,17,973,2,3
2,17,17,974,3,3
2,18,18,975,1,3
3,18,18,976,2,3
2,18,18,977,3,3
2,19,19,978,1,3
3,19,19,979,2,3
2,19,19,980,3,3
2,19,19,981,4,3
2,20,20,982,1,3
3,20,20,983,2,3
2,20,20,984,3,3
2,21,21,985,1,3
3,21,21,986,2,3
2,21,21,987,3,3
2,22,22,988,1,3
3,22,22,989,2,3
2,22,22,990,3,3
2,23,23,991,1,3
3,23,23,992,2,3
2,23,23,993,3,3
2,24,24,994,1,3
3,24,24,995,2,3
2,24,24,996,3,3
2,25,25,997,1,3
3,25,25,998,2,3
2,25,25,999,3,3
2,26,26,1000,1,3
3,26,26,1001,2,3
2,26,26,1002,3,3
2,27,27,1003,1,3
3,27,27,1004,2,3
2,27,27,1005,3,3
2,28,28,1006,1,3
3,28,28,1007,2,3
2,28,28,1008,3,3
2,29,29,1009,1,3
3,29,29,1010,2,3
2,29,29,1011,3,3
2,30,30,1012,1,3
3,30,30,1013,2,3
2,30,30,1014,3,3
2,31,31,1015,1,3
3,31,31,1016,2,3
2,31,31,1017,3,3
2,32,32,1018,1,3
3,32,32,1019,2,3
2,32,32,1020,3,3
2,33,33,1021,1,3
3,33,33,1022,2,3
2,33,33,1023,3,3
2,34,34,1024,1,3
3,34,34,1025,2,3
2,34,34,1026,3,3
2,35,35,1027,1,3
3,35,35,1028,2,3
2,35,35,1029,3,3
2,36,36,1030,1,3
3,36,36,1031,2,3
2,36,36,1032,3,3
2,37,37,1033,1,3
3,37,37,1034,2,3
2,37,37,1035,3,3
2,38,38,1036,1,3
3,38,38,1037,2,3
2,38,38,1038,3,3
2,39,39,1039,1,3
3,39,39,1040,2,3
2,39,39,1041,3,3
2,40,40,1042,1,3
3,40,40,1043,2,3
2,40,40,1044,3,3
2,41,41,1045,1,3
3,41,41,1046,2,3
2,41,41,1047,3,3
2,42,42,1048,1,3
3,42,42,1049,2,3
2,42,42,1050,3,3
2,43,43,1051,1,3
3,43,43,1052,2,3
2,43,43,1053,3,3
2,44,44,1054,1,3
3,44,44,1055,2,3
2,44,44,1056,3,3
2,45,45,1057,1,3
3,45,45,1058,2,3
2,45,45,1059,3,3
2,46,46,1060,1,3
3,46,46,1061,2,3
2,46,46,1062,3,3
2,47,47,1063,1,3
3,47,47,1064,2,3
2,47,47,1065,3,3
2,48,48,1066,1,3
3,48,48,1067,2,3
2,48,48,1068,3,3
2,49,49,1069,1,3
3,49,49,1070,2,3
2,49,49,1071,3,3
2,1,1,1072,1,4
3,1,1,1073,2,4
2,1,1,1074,3,4
2,2,2,1075,1,4
3,2,2,1076,2,4
2,2,2,1077,3,4
2,3,3,1078,1,4
3,3,3,1079,2,4
2,3,3,1080,3,4
2,4,4,1081,1,4
3,4,4,1082,2,4
2,4,4,1083,3,4
2,5,5,1084,1,4
3,5,5,1085,2,4
2,5,5,1086,3,4
2,6,6,1087,1,4
3,6,6,1088,2,4
2,6,6,1089,3,4
2,7,7,1090,1,4
3,7,7,1091,2,4
2,7,7,1092,3,4
2,8,8,1093,1,4
3,8,8,1094,2,4
2,8,8,1095,3,4
3,9,9,1096,1,4
2,9,9,1097,2,4
3,9,9,1098,3,4
2,10,10,1099,1,4
3,10,10,1100,2,4
2,10,10,1101,3,4
2,11,11,1102,1,4
3,11,11,1103,2,4
2,11,11,1104,3,4
2,12,12,1105,1,4
3,12,12,1106,2,4
2,12,12,1107,3,4
2,13,13,1108,1,4
3,13,13,1109,2,4
2,13,13,1110,3,4
2,14,14,1111,1,4
3,14,14,1112,2,4
2,14,14,1113,3,4
2,15,15,1114,1,4
3,15,15,1115,2,4
2,15,15,1116,3,4
2,16,16,1117,1,4
3,16,16,1118,2,4
2,16,16,1119,3,4
2,17,17,1120,1,4
3,17,17,1121,2,4
2,17,17,1122,3,4
2,17,17,1123,4,4
2,18,18,1124,1,4
3,18,18,1125,2,4
2,18,18,1126,3,4
2,19,19,1127,1,4
3,19,19,1128,2,4
2,19,19,1129,3,4
2,19,19,1130,4,4
2,20,20,1131,1,4
3,20,20,1132,2,4
2,20,20,1133,3,4
2,20,20,1134,4,4
2,21,21,1135,1,4
3,21,21,1136,2,4
2,21,21,1137,3,4
2,22,22,1138,1,4
3,22,22,1139,2,4
2,22,22,1140,3,4
2,23,23,1141,1,4
3,23,23,1142,2,4
2,23,23,1143,3,4
2,24,24,1144,1,4
3,24,24,1145,2,4
2,24,24,1146,3,4
2,25,25,1147,1,4
3,25,25,1148,2,4
2,25,25,1149,3,4
2,26,26,1150,1,4
3,26,26,1151,2,4
2,26,26,1152,3,4
2,27,27,1153,1,4
3,27,27,1154,2,4
2,27,27,1155,3,4
2,28,28,1156,1,4
3,28,28,1157,2,4
2,28,28,1158,3,4
2,29,29,1159,1,4
3,29,29,1160,2,4
2,29,29,1161,3,4
2,30,30,1162,1,4
3,30,30,1163,2,4
2,30,30,1164,3,4
2,31,31,1165,1,4
3,31,31,1166,2,4
2,31,31,1167,3,4
2,32,32,1168,1,4
3,32,32,1169,2,4
2,32,32,1170,3,4
2,33,33,1171,1,4
3,33,33,1172,2,4
2,33,33,1173,3,4
2,34,34,1174,1,4
3,34,34,1175,2,4
2,34,34,1176,3,4
2,35,35,1177,1,4
3,35,35,1178,2,4
2,35,35,1179,3,4
2,36,36,1180,1,4
3,36,36,1181,2,4
2,36,36,1182,3,4
2,36,36,1183,4,4
2,37,37,1184,1,4
3,37,37,1185,2,4
2,37,37,1186,3,4
2,38,38,1187,1,4
3,38,38,1188,2,4
2,38,38,1189,3,4
2,39,39,1190,1,4
3,39,39,1191,2,4
