"id","name","caption","region","level","ap","difficulty","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
11,"影斬り森","悪魔は昏い森に君臨していた。",1,28,4,30,"Shadowthief Forest","Forêt voleuse d'ombres","그림자 숲","斩影之森","斬影森林","Shadowless Forest","ป่าตัดเงา","A demon that reigns over a dark forest.","Démon qui règne sur la sombre Forêt.","악마는 어두운 숲 속에 군림하고 있다.","恶魔称霸黑暗之森。","由惡魔統治的昏暗森林。","Iblis menguasai hutan kegelapan ini.","ป่ามืดครึ้มที่ถูกยึดครองโดยปิศาจร้าย"
12,"碧空の尖塔","古代に建てられた光り輝く尖塔も今は孤影を廃墟にのばすのみ。",2,30,3,25,"Blue Sky Steeple","Clocher du Ciel","창공의 첨탑","碧空尖塔","碧空的尖塔","Sky Steeple","หอคอยสีคราม","A shining spire built in ancient times, in the present day it continues on as an abandoned ruin.","L'ombre de l'ancien Clocher couvre encore ses ruines.","먼 옛날에 세워진 빛나는 첨탑도 지금은 그 잔해만이 남아있다.","古代建造的光芒万丈的尖塔现在也是形单影只，废墟中只有它的影子孤零零地在地上摇曳。","古代所建造的光輝尖塔,而現在只剩下廢墟伸長著的孤影而已了。","Bayangan gereja kuno menaungi reruntuhan ini.","หอคอยเปล่งประกายที่ถูกสร้างขึ้นเมื่อสมัยโบราณ แต่มาบัดนี้รกร้างอยู่อย่างโดดเดี่ยว"
13,"レン高原","誰もいない草原には夜になると、魔の気配を生ずる。",2,32,3,30,"Len's Highland","Pays montagneux de Len","황량한 고원","雷恩高原","雷恩高原","Len Plateau","ที่ราบสูงเลง","The presence of daemons can be felt when night falls on this lonely highland.","Un Esprit malin apparaît dans ces landes quand la nuit tombe.","아무도 없는 초원은 밤이 되면 마의 기운만이 감돈다.","杳无人烟的草原夜晚，妖魔的气息悄然出现。","毫無人煙的草原一到了夜晚，就會散發出魔物的氣息。","Para hantu bergentayangan di dataran terabaikan ini saat malam tiba.","ที่ราบสูงปราศจากผู้คน ตกกลางคืนจะมีกลิ่นอายของปิศาจออกมา"
14,"夜歩く影の道","道はあれども、そこに行き交う人々の姿はない。ただ月夜には影だけがうごめいていた。",2,34,4,35,"Nightshadows' Way","Route d'Ombre","그림자가 걷는 길","夜行影之道","夜影步道","Shadow Road","ถนนเงาราตรี","This road shows no signs of the comings and goings of people, only unsettling shadows writhing in the moonlit night.","Seules quelques ombres se tortillent sous la lumière blafarde de la Lune.","길은 있지만 아무도 그 길로 다니는 사람은 없고 단지 밤이 되면 그림자만이 배회한다고 한다.","虽然有路，不过路上不会出现人来人往的场景。路上只有在月夜下蠕动的影子。","雖有道路，但卻絕不會與他人交會。只有月夜下的影子在蠢動著。","Hanya bayangan yang bergerak dibawah sinar bulan.","ถึงจะเป็นถนน แต่ก็ไม่มีใครเดินผ่าน แต่พอตกกลางคืนจะมีเงาออกมาเต็มไปหมด"
15,"ロマール人の砦","誇り高い民族は他者に支配されるのを拒み、最後には皆自決した。",2,36,4,40,"Romar Fortress","Fort Romarlian","로마르인의 바위","罗玛尔人的堡垒","羅瑪爾人的要塞","Romarlian Fort","ป้อมชาวโรมาร์ล","The last bastion of the Romar people, a proud race that chose their own end rather than subjugation by others.","Alors que leur Gloire commença à s'effriter, le fier peuple de Romarlian décida de mettre fin à ses jours en ce Fort.","자긍심 높은 민족은 다른 민족에게 지배되는 것을 수치스럽게 생각하여 모두 자결을 했다고 한다.","高傲的民族拒绝他人的统治，最后选择了集体自杀。","高傲的民族因拒絕他人的支配，最後集體自決了。","Romarlian, bangsa yang bermartabat tinggi, memilih untuk bunuh diri dalam benteng ini pada akhir masa kejayaannya.","เหล่าประชาชนผู้ภาคภูมิที่ไม่ยอมรับการเข้ายึดครองของศัตรู ได้จบชีวิตตัวเองในท้ายที่สุด"
16,"牧神の絶峰","牧神は羊を率いていた。ただしその羊の姿は人の想像を超えていた。",2,38,5,45,"Pan's Headland","Cap du Faune","목신의 절봉","牧羊神的险峰","牧神的絕峰","Pan's Hill","สันเขาเทพเลี้ยงแกะ","The god Pan led flocks of sheep, but they were not normal sheep.","Le Faune berger garde un mouton qu'aucun humain ne pourrait imaginer.","목신은 양을 끌고 나타났다. 하지만 그 양의 모습은 사람이 상상하는 이상의 모습이었다.","牧羊神率领着羊群，不过那些羊的样子超乎人类的想像。","牧神率領著羊群。只是那些羊的姿態卻遠超過人類的想像。","Pan, dewa penggembala domba, memiliki seekor domba yang tak terbayangkan oleh manusia.","สถานที่เทพเจ้าเลี้ยงแกะไว้ ทว่าแกะที่เลี้ยงนั้นมีรูปร่างพิสดารจนเกินจินตนาการของมนุษย์"
17,"瑪瑙採掘所","欲に駆られた人間が掘り出したモノは美しい石以外のものだった。",2,40,5,50,"Agate Mine","Mine d'Agate","마노 채굴소","玛瑙开采场","瑪瑙採掘場","Agate Mine","เหมืองหินโมรา","Those who mined for precious gems out of greed ultimately unearthed something else entirely.","D'avides personnes creusèrent la montagne à la recherche d'agate, mais pas seulement...","욕심에 가득 찬 인간이 파낸 것은 아름다운 보석이 아니었다.","利欲熏心的人类挖掘出来的不是美丽的石头，而是其他东西。","利慾薰心的人們所採掘出的盡是美麗石頭以外的東西。","Manusia tamak menambang Agate dan barang lainnya di sini.","สิ่งที่มนุษย์ผู้ถูกขับเคลื่อนด้วยกิเลสขุดออกมาได้นั้น หาใช่อัญมณีแสนงามไม่"
18,"忘れ去られし島","忌まわしい殺戮の記憶が残る島にはもう人はだれも近づかない。",2,42,5,55,"Forgotten Island","Île Négligée","잊혀져가는 섬","忘却岛","忘卻之島","Abandoned Island","เกาะที่ถูกลืม","This island is stained with the memory of a gruesome massacre, these days nobody wants to go anywhere near it.","Île au passé sanglant et oublié.","저주받은 살육의 기억이 맴도는 섬에는 그 누구도 다가가지 않는다.","再也没有任何人愿意靠近残留着杀戮记忆的不祥之岛。","殘存著可恨殺戮記憶的島已經不會有任何人靠近了。","Sebuah pulau tempat pembantaian yang telah ditinggalkan.","เกาะที่มีความทรงจำของการสังการหมู่ที่ไม่น่าปรารถนาอยู่ ไม่มีมนุษย์ใดอยากเข้าใกล้"
19,"幻影城","月夜見の国を支配するのは満月の夜にしか現れないという幻影城だった。",2,45,6,60,"The Phantom Castle","Château du Fantôme","환영성","幻影城","幻影城","Phantom Castle","ปราสาทเงาลวง","This fortress was build to dominate Moonland, and only appears when the moon is full.","N'apparaît que les nuits de pleine Lune.","달의 나라를 지배하는 것은 만월의 밤에만 나타난다는 환영성이었다.","统治月夜见之国的是只有月圆之夜才会出现的幻影城。","支配著月夜見之國的是只有滿月之夜才會出現的幻影城。","Kastil bayangan yang hanya muncul dibawah sinar bulan purnama.","ปราสาทลวงตาที่ถูกนครจันทรายึดครอง จะปรากฎขึ้นในคืนพระจันทร์เต็มดวงเท่านั้น"
20,"妖蛆の巣窟","地中をうごめく巨大な蛆どもはただ貪ることだけを想う。",3,47,4,35,"Maggots' Den","Caverne des Asticots Maléfiques","요저의 소굴","妖蛆的巢穴","妖蛆的巢穴","Moss Cave","รังหนอนปิศาจ","The giant maggots that writhe in this subterranean nest think only of eating.","Masse grouillante qui dévore tout ce qui tombe au sol.","땅속을 꿈틀거리는 거대한 구더기들은 단지 탐내는 것만을 생각한다.","在地下蠕动的巨大蛆群只想贪婪地吞噬一切。","潛伏在地中的巨大蛆蟲們只想著要吞食一切。","Lumut raksasa pemangsa menggeliat dibawah permukaan tanah.","เหล่าหนอนยักษ์บนบก คิดเพียงแต่จะเติมเต็มความอยากของตนเท่านั้น"
21,"死人図書館","死者が管理する隠されたライブラリ。その秘密を知ったものは皆、狂人となる。",3,49,4,40,"Library of the Dead","Bibliothèque du Cadavre","사자의 도서관","死人图书馆","死者圖書館","Library of The Dead","หอสมุดคนตาย","A hidden library run by the dead. All those who learn the secret of this place are driven mad.","Toute personne découvrant son secret en perd la tête.","죽은 자가 관리하는 숨겨진 도서관. 그 비밀을 알게 된 자는 모두 광인이 된다.","管理死者的隐秘图书馆。知道该秘密的人都将变成疯子。","由死者所管理的隱藏圖書館。知道這個秘密的人，都化為狂人。","Barangsiapa yang membuka rahasianya akan menjadi gila.","หอสมุดที่ถูกซ่อนไว้โดยมีคนตายคอยดูแล มนุษย์คนใดที่รู้ความลับของมันจะกลายเป็นคนคุ้มคลั่ง"
22,"鉄夢の要塞","機械を操る者たちはいつしか機械に操られるようになっていた。",3,51,4,45,"Fortress of Iron Dreams","Forteresse des Rêves d'Acier","철몽의 요새","铁梦的要塞","鐵夢的要塞","Fortress of Iron Dream","ป้อมฝันโลหะ","Those who would control machines have instead themselves fallen under the control of machines.","Contrôle secrètement les machines.","기계를 조종하던 자들은 어느덧 기계에 의해 조종당하고 있었다.","机器操作者不知何时开始反被机器操控。","操控機械的人不知何時開始變成了被機械操控著。","Mesin mengendalikan semua mekanisme tempat ini tanpa ada yang menyadari.","ผู้ควบคุมจักรกล แต่กลับถูกจักรกลเข้าควบคุมเสียเอง"
23,"ウボスの黒い湖","底の見えぬ真っ暗な水底には、時折巨大な光る眼が見えることがある。",3,53,5,50,"Ubos' Murk","Lac Obscur d'Ubos","우보스의 검은 호수","乌波斯的黑湖","烏波斯的黑湖","Ubos Darkness Lake","ทะลสาปสีนิลของอูโบส","If you peer long enough into the inky depths of this lake, you might just see an impossibly large eyeball glaring hatefully back at you.","On peut voir des yeux globuleux briller dans ses eaux profondes.","바닥이 보이지 않는 검은 물밑은 때때로 거대한 빛나는 눈이 보인다.","深不见底的黑暗水底，有时可以看见巨大的眼睛在发光。","深不見底的黑暗水底，不時能看見巨大發光的眼睛。","Mata-mata besar dan bersinar dapat dilihat di dalam permukaan air yang keruh.","บางครั้งก็มีผู้เห็นดวงตาเปล่งประกายที่ทะเลสาบลึกมองไม่เห็นก้นนั้น"
24,"植物見張り塔","誰も近づかない森に建てられた塔。誰が何を監視するために建てたのか。",3,55,5,55,"A Mysterious Watchtower","Tour de Garde Mystérieuse","식물 파수탑","植物看守塔","植物瞭望塔","Obscure Watchtower","หอสังเกตการณ์พันธุ์ไม้","In a forest where nobody goes, a solitary watchtower was built. Who built it, and what might they be watching?","Tour de Garde construite dans une forêt abandonnée. Personne ne sait pourquoi elle a été construite là. ","아무도 접근하지 않는 숲에 세워진 탑. 누가 무엇을 감시하기 위해 세운 것인가?","塔建在无人靠近森林里，是某人为了监视某些东西而建造的吧。","建造於無人森林中的塔。不知是誰為了監視甚麼而建的。","Menara pengintai yang dibangun di dalam hutan terpencil. Tidak ada yang mengetahui alasan pembangunannya.","หอคอยที่สร้างขึ้นในป่าที่ไม่มีใครเข้าใกล้ อาจะถูกสร้างขึ้นเพื่อสังเกตการณ์ก็เป็นได้"
25,"白魔の円環列石","白魔と呼ばれる怪物達は人間とは相容れぬある物を信奉していた。",3,57,5,60,"Daemonhenge","Cerle de Pierre des Mages Blancs","백마의 원환열석","白魔的圆形石阵","白魔的圓環石陣","White Stone Circle","วงล้อมหินของปิศาจขาว","The monsters known as the Pale People harbor beliefs abhorrent to humankind.","Les [Mages Blancs] croyaient en d'inacceptables préceptes.","백마라는 괴물들은 인간과는 상성할 수 없는 것을 신봉하고 있었다.","白魔这种怪物信奉与人类水火不容之物。","被稱作白魔的怪物們信奉著與人類不相容的事物。","Monster yang disebut [Iblis Putih] dipercaya melakukan sesuatu yang tidak dapat diterima oleh manusia.","เหล่าอสูรกายที่ถูกเรียกว่าปิศาจขาวเกิดขัดแย้งกับมนุษย์ จึงสร้างสถานบูชาขึ้น"
26,"死都ヘルドン","かつての美しい都は龍たちとの戦場となった。今、都に残っているのは、とうに人であるのをやめた者達だけだった。",3,59,6,65,"Heldon, City of the Dead","Helldon - Cité Morte- ","사도 헤루돈","死都黑尔顿","死都黑爾頓","Helldon -The Dead City- ","เฮลดอน นครแห่งความตาย","This once beautiful metropolis was ravaged by a war with dragonkind. Those who still live there today gave up being human long ago.","Fut jadis une magnifique ville. Depuis la guerre contre les dragons, elle est peuplée d'humains transformés en monstres.","과거의 아름다운 도시는 용들과의 전쟁터가 되었다. 지금 도시에 남아있는 것은 이미 사람임을 버린 자들뿐이었다.","曾经美丽的都市变成龙的战场，现在留在这里的都是一些已经放弃做人资格的人。","過去美麗的都市成了與龍之間的戰場。現在還留在這都市裡的，都只剩些非人者而已了。","Sebuah kota yang indah sebelum terjadi peperangan melawan naga. Sekarang hanya monster yang dulunya manusia yang bertahan di dalam kota ini.","เมืองที่สวยงามแห่งหนึ่งต้องตกเป็นสนามรบระหว่างมังกรและมนุษย์ ที่เหลืออยู่ในเมืองตอนนี้ก็คือสิ่งที่ไม่ใช่มนุษย์อีกต่อไปแล้ว"
27,"翼竜の宝物庫","強欲な龍はその翼の下にあらゆる財宝をあつめた。その貪婪のために犠牲なった魂は今も財宝の周りを漂い続ける",3,62,6,70,"The Wyvern's Treasure","Coffre de Wyvern","익룡의 보물창고","翼龙的宝物库","翼龍的藏寶庫","Wyvern Treasury","คลังสมบัติมังกรบิน","A greedy dragon hoards a fabulous treasure beneath its leathery wings. Those who were sacrificed to gather this treasure even now continue to haunt it.","Une âme en peine erre toujours autour du trésor.","탐욕스러운 용은 그 날개 밑에 온갖 보물들을 숨겨놓았다. 그 탐욕을 위해 희생된 자들의 영혼은 지금도 보물 주위를 맴돈다.","贪得无厌的龙把所有的财宝都藏在自己的翅膀下面，因它的贪欲而牺牲的灵魂至今飘荡在财宝四周，不愿离去。","貪心的龍將其翅膀下所有財寶聚集在此。因牠的貪婪而犧牲的靈魂們現在也仍在財寶周圍飄盪。","Jiwa yang dikorbankan melayang-layang mengitari harta karun.","มังกรโลภได้สะสมสมบัติไว้ใต้ปีก ดวงวิญญาณที่ตกเป็นเครื่องสังเวยความโลภนั้นยังคงล่องลอยอยู่รอบๆ คลังสมบัติ"
28,"忘却の辺獄","苦しみも喜びもすべて忘れ去られた場所。静謐な光景は白痴美をたたえていた。",4,64,5,45,"Oblivion","Limbes de l'oubli","망각의 감옥","遗忘的地狱边境","忘卻的地獄邊緣","Oblivion Limbo","คุกหลงลืม","A place where joy and pain are likewise forgotten. A serene scene filled with listless beauty.","Limbes desquelles ont disparu bonheur et souffrances. Contrée sereine à la beauté indicible","고통도 기쁨도 모두 잊힌 장소. 평온한 광경은 백치미를 뛰고 있었다.","可以忘却一切痛苦与欢乐的地方，静谧的光景散发一种超然之美。","可以忘掉所有苦痛及喜樂的場所。靜謐的光景呈現著一種無生氣之美。","Tempat di mana seluruh suka dan duka terlupakan. Pemandangan yang damai memenuhi keindahan yang semu ini.","สถานที่ที่ทำให้หลงลืมกระทั่งความเจ็บปวดและความสุข ฉากที่สงบสุขนั้นฉายให้เห็นถึงความงดงามอันโง่เขลา"
29,"魔境の胎蔵","赤黒い樹木の生い茂る秘境。この場所に狂気と正気の境はない。",4,66,5,50,"Wicked Realm","Frontières maléfiques","마경의 태장","魔镜的胎藏","魔境的胎藏","Evil Borderland","ครรภ์แห่งมาร","A secluded region overgrown with dark red trees. In this place there's no difference between madness and sanity.","Frontière secrète où poussent des arbres rouges et noirs. Ici n'existe aucune différence entre folie et raison.","검붉은 나무가 우거진 비경. 여기에는 광기와 정신의 경계는 없다.","红黑色树木丛生的秘境。在这里没有疯狂与理智的界限。","叢生著暗紅色樹木的秘境。在這個地方中，正常跟瘋狂沒有區別。","Daerah tak terjelajah yang dipenuhi pepohonan lebat berwarna hitam-merah. Tidak ada batas antara kewarasan dan kegilaan di tempat ini.","แดนลับแลที่มีพืชสีแดงคล้ำขึ้นอย่างหนาแน่น เป็นสถานที่ซึ่งไม่มีเส้นแบ่งระหว่างสติและความคุ้มคลั่ง"
30,"暗黒塔","魔道の絶頂を極めた者が住む塔。その狂った呪詛は遙か彼方まで響く。",4,68,5,55,"Tower of Darkness","Tour des Ténèbres","암흑의 탑","暗黑塔","暗黑塔","Tower of Darkness","หอคอยนิลกาฬ","The denizens of this tower have pursued their heresy to obscene depths. Their insane hexes reverberate far and wide.","Tour dans laquelle vit le gardien de la Cime du Chemin Enchanté. Ses malédictions résonnent au loin.","마도의 절정을 규명한 남자가 사는 탑. 그 미친 저주는 먼 곳까지 울려 퍼진다.","塔内住着痴迷登顶魔道巅峰的人，他疯狂的诅咒回响在遥远的彼岸。","到達魔道頂端的男子所居住的塔。遙遠的彼岸都能聽到他發狂的詛咒。","Menara tempat tinggal manusia yang telah menguasai ilmu kegelapan. Memiliki kutukan yang tak kenal batas.","หอคอยที่ผู้พิชิตถนนปิศาจอาศัยอยู่ คำสาปที่บ้าคลั่งนั้นยังคงดังกังวาลไปถึงพวกเขา"
31,"妖婦の魔道","怨嗟の声が渦巻くこの道には、夢破れた亡者達の頭骨が敷き詰められている。",4,70,6,60,"Enchantress' Heresy","Chemin de Dalila","요부의 마도","妖妇的魔道","妖婦的魔道","Dalila Path","ถนนแม่มด","The skulls of hateful dead torn from nightmares whisper their grudges as they litter this path.","Sur ce chemin des Lamentations roulent les crânes de rêveurs désabusés.","원망의 목소리가 소용돌이치는 이 길에 꿈을 잃어버린 망자들의 두개골이 쌓여있다.","怨声载道的街上满是梦碎的死者的头骨。","在這個道路上迴繞著哀怨的聲音，路上盡是遍滿夢想破滅的亡者們頭骨。","Ratapan terdengar disepanjang jalan yang terbuat dari timbunan tengkorak manusia yang terenggut mimpinya.","ถนนที่ยังคงมีเสียงแค้นใจหมุนวรเวียนเส้นนี้ เต็มไปด้วยกะโหลกของเหล่าคนตายที่ฝันสลาย"
32,"三界の絶頂","あらゆるものを超える山の頂にある巨大な目。その目は今も愚者たちを罰するため睥睨している。",4,72,6,65,"Top of Three Worlds","Cime des Trois Mondes","삼계의 절정","三界之颠","三界的絕頂","Three Worlds Pinnacle","ยอดเขาไตรโลก","All who conquer this summit are witness to an enormous view, lording above as though in search of fools in need of punishment.","Oeil monstrueux qui se trouve à la cime de ce Mont et qui cherche sans fin les fous qu'il lui faut punir.","모든 것을 볼 수 있는 거대한 눈. 그 눈은 지금도 어리석은 자들을 처벌하기 위해 비예하고 있다.","超越万物的山顶上有一只巨大的眼睛，这只眼睛至今瞪视着愚者以示惩罚。","在超越萬物山頂上的巨大之眼。這眼至今仍為了處罰愚者們而睥睨著。","Mata-mata mengerikan di puncak gunung yang selalu mengamati dan siap menghukum orang-orang bodoh.","นัยน์ตายักษ์ที่อยู่บนยอดเขาสุดขอบโลก นัยน์ตานั้นยังคงเฝ้ามองอยู่เพื่อมอบโทษให้เหล่าคนเขลา"
33,"異端者の墓碑","断罪された異端者の怨念は天空を赤く染め、地上に血の雨を降らせた。その雨は自らの墓碑は血の湖沈めめるまで降り続いた。",4,74,6,70,"Heretic's Tomb","Tombe des Hérétiques","이단자의 묘비","异端分子的墓碑","異端者的墓碑","Heretic Tomb","สุสานคนนอกรีต","The rage of convicted heretics stains the sky as blood red rain falls and pools around their tombstones.","Ce tombeau des hérétiques teint le ciel en pourpre et fait pleuvoir une pluie de sang. Cette pluie ne s'arrête que lorsque le tombeau est plein de sang.","참수형 당한 이교도의 원한은 하늘을 붉게 물들이며 지상에 피 비를 내리게 했다. 그 비는 자신의 묘를 피의 호수로 만들기에 충분한 양이었다.","被判罪的异端分子的怨念染红天空，降落到地上变成血雨。血雨在异端分子的墓碑被血之湖淹没前不会停止。","被定罪的異端者怨念，將天空染紅，降下血之雨。這場雨一直下到他們的墓碑被血之湖淹沒為止。","Makam para pembelot terkutuk yang mengubah langit menjadi merah. Hujan yang menetes memenuhi makam ini dengan darah.","ความโกรธแค้นของคนนอกรีตที่ถูกสำเร็จโทษย้อมสีท้องฟ้าให้แดงฉานและหลั่งฝนเลือดอย่างต่อเนื่องจนท่วมสุสานของพวกตนกลายเป็นทะเลสาบโลหิต"
34,"幻視された冥府","古の時代に夢見られた極彩色の世界。しかし、そこを生者が歩くことはない。",4,76,7,75,"Infernal Hallucination","Enfers Imaginaires","환시의 명부","幻觉中的冥府","幻覺的冥府","Imaginary Hell","นรกจินตนาการ","A richly colored realm of forgotten dreams, where no living thing walks.","Monde au mille couleurs dont on rêvait il y a fort longtemps. Cependant, aucun vivant ne peut y accéder.","고대 시대에 꿈에서 봤던 극채색의 세계. 하지만 산자가 걸을 수 없는 세계이다.","远古时代梦见的五彩世界。不过生者无法进入那里。","在古老時代夢見的極彩色世界。但是，那裡生人止步。","Dunia penuh warna yang diimpikan pada jaman lampau. Namun, menyusurinya tidak segampang yang dipikirkan.","โลกหลากสีสันที่เป็นโลกแห่งความฝันในสมัยโบราณ ทว่า ไม่มีสิ่งมีชีวิตใดในที่แห่งนั้นเลย"
