"id","name","ab_name","level","hp","ap","dp","rarity","deck_cost","slot","stand_image","chara_image","artifact_image","bg_image","caption","charactor_id","next_id","kind","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","ab_name_en","ab_name_fr","ab_name_kr","ab_name_scn","ab_name_tcn","ab_name_ina","ab_name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
14,"アイザック","- WarHound - Izac",4,11,7,4,3,15,34,"standchara02","cc02_04.swf",,,"軍犬のあだ名通りの勇猛な騎士。盟友エヴァリストに影のように付き従う。",2,15,0,"2010-09-16 07:15:29 UTC","Izac","Isaac","아이자크","艾依查库","艾依查庫","Izac","ไอแซ็ค","- WarHound -","- WarHound -","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","A very brave and loyal knight, often called a military dog for following his best friend Evarist around.","Chevalier courageux et loyal, surnommé le Chien Militaire. Il suit Evarist, son meilleur ami, où qu'il aille.","군견이라는 별명대로 용맹한 기사. 맹우인 에바리스트를 그림자처럼 따라다닌다.","如军犬的小名所示，是个勇猛的骑士。像影子一样随从盟友艾伯李斯特。","如軍犬的小名所示，是個勇猛的騎士。像影子一樣隨從盟友艾伯李斯特。","Ksatria pemberani dan setia yang dijuluki anjing militer. Ia mengikuti sahabat karibnya Evarist.","อัศวินผู้กล้าหาญที่มีสมญานามว่าสุนัขรับใช้กองทัพ เป็นเพื่อนร่วมสาบานที่เป็นดั่งเงาของเอวาริสท์"
15,"アイザック","- WarHound - Izac",5,12,7,5,3,18,34,"standchara02","cc02_05.swf",,,"軍犬のあだ名通りの勇猛な騎士。盟友エヴァリストに影のように付き従う。",2,,0,"2010-09-16 07:15:29 UTC","Izac","Isaac","아이자크","艾依查库","艾依查庫","Izac","ไอแซ็ค","- WarHound -","- WarHound -","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","A very brave and loyal knight, often called a military dog for following his best friend Evarist around.","Chevalier courageux et loyal, surnommé le Chien Militaire. Il suit Evarist, son meilleur ami, où qu'il aille.","군견이라는 별명대로 용맹한 기사. 맹우인 에바리스트를 그림자처럼 따라다닌다.","如军犬的小名所示，是个勇猛的骑士。像影子一样随从盟友艾伯李斯特。","如軍犬的小名所示，是個勇猛的騎士。像影子一樣隨從盟友艾伯李斯特。","Ksatria pemberani dan setia yang dijuluki anjing militer. Ia mengikuti sahabat karibnya Evarist.","อัศวินผู้กล้าหาญที่มีสมญานามว่าสุนัขรับใช้กองทัพ เป็นเพื่อนร่วมสาบานที่เป็นดั่งเงาของเอวาริสท์"
16,"アイザック","- WarHound - Izac",1,12,7,4,6,18,134,"standchara02","cc02_a.swf",,,"軍犬のあだ名通りの勇猛な騎士。盟友エヴァリストに影のように付き従う。",2,17,0,"2010-09-16 07:15:29 UTC","Izac","Isaac","아이자크","艾依查库","艾依查庫","Izac","ไอแซ็ค","- WarHound -","- WarHound -","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","A very brave and loyal knight, often called a military dog for following his best friend Evarist around.","Chevalier courageux et loyal, surnommé le Chien Militaire. Il suit Evarist, son meilleur ami, où qu'il aille.","군견이라는 별명대로 용맹한 기사. 맹우인 에바리스트를 그림자처럼 따라다닌다.","如军犬的小名所示，是个勇猛的骑士。像影子一样随从盟友艾伯李斯特。","如軍犬的小名所示，是個勇猛的騎士。像影子一樣隨從盟友艾伯李斯特。","Ksatria pemberani dan setia yang dijuluki anjing militer. Ia mengikuti sahabat karibnya Evarist.","อัศวินผู้กล้าหาญที่มีสมญานามว่าสุนัขรับใช้กองทัพ เป็นเพื่อนร่วมสาบานที่เป็นดั่งเงาของเอวาริสท์"
17,"アイザック","- WarHound - Izac",2,12,7,5,7,19,134,"standchara02","cc02_b.swf",,,"軍犬のあだ名通りの勇猛な騎士。盟友エヴァリストに影のように付き従う。",2,18,0,"2010-09-16 07:15:29 UTC","Izac","Isaac","아이자크","艾依查库","艾依查庫","Izac","ไอแซ็ค","- WarHound -","- WarHound -","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","A very brave and loyal knight, often called a military dog for following his best friend Evarist around.","Chevalier courageux et loyal, surnommé le Chien Militaire. Il suit Evarist, son meilleur ami, où qu'il aille.","군견이라는 별명대로 용맹한 기사. 맹우인 에바리스트를 그림자처럼 따라다닌다.","如军犬的小名所示，是个勇猛的骑士。像影子一样随从盟友艾伯李斯特。","如軍犬的小名所示，是個勇猛的騎士。像影子一樣隨從盟友艾伯李斯特。","Ksatria pemberani dan setia yang dijuluki anjing militer. Ia mengikuti sahabat karibnya Evarist.","อัศวินผู้กล้าหาญที่มีสมญานามว่าสุนัขรับใช้กองทัพ เป็นเพื่อนร่วมสาบานที่เป็นดั่งเงาของเอวาริสท์"
18,"アイザック","- WarHound - Izac",3,13,8,5,8,21,6134,"standchara02","cc02_c.swf",,,"軍犬のあだ名通りの勇猛な騎士。盟友エヴァリストに影のように付き従う。",2,19,0,"2010-09-16 07:15:29 UTC","Izac","Isaac","아이자크","艾依查库","艾依查庫","Izac","ไอแซ็ค","- WarHound -","- WarHound -","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","A very brave and loyal knight, often called a military dog for following his best friend Evarist around.","Chevalier courageux et loyal, surnommé le Chien Militaire. Il suit Evarist, son meilleur ami, où qu'il aille.","군견이라는 별명대로 용맹한 기사. 맹우인 에바리스트를 그림자처럼 따라다닌다.","如军犬的小名所示，是个勇猛的骑士。像影子一样随从盟友艾伯李斯特。","如軍犬的小名所示，是個勇猛的騎士。像影子一樣隨從盟友艾伯李斯特。","Ksatria pemberani dan setia yang dijuluki anjing militer. Ia mengikuti sahabat karibnya Evarist.","อัศวินผู้กล้าหาญที่มีสมญานามว่าสุนัขรับใช้กองทัพ เป็นเพื่อนร่วมสาบานที่เป็นดั่งเงาของเอวาริสท์"
19,"アイザック","- WarHound - Izac",4,14,9,6,9,23,6134,"standchara02","cc02_d.swf",,,"軍犬のあだ名通りの勇猛な騎士。盟友エヴァリストに影のように付き従う。",2,20,0,"2010-09-16 07:15:29 UTC","Izac","Isaac","아이자크","艾依查库","艾依查庫","Izac","ไอแซ็ค","- WarHound -","- WarHound -","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","A very brave and loyal knight, often called a military dog for following his best friend Evarist around.","Chevalier courageux et loyal, surnommé le Chien Militaire. Il suit Evarist, son meilleur ami, où qu'il aille.","군견이라는 별명대로 용맹한 기사. 맹우인 에바리스트를 그림자처럼 따라다닌다.","如军犬的小名所示，是个勇猛的骑士。像影子一样随从盟友艾伯李斯特。","如軍犬的小名所示，是個勇猛的騎士。像影子一樣隨從盟友艾伯李斯特。","Ksatria pemberani dan setia yang dijuluki anjing militer. Ia mengikuti sahabat karibnya Evarist.","อัศวินผู้กล้าหาญที่มีสมญานามว่าสุนัขรับใช้กองทัพ เป็นเพื่อนร่วมสาบานที่เป็นดั่งเงาของเอวาริสท์"
20,"アイザック","- WarHound - Izac",5,15,9,7,10,28,16134,"standchara02","cc02_e.swf",,,"軍犬のあだ名通りの勇猛な騎士。盟友エヴァリストに影のように付き従う。",2,,0,"2010-09-16 07:15:29 UTC","Izac","Isaac","아이자크","艾依查库","艾依查庫","Izac","ไอแซ็ค","- WarHound -","- WarHound -","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","- WarHound - Izac","A very brave and loyal knight, often called a military dog for following his best friend Evarist around.","Chevalier courageux et loyal, surnommé le Chien Militaire. Il suit Evarist, son meilleur ami, où qu'il aille.","군견이라는 별명대로 용맹한 기사. 맹우인 에바리스트를 그림자처럼 따라다닌다.","如军犬的小名所示，是个勇猛的骑士。像影子一样随从盟友艾伯李斯特。","如軍犬的小名所示，是個勇猛的騎士。像影子一樣隨從盟友艾伯李斯特。","Ksatria pemberani dan setia yang dijuluki anjing militer. Ia mengikuti sahabat karibnya Evarist.","อัศวินผู้กล้าหาญที่มีสมญานามว่าสุนัขรับใช้กองทัพ เป็นเพื่อนร่วมสาบานที่เป็นดั่งเงาของเอวาริสท์"
21,"グリュンワルド","- BlackPrince - Grunwald",1,7,5,5,3,8,0,"standchara03","cc03_01.swf",,,"黑太子。己の昏い欲望のために戦争を続ける死にとりつかれた王子。",3,22,0,"2010-09-16 07:15:29 UTC","Grunwald","Grunwald","그룬왈드","古鲁瓦尔多","古魯瓦爾多","Grunwald","กรุนวัลด์","- BlackPrince -","- BlackPrince -","- BlackPrince - Grunwald","- BlackPrince - Grunwald","- BlackPrince - Grunwald","- BlackPrince - Grunwald","- BlackPrince - Grunwald","A crown prince who continues to battle only to satisfy his dark appetites.","Prince Noir obsédé par la Mort.","흑태자. 자신의 욕망을 위해 전쟁을 계속하는 죽음에 매료된 왕자.","黑太子。为了自己那黑暗的欲望持续战斗而被死神缠身的王子。","黑太子。為了自己那黑暗的慾望持續戰鬥而被死神纏身的王子。","Pangeran kegelapan yang terobsesi dengan kematian.","เจ้าชายทมิฬ เจ้าชายผู้เสพติดในรสแห่งความตายจึงเข้าร่วมสงครามเพื่อสนองกิเลสอันดำมืดของตน"
22,"グリュンワルド","- BlackPrince - Grunwald",2,8,6,5,3,10,3,"standchara03","cc03_02.swf",,,"黑太子。己の昏い欲望のために戦争を続ける死にとりつかれた王子。",3,23,0,"2010-09-16 07:15:29 UTC","Grunwald","Grunwald","그룬왈드","古鲁瓦尔多","古魯瓦爾多","Grunwald","กรุนวัลด์","- BlackPrince -","- BlackPrince -","- BlackPrince - Grunwald","- BlackPrince - Grunwald","- BlackPrince - Grunwald","- BlackPrince - Grunwald","- BlackPrince - Grunwald","A crown prince who continues to battle only to satisfy his dark appetites.","Prince Noir obsédé par la Mort.","흑태자. 자신의 욕망을 위해 전쟁을 계속하는 죽음에 매료된 왕자.","黑太子。为了自己那黑暗的欲望持续战斗而被死神缠身的王子。","黑太子。為了自己那黑暗的慾望持續戰鬥而被死神纏身的王子。","Pangeran kegelapan yang terobsesi dengan kematian.","เจ้าชายทมิฬ เจ้าชายผู้เสพติดในรสแห่งความตายจึงเข้าร่วมสงครามเพื่อสนองกิเลสอันดำมืดของตน"
23,"グリュンワルド","- BlackPrince - Grunwald",3,8,7,6,3,13,3,"standchara03","cc03_03.swf",,,"黑太子。己の昏い欲望のために戦争を続ける死にとりつかれた王子。",3,24,0,"2010-09-16 07:15:29 UTC","Grunwald","Grunwald","그룬왈드","古鲁瓦尔多","古魯瓦爾多","Grunwald","กรุนวัลด์","- BlackPrince -","- BlackPrince -","- BlackPrince - Grunwald","- BlackPrince - Grunwald","- BlackPrince - Grunwald","- BlackPrince - Grunwald","- BlackPrince - Grunwald","A crown prince who continues to battle only to satisfy his dark appetites.","Prince Noir obsédé par la Mort.","흑태자. 자신의 욕망을 위해 전쟁을 계속하는 죽음에 매료된 왕자.","黑太子。为了自己那黑暗的欲望持续战斗而被死神缠身的王子。","黑太子。為了自己那黑暗的慾望持續戰鬥而被死神纏身的王子。","Pangeran kegelapan yang terobsesi dengan kematian.","เจ้าชายทมิฬ เจ้าชายผู้เสพติดในรสแห่งความตายจึงเข้าร่วมสงครามเพื่อสนองกิเลสอันดำมืดของตน"
