"id","name","price","description","rm_item_type","item_id","num","order","state","image_url","tab","extra_id","view_frame","sale_type","deck_image_url","usd"
14,"Témoignage du Paladin * 1",7.5,"Vous accédez à la Région suivante.",0,23,1,19,0,"item_id024.png",11,0,0,0,,7.5
15,"Compas du Diable * 1",1.5,"La Quête du Boss apparaîtra lorsque vous aurez achever votre Quête.",0,24,1,20,0,"item_id023.png",11,0,0,0,,1.5
16,"Permission de passage ExShadowLand 1 * 5",2,"Rechercher la région cachée d'ExShadowLand.",0,31,5,21,0,"item_id031_5.png ",11,0,0,0,,2
17,"Permission de passage ExShadowLand 2 * 5",3.5,"Rechercher la région cachée d'ExShadowLand (2 heures)",0,32,5,22,0,"item_id032_5.png",11,0,0,0,,3.5
18,"Permission de passage ExShadowLand 3 * 5",5,"Rechercher la région cachée d'ExShadowLand (3 jours)",0,33,5,23,0,"item_id033_5.png",11,0,0,0,,5
19,"Ticket * 10",6.5,"Ticket pour une carte rare",0,9,10,0,0,"item_id009_10.png",11,0,0,0,,6.5
20,"Ticket * 30 + 4 + α",18,"Ticket pour une carte rare + Sceau d'Hadès * 1",0,9,34,1,1,"item_id009_30.png",11,78,0,0,,18
21,"Ticket * 50 + 8 + α",30,"Ticket pour une carte rare + Sceau d'Hadès * 2",0,9,58,2,1,"item_id009_50.png",11,79,0,0,,30
22,"Permission de passage ExMoonLand 1 * 5",2.5,"Rechercher la région cachée d'ExMoonLand",0,34,5,24,0,"item_id034_5.png ",11,0,0,0,,2.5
23,"Permission de passage ExMoonLand 2 * 5",4,"Rechercher la région cachée d'ExMoonLand (2 heures)",0,35,5,25,0,"item_id035_5.png",11,0,0,0,,4
24,"Permission de passage ExMoonLand 3 * 5",5.5,"Rechercher la région cachée d'ExMoonLand (3 jours)",0,36,5,26,0,"item_id036_5.png",11,0,0,0,,5.5
25,"Fragment de Mémoire * 1",1.5,"Fragment de mémoire d'une vie antérieure.",4,10006,1,0,0,"chara_id10006.png",11,0,0,0,,1.5
26,"Fragment de Mémoire * 12",15,"Fragment de mémoire d'une vie antérieure.",4,10006,12,1,0,"chara_id10006_12.png",11,0,0,0,,15
27,"Fragment de Temps * 1",2,"Fragment de temps qui peut être utilisé pour voyager dans le temps.",4,10007,1,2,0,"chara_id10007.png",11,0,0,0,,2
28,"Fragment de Temps * 12",20,"Fragment de temps qui peut être utilisé pour voyager dans le temps.",4,10007,12,3,0,"chara_id10007_12.png",11,0,0,0,,20
29,"Fragment d'Âme * 1",2.5,"Fragment d'un esprit perdu.",4,10008,1,4,0,"chara_id10008.png",11,0,0,0,,2.5
30,"Fragment d'Âme * 12",25,"Fragment d'un esprit perdu.",4,10008,12,5,0,"chara_id10008_12.png",11,0,0,0,,25
31,"Bracelet de Pionnier I",2,"Augmente la possibilité de recherches multiples de 1. Période de validité de 30 jours.",0,9,1,3,0,"item_id013.png",11,0,0,0,,2
32,"Bracelet de Pionnier II",3.5,"Augmente la possibilité de recherches multiples de 2. Période de validité de 30 jours.",0,9,1,4,0,"item_id013.png",11,0,0,0,,3.5
33,"Bracelet de Pionnier III",4.5,"Augmente la possibilité de recherches multiples de 3. Période de validité de 30 jours.",0,9,1,5,0,"item_id013.png",11,0,0,0,,4.5
34,"Diadème Mystérieux I",2,"Raccourcit le temps de la Quête de 30%. Période de validité de 30 jours.",1,57,1,100,0,"chara_id1003.png",11,0,0,0,,2
35,"Diadème Mystérieux II",3.5,"Raccourcit le temps de la Quête de 50%. Période de validité de 30 jours.",1,58,1,101,0,"chara_id1004.png",11,0,0,0,,3.5
36,"Diadème Mystérieux III",4.5,"Raccourcit le temps de la Quête de 75%. Période de validité de 30 jours.",1,59,1,102,0,"chara_id1005.png",11,0,0,0,,4.5
37,"Fée Domestique I",2,"Augmente la possibilité de recherches multiples de 1. Période de validité de 30 jours.",1,60,1,103,0,"chara_id1006.png",11,0,0,0,,2
38,"Fée Domestique II",3.5,"Augmente la possibilité de recherches multiples de 2. Période de validité de 30 jours.",1,61,1,104,0,"chara_id1007.png",11,0,0,0,,3.5
39,"Fée Domestique III",4.5,"Augmente la possibilité de recherches multiples de 3. Période de validité de 30 jours.",1,62,1,105,0,"chara_id1008.png",11,0,0,0,,4.5
40,"Boucles d'oreille de Magicien I",2,"Raccourcit le temps de récupération d'AP de 10 min. Période de validité de 30 jours.",1,63,1,106,0,"chara_id1009.png",11,0,0,0,,2
41,"Boucles d'oreille de Magicien II",3.5,"Raccourcit le temps de récupération d'AP de 15 min. Période de validité de 30 jours.",1,64,1,107,0,"chara_id1010.png",11,0,0,0,,3.5
42,"Boucles d'oreille de Magicien III",4.5,"Raccourcit le temps de récupération d'AP de 20 min. Période de validité de 30 jours.",1,65,1,108,0,"chara_id1011.png",11,0,0,0,,4.5
43,"Baguette de Chance I",2,"50% de bonus GEM. Période de validité de 30 jours.",1,66,1,109,0,"chara_id1012.png",11,0,0,0,,2
44,"Baguette de Chance II",3.5,"100% de bonus GEM. Période de validité de 30 jours.",1,67,1,110,0,"chara_id1013.png",11,0,0,0,,3.5
45,"Baguette de Chance III",4.5,"200% de bonus GEM. Période de validité de 30 jours.",1,68,1,111,0,"chara_id1014.png",11,0,0,0,,4.5
46,"Cache-oeil Noir",2,"Peut également être utilisé en tant que pansement !",1,79,1,200,0,"chara_id1015.png",11,0,0,0,,2
47,"Cheveux mi-longs (Brun)",2,"Coiffure enfantine",1,72,1,201,0,"chara_id1021.png",11,0,0,0,,2
48,"Cheveux mi-longs (Blanc)",2,"Coiffure enfantine",1,73,1,202,0,"chara_id1023.png",11,0,0,0,,2
49,"Couettes (Blond)",2,"Coiffure noble",1,75,1,203,0,"chara_id1030.png",11,0,0,0,,2
50,"Couettes (Marron)",2,"Coiffure noble",1,76,1,204,0,"chara_id1031.png",11,0,0,0,,2
51,"Ticket * 1",0,"for Administrator",0,9,1,0,0,"item_id003.png",11,0,0,0,,0
52,"Heath3 * 1",0,"for Administrator",0,6,1,0,0,"item_id003.png",11,0,0,0,,0
53,"Heath1 * 1",0,"for Administrator",0,5,1,0,0,"item_id003.png",11,0,0,0,,0
54,"Cheveux Longs (Or)",2,"Coiffure adulte",1,89,1,205,0,"chara_id1040.png",11,0,0,0,,2
55,"Cheveux Longs (Blanc)",2,"Coiffure adulte",1,90,1,206,0,"chara_id1043.png",11,0,0,0,,2
56,"Cheveux Longs (Noir)",2,"Coiffure adulte",1,91,1,207,0,"chara_id1047.png",11,0,0,0,,2
57,"Lunettes Bleues",1.5,"Lunettes pour améliorer la vue",1,92,1,208,0,"chara_id1017.png",11,0,0,0,,1.5
58,"Lunettes Rouges",1.5,"Lunettes pour améliorer la vue",1,93,1,209,0,"chara_id1018.png",11,0,0,0,,1.5
59,"Placard aux Mystères",3.5,"La limite d'équipement que votre Avatar peut porter augmente de +5",0,37,1,30,0,"item_id037.png",11,0,0,0,,3.5
60,"Culotte (Or)",2,"Cheveux soyeux",1,103,1,210,0,"chara_id1050.png",11,0,0,0,,2
61,"Culotte (Bleu)",2,"Cheveux soyeux",1,104,1,211,0,"chara_id1052.png",11,0,0,0,,2
62,"Culotte (Rouge)",2,"Cheveux soyeux",1,105,1,212,0,"chara_id1056.png",11,0,0,0,,2
63,"Feu Bleu Purificateur",10,"Réinitialisez le nombre de Duels de votre Avatar",0,40,1,32,0,"item_id040.png",11,0,0,0,,10
64,"Feu Rouge Purificateur",10,"Réinitialisez le nombre de BP de votre Avatar",0,41,1,33,0,"item_id041.png",11,0,0,0,,10
65,"Placard de Sorcière",5,"La limite d'équipement que votre Avatar peut porter augmente de +10",0,42,1,31,0,"item_id042.png",11,0,0,0,,5
66,"Raide (Bleu)",2,"Cheveux raides",1,115,1,213,0,"chara_id1062.png",11,0,0,0,,2
67,"Raide (Rose)",2,"Cheveux raides",1,116,1,214,0,"chara_id1063.png",11,0,0,0,,2
68,"Raide (Noir)",2,"Cheveux raides",1,117,1,215,0,"chara_id1067.png",11,0,0,0,,2
69,"Long (D'or)",2,"Cheveux longs",1,118,1,216,0,"chara_id1070.png",11,0,0,0,,2
70,"Long (Rouge)",2,"Cheveux longs",1,119,1,217,0,"chara_id1076.png",11,0,0,0,,2
71,"Long (Marron)",2,"Cheveux longs",1,120,1,218,0,"chara_id1078.png",11,0,0,0,,2
72,"Robe de Nouvel An (Green)",2,"Robe de Soirée (Nouvel An)",1,122,1,219,0,"chara_id2000.png",11,0,0,0,,2
73,"Robe de Nouvel An (Pourpre)",2,"Robe de Soirée (Nouvel An)",1,123,1,220,0,"chara_id2001.png",11,0,0,0,,2
74,"Milian",18,"Ancien membre manchot du Régiment, se déplace avec Rosso. ",4,241,1,4,0,"chara_id241.png",11,0,0,0,,18
75,"Permission de passage ExAnemonea 1 * 5",3.5,"Rechercher la région cachée d'ExAnemonea (0 heures)",0,47,5,27,0,"item_id047_5.png",11,0,0,0,,3.5
76,"Permission de passage ExAnemonea 2 * 5",4.5,"Rechercher la région cachée d'ExAnemonea (2 heures)",0,48,5,28,0,"item_id048_5.png",11,0,0,0,,4.5
77,"Permission de passage ExAnemonea 3 * 5",6.5,"Rechercher la région cachée d'ExAnemonea (3 jours)",0,49,5,29,0,"item_id049_5.png",11,0,0,0,,6.5
78,"Sceau d'Hadès",99999,"Objet bonus spécialisé",4,10011,1,99,0,"item_id003.png",11,0,0,0,,99999
79,"Sceau d'Hadès * 2",99999,"Objet bonus spécialisé",4,10011,2,99,0,"item_id003.png",11,0,0,0,,99999
80,"Menu Quête A",3.5,"Profitez bien le menu quête! Potion de socièrex2,   Grand Saut Temporelx3,   Elixirx2 ",0,3,2,80,1,"item_set_b000.png",11,81,0,0,,3.5
81,"Grand Saut Temporel * 3",99999,"Menu",0,12,3,99,0,"item_id012.png",11,82,0,0,,99999
82,"Elixir * 2",99999,"Menu",0,17,2,99,0,"item_id013.png",11,0,0,0,,99999
83,"Menu Quête B",6.5,"Profitez bien le menu quête!  Potion de socièrex2,   Grand Saut Temporelx3,  Elixirx2, Essence de Champignon Spéciale,   Petite Couronne (Verte)",0,3,2,81,1,"item_set_b001.png",11,155,0,0,,6.5
84,"Essence de Champignon Spéciale",99999,"Menu",0,12,3,99,0,"item_id012.png",11,86,0,0,,99999
85,"Petit Chapeau(Blanc)",99999,"Menu",1,199,1,99,0,"item_id003.png",11,0,0,0,,99999
86,"Compas du Diable *2",99999,"Menu",0,24,2,99,0,"item_id023.png",11,87,0,0,,99999
87,"Grand Saut Temporel *3",99999,"Menu",0,38,1,99,0,"item_id023.png",11,88,0,0,,99999
88,"Elixir *2",99999,"Menu",0,17,2,99,0,"item_id013.png",11,0,0,0,,99999
89,"Menu Duel A",3.5,"Profitez bien le menu duel ! Potion de socière,  Trèflex3,  Landes Brumeuses5x3",0,3,1,90,1,"item_set_a000.png",11,90,0,0,,3.5
90,"Trèfle * 3",99999,"Menu",0,4,3,99,0,"item_id004.png",11,91,0,0,,99999
91,"Landes Brumeuses 5 * 3",99999,"Menu",0,7,3,99,0,"item_id007.png",11,0,0,0,,99999
92,"Menu Duel B",6.5,"Profitez bien le menu duel !  Essence de Champignon Spéciale, Trèflex5, Landes Brumeuses5x3, Skip Starx3, Petite Couronne (Bleue)",0,4,5,91,1,"item_set_a001.png",11,154,0,0,,6.5
93,"Petit Chapeau(Noir)",99999,"Menu",1,198,1,31,0,"item_id004.png",11,0,0,0,,99999
94,"Landes Brumeuses 5 * 3",99999,"Menu",0,7,3,99,0,"item_id007.png",11,95,0,0,,99999
95,"Skip Star * 3",99999,"Menu",0,8,3,99,0,"item_id008.png",11,96,0,0,,99999
96,"Essence de Champignon Spéciale",99999,"Menu",0,38,1,99,0,"item_id023.png",11,0,0,0,,99999
97,"Permission de passage ExAngelLand1",4,"Rechercher la région cachée d' ExAngelLand (0 min)",0,66,5,5,1,"item_id066_5.png",11,0,0,0,,4
98,"Permission de passage ExAngelLand2",5,"Rechercher la région cachée d' ExAngelLand (2Heure)",0,67,5,6,1,"item_id067_5.png",11,0,0,0,,5
99,"Permission de passage ExAngelLand3",7,"Rechercher la région cachée d' ExAngelLand (3jour)",0,68,5,7,1,"item_id068_5.png",11,0,0,0,,7
100,"Menu Pont 1",10,"Vous pouvez obtenir le pont de Lv21et: Lv4 Evarist, Lv4 Grunwald, Lv4 Abel.",5,114060,1,0,1,"item_deck_a000.png",11,101,1,0,"item_c_k000.swf",10
101,"Lv4 Evarist",99999,"Menu",4,4,1,0,0,"chara_id241.png",11,102,0,0,,99999
102,"Lv4 Grunwald",99999,"Menu",4,24,1,0,0,"item_id003.png",11,103,0,0,,99999
103,"Lv4 Abel",99999,"Menu",4,34,1,0,0,"item_id003.png",11,0,0,0,,99999
104,"Menu Pont 2",30,"Vous pouvez obtenir le pont de Lv21et: Lv3 Jead, Lv3 kronig, Lv3 Redgrave, Carte Chance3x2, Spécial3x2,  Spécial2x6, Spécial 1 ・Bouclier1x6, Défense.",5,114060,1,0,1,"item_deck_a001.png",11,105,2,0,"item_c_k000.swf",30
105,"Lv3 Kronig",99999,"Menu",4,53,1,0,0,"chara_id241.png",11,106,0,0,,99999
106,"Spécial 2",99999,"Menu",2,28,1,0,0,"item_id003.png",11,107,0,0,,99999
107,"Spécial 2",99999,"Menu",2,28,1,0,0,"item_id003.png",11,108,0,0,,99999
108,"Spécial 2",99999,"Menu",2,28,1,0,0,"item_id003.png",11,109,0,0,,99999
109,"Spécial 2",99999,"Menu",2,28,1,0,0,"item_id003.png",11,110,0,0,,99999
110,"Spécial 2",99999,"Menu",2,28,1,0,0,"item_id003.png",11,111,0,0,,99999
111,"Spécial 2",99999,"Menu",2,28,1,0,0,"item_id003.png",11,112,0,0,,99999
112,"Lv3 Jead",99999,"Menu",4,63,1,0,0,"chara_id241.png",11,113,0,0,,99999
113,"Carte Chance 4",99999,"Menu",2,34,1,0,0,"item_id003.png",11,114,0,0,,99999
114,"Spécial 3",99999,"Menu",2,29,1,0,0,"item_id003.png",11,115,0,0,,99999
115,"Défense 3",99999,"Menu",2,19,1,0,0,"item_id003.png",11,116,0,0,,99999
116,"Spécial 1/Bouclier 1",99999,"Menu",2,56,1,0,0,"item_id003.png",11,117,0,0,,99999
117,"Spécial 1/Bouclier 1",99999,"Menu",2,56,1,0,0,"item_id003.png",11,118,0,0,,99999
118,"Spécial 1/Bouclier 1",99999,"Menu",2,56,1,0,0,"item_id003.png",11,119,0,0,,99999
119,"Lv3 Redgrave",99999,"Menu",4,223,1,0,0,"chara_id241.png",11,120,0,0,,99999
120,"Carte Chance 4",99999,"Menu",2,34,1,0,0,"item_id003.png",11,121,0,0,,99999
121,"Spécial 3",99999,"Menu",2,29,1,0,0,"item_id003.png",11,122,0,0,,99999
122,"Défense 3",99999,"Menu",2,19,1,0,0,"item_id003.png",11,123,0,0,,99999
123,"Spécial 1/Bouclier 1",99999,"Menu",2,56,1,0,0,"item_id003.png",11,124,0,0,,99999
124,"Spécial 1/Bouclier 1",99999,"Menu",2,56,1,0,0,"item_id003.png",11,125,0,0,,99999
125,"Spécial 1/Bouclier 1",99999,"Menu",2,56,1,0,0,"item_id003.png",11,0,0,0,,99999
126,"Menu Pont 3",60,"Vous pouvez obtenir le pont de Lv31et: Lv5 Jead, Lv5 Kronig, Lv5 Redgrave,  Carte Chance4,  Carte Chance3, Spécial3x4, Spécial2x6,  Spécial 1 ・Bouclier1x5.",5,551060,1,0,1,"item_deck_a002.png",11,127,3,0,"item_c_k000.swf",60
127,"Lv5 Kronig",99999,"Menu",4,55,1,0,0,"chara_id241.png",11,128,0,0,,99999
128,"Spécial 2",99999,"Menu",2,28,1,0,0,"item_id003.png",11,129,0,0,,99999
129,"Spécial 2",99999,"Menu",2,28,1,0,0,"item_id003.png",11,130,0,0,,99999
130,"Spécial 3",99999,"Menu",2,29,1,0,0,"item_id003.png",11,131,0,0,,99999
131,"Spécial 2",99999,"Menu",2,28,1,0,0,"item_id003.png",11,132,0,0,,99999
132,"Spécial 2",99999,"Menu",2,28,1,0,0,"item_id003.png",11,133,0,0,,99999
133,"Spécial 2",99999,"Menu",2,28,1,0,0,"item_id003.png",11,134,0,0,,99999
134,"Lv5 Jead",99999,"Menu",4,65,1,0,0,"chara_id241.png",11,135,0,0,,99999
135,"Carte Chance 4",99999,"Menu",2,35,1,0,0,"item_id003.png",11,136,0,0,,99999
136,"Spécial 3",99999,"Menu",2,29,1,0,0,"item_id003.png",11,137,0,0,,99999
137,"Mouvement 3",99999,"Menu",2,24,1,0,0,"item_id003.png",11,138,0,0,,99999
138,"Spécial 2",99999,"Menu",2,28,1,0,0,"item_id003.png",11,139,0,0,,99999
139,"Spécial 1/Bouclier 1",99999,"Menu",2,56,1,0,0,"item_id003.png",11,140,0,0,,99999
140,"Spécial 1/Bouclier 1",99999,"Menu",2,56,1,0,0,"item_id003.png",11,141,0,0,,99999
141,"Lv5 Redgrave",99999,"Menu",4,225,1,0,0,"chara_id241.png",11,142,0,0,,99999
142,"Carte Chance 3",99999,"Menu",2,34,1,0,0,"item_id003.png",11,143,0,0,,99999
143,"Spécial 3",99999,"Menu",2,29,1,0,0,"item_id003.png",11,144,0,0,,99999
144,"Spécial 3",99999,"Menu",2,29,1,0,0,"item_id003.png",11,145,0,0,,99999
145,"Spécial 1/Bouclier 1",99999,"Menu",2,56,1,0,0,"item_id003.png",11,146,0,0,,99999
146,"Spécial 1/Bouclier 1",99999,"Menu",2,56,1,0,0,"item_id003.png",11,147,0,0,,99999
147,"Spécial 1/Bouclier 1",99999,"Menu",2,56,1,0,0,"item_id003.png",11,0,0,0,,99999
148,"Pivoine de ornement de cheveux(Bleu)",99999,"Menu",1,202,1,99,0,"item_id013.png",11,0,0,0,,99999
149,"Pivoine de ornement de cheveux(Blanc)",99999,"Menu",1,203,1,31,0,"item_id004.png",11,0,0,0,,99999
150,"Robe longue en soie(Bleue)",2,"Robe fente profonde ",1,205,1,221,0,"chara_id2002.png",11,0,0,0,,2
151,"Robe longue en soie(Noire)",2,"Robe fente profonde ",1,206,1,222,0,"chara_id2003.png",11,0,0,0,,2
152,"Escarpins en soie(Bleu)",2,"Chaussure qui va bien avec la Robe ",1,208,1,223,0,"chara_id6000.png",11,0,0,0,,2
153,"Escarpins en soie(Noir)",2,"Chaussure qui va bien avec la Robe ",1,209,1,224,0,"chara_id6001.png",11,0,0,0,,2
154,"Petite Couronne (Bleue)",99999,"Menu",1,257,1,99,0,"item_id013.png",11,94,0,0,,99999
155,"Petite Couronne (Verte)",99999,"Menu",1,258,1,99,0,"item_id004.png",11,84,0,0,,99999
156,"Petite Couronne (Rouge)",2,"Couronne qui ne sont autorisés que noble.",1,256,1,225,0,"chara_id3005.png",11,0,0,0,,2
157,"Vêtement de Prince (Rouge)",2,"Vêtement Gracieux",1,259,1,226,0,"chara_id4000.png",11,0,0,0,,2
158,"Vêtement de Prince (Bleu)",2,"Vêtement Gracieux",1,260,1,227,0,"chara_id4001.png",11,0,0,0,,2
159,"Pantalon de Price (Rouge)",2,"Pantalon Gracieux",1,262,1,228,0,"chara_id5000.png",11,0,0,0,,2
160,"Pantalon de Price (Bleu)",2,"Pantalon Gracieux",1,263,1,229,0,"chara_id5001.png",11,0,0,0,,2
161,"épée de Prince",2,"épée qui ne sont autorisés que noble. Il n'y a pas d'effet spécial.",1,267,1,230,1,"chara_id1700.png",11,0,0,0,,2
162,"épée de Prince",2,"épée qui ne sont autorisés que noble. Il n'y a pas d'effet spécial.",1,268,1,231,1,"chara_id1702.png",11,0,0,0,,2
163,"Permission de passage ExEventLand 1",0.7,"Obtenir les Quêtes d'événement (0min). ",0,73,1,0,1,"item_id073_1.png",11,0,0,0,,0.7
164,"Permission de passage ExEventLand 1x5",3.5,"Obtenir les Quêtes d'événement (0min). ",0,73,5,1,1,"item_id073_5.png",11,0,0,0,,3.5
165,"Permission de passage ExEventLand 1x12",7,"Obtenir les Quêtes d'événement (0min). ",0,73,12,2,1,"item_id073_12.png",11,0,0,0,,7
166,"Permission de passage ExEventLand 2",0.9,"Obtenir les Quêtes d'événement (2heure). ",0,74,1,3,1,"item_id074_1.png",11,0,0,0,,0.9
167,"Permission de passage ExEventLand 2x5",4.5,"Obtenir les Quêtes d'événement (2heure). ",0,74,5,4,1,"item_id074_5.png",11,0,0,0,,4.5
168,"Permission de passage ExEventLand 2x12",9,"Obtenir les Quêtes d'événement (2heure). ",0,74,12,5,1,"item_id074_12.png",11,0,0,0,,9
169,"Permission de passage ExEventLand 3",1.3,"Obtenir les Quêtes d'événement (3jours). ",0,75,1,6,1,"item_id075_1.png",11,0,0,0,,1.3
170,"Permission de passage ExEventLand 3x5",6.5,"Obtenir les Quêtes d'événement (3jours). ",0,75,5,7,1,"item_id075_5.png",11,0,0,0,,6.5
171,"Permission de passage ExEventLand 3x12",13,"Obtenir les Quêtes d'événement (3jours). ",0,75,12,8,1,"item_id075_12.png",11,0,0,0,,13
172,"Première assistance 5 *2",99999,"for Administrator",0,15,2,99,0,"item_id003.png",11,0,0,0,,99999
173,"Robe Gothique",99999,"for Administrator",3,164,1,99,0,"item_id003.png",11,0,0,0,,99999
174,"Petite Couronne (Noir)",2,"Couronne qui ne sont autorisés que noble.",1,276,1,232,1,"chara_id3008.png",11,0,0,0,,2
175,"Fragment de Vie *1",1.5,"Piece of life filled with hope  *1",4,10009,1,6,0,"chara_id10009.png",11,0,0,0,,1.5
176,"Fragment de Vie *12",15,"Piece of life filled with hope  *12",4,10009,12,7,0,"chara_id10009_12.png",11,0,0,0,,15
177,"Fragment de Mort *1",2,"Piece of death filled with misery  *1",4,10010,1,8,0,"chara_id10010.png",11,0,0,0,,2
178,"Fragment de Mort *12",20,"Piece of death filled with misery  *12",4,10010,12,9,0,"chara_id10010_12.png",11,0,0,0,,20
179,"Citrouille d'Halloween",2,"Citrouille d'Halloween",1,100,1,0,1,"chara_id1079.png",11,0,0,0,,2
180,"Chapeau d'Halloween",2,"Chapeau d'Halloween",1,101,1,1,1,"chara_id3009.png",11,0,0,0,,2
181,"Cape d'Halloween",2,"Cape d'Halloween",1,102,1,2,1,"chara_id7000.png",11,0,0,0,,2
182,"Oeil Mouillés",2,"Oeil Mouillés",1,184,1,3,1,"chara_id1500.png",11,0,0,0,,2
183,"Boche bée",2,"Boche bée",1,185,1,4,1,"chara_id1600.png",11,0,0,0,,2
184,"Corne de Petit Diable",2,"Corne de Petit Diable",1,186,1,5,1,"chara_id3010.png",11,0,0,0,,2
185,"Tunique de Citrouille",2,"Tunique de Citrouille",1,187,1,6,1,"chara_id4002.png",11,0,0,0,,2
186,"Bottes de Citrouille",2,"Bottes de Citrouille",1,188,1,7,1,"chara_id6002.png",11,0,0,0,,2
187,"Foulard de Léon",2,"Foulard de Léon",1,189,1,0,1,"chara_id3012.png",11,0,0,0,,2
188,"Chapeau de Archibald",2,"Chapeau de Archibald",1,190,1,1,1,"chara_id3011.png",11,0,0,0,,2
189,"Ornement pour les cheveux de mariée (Cheveux Brun) ",2,"Ornement pour les cheveux de mariée (Cheveux Brun) ",1,318,1,0,1,"chara_id1080.png",11,0,0,0,,2
190,"Ornement pour les cheveux de mariée (Cheveux Bleu) ",2,"Ornement pour les cheveux de mariée (Cheveux Bleu) ",1,319,1,1,1,"chara_id1081.png",11,0,0,0,,2
191,"Chapeau de Soie de Melen",2,"Chapeau de Soie de Melen",1,150,1,0,1,"chara_id3013.png",11,0,0,0,,2
192,"Placard aux Mystères *1",99999,"for Administrator",0,37,1,0,0,"item_id003.png",11,193,0,0,,99999
193,"Sac de pierres précieuses bleu *1",99999,"for Administrator",0,55,1,0,0,"item_id003.png",11,194,0,0,,99999
194,"Permission de passage ExAngelLand1 *1",99999,"for Administrator",0,66,1,0,0,"item_id003.png",11,195,0,0,,99999
195,"Trèfle *1",99999,"for Administrator",0,4,1,0,0,"item_id003.png",11,196,0,0,,99999
196,"Première assistance 5 *1",99999,"for Administrator",0,15,1,0,0,"item_id003.png",11,0,0,0,,99999
197,"Détecteur de Vortex type α II",3.5,"Vous pouvez trover le vortex dans Raid.  Vous pouvez peut-être trouver le Boss de  Raid puissant(Max HP 5000) .",0,80,1,10,1,"item_id076_1.png",11,0,0,0,,3.5
198,"Détecteur de Vortex type α IIx12",30,"Vous pouvez trover le vortex dans Raid.  Vous pouvez peut-être trouver le Boss de  Raid puissant(Max HP 5000) .",0,80,12,11,1,"item_id076_10.png",11,0,0,0,,30
199,"Détecteur de Vortex type α III",30,"Vous pouvez trover le vortex dans Raid.  Vous pouvez peut-être trouver le Boss de  Raid extrêment puissant(Max HP 5000) .",0,81,1,12,1,"item_id077_1.png",11,79,0,0,,30
200,"Lunettes de Rosso",2,"Lunettes de Rosso",1,168,1,0,1,"chara_id3300.png",11,0,0,0,,2
201,"Balle Électromagnétique ",2,"Balle Électromagnétique ",1,364,1,1,1,"chara_id8006.png",11,0,0,0,,2
202,"Drone",2,"Drone",1,365,1,2,1,"chara_id8004.png",11,0,0,0,,2
203,"Détecteur de Vortex type α IV",30,"Vous pouvez trover le vortex pour se battre la Mort Rouge(Max HP 5000) dans Raid.",0,83,1,2,1,"item_id079_1.png",11,79,0,0,,30
204,"Détecteur de Vortex type α V",30,"Vous pouvez trover le vortex pour se battre la Mort Noire(Max HP 5000) dans Raid.",0,84,1,2,1,"item_id078_1.png",11,79,0,0,,30
205,"Courts (Argent)",2,"Courts (Argent)",1,371,1,233,1,"chara_id1115.png",11,0,0,0,,2
206,"Courts (Noirs)",2,"Courts (Noirs)",1,372,1,234,1,"chara_id1117.png",11,0,0,0,,2
207,"Courts (Bruns Foncé)",2,"Courts (Bruns Foncé)",1,373,1,235,1,"chara_id1118.png",11,0,0,0,,2
208,"Très Courts (Blancs) ",2,"Très Courts (Blancs) ",1,374,1,236,1,"chara_id1133.png",11,0,0,0,,2
209,"Très Courts (Noirs)",2,"Très Courts (Noirs)",1,376,1,237,1,"chara_id1137.png",11,0,0,0,,2
