"id","quest_map_id","name","caption","ap","kind","difficulty","rarity","story_no","quest_land_id_0_0","next_0_0","quest_land_id_0_1","next_0_1","quest_land_id_0_2","next_0_2","quest_land_id_1_0","next_1_0","quest_land_id_1_1","next_1_1","quest_land_id_1_2","next_1_2","quest_land_id_2_0","next_2_0","quest_land_id_2_1","next_2_1","quest_land_id_2_2","next_2_2","quest_land_id_3_0","next_3_0","quest_land_id_3_1","next_3_1","quest_land_id_3_2","next_3_2","quest_land_id_4_0","next_4_0","quest_land_id_4_1","next_4_1","quest_land_id_4_2","next_4_2"
13,4,"Homme provocant 1","Monstres qui attirent les passants dans la Forêt.",1,0,2,1,0,0,0,201,6,0,0,6,2,201,2,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,4,"Homme provocant 2","Monstres qui attirent les passants dans la Forêt.",1,0,2,1,0,0,0,204,3,0,0,0,0,307,2,10,2,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,"Homme provocant 3","Monstres qui attirent les passants dans la Forêt.",1,0,2,2,0,0,0,207,5,0,0,13,4,0,0,104,1,101,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0
16,4,"Chasseurs volants 1","Certains monstres ont la capacité de voler.",1,0,2,2,0,0,0,301,6,0,0,22,4,401,2,0,0,104,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,4,"Chasseurs volants 2","Certains monstres ont la capacité de voler.",1,0,2,2,0,0,0,304,6,0,0,1,4,404,2,0,0,107,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,4,"Chasseurs volants 3","Certains monstres ont la capacité de voler.",1,0,2,2,0,0,0,307,7,0,0,1,2,10,2,304,2,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,4,"Chasseurs d'Homme 1","Animaux mangeurs d'Homme.",1,0,2,2,0,0,0,401,2,0,0,0,0,501,2,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4,"Chasseurs d'Homme 2","Animaux mangeurs d'Homme.",1,0,2,3,0,0,0,404,7,0,0,201,4,2,2,204,2,210,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4,"Chasseurs d'Homme 3","Animaux mangeurs d'Homme.",1,0,2,3,0,0,0,401,5,0,0,207,2,0,0,6,2,0,0,5,5,0,0,401,0,0,0,310,0,0,0,0,0,0,0
22,4,"Bête errante 1","Bêtes sauvages qui gardent la Forêt Noire.",1,0,2,3,0,0,0,101,6,0,0,9,2,801,2,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4,"Bête errante 2","Bêtes sauvages qui gardent la Forêt Noire.",1,0,2,3,0,0,0,101,6,0,0,13,6,801,6,0,0,104,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,"Bête errante 3","Bêtes sauvages qui gardent la Forêt Noire.",1,0,2,3,0,0,0,101,3,0,0,0,0,801,3,801,3,0,0,804,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,"Parfum des fleurs 1","Monstres qui dévorent les passants qu'ils ont attirés avec leur Parfum enchanteur.",1,0,2,4,0,0,0,204,6,0,0,10,6,104,6,0,0,101,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,"Parfum des fleurs 2","Monstres qui dévorent les passants qu'ils ont attirés avec leur Parfum enchanteur.",1,0,2,4,0,0,0,207,5,0,0,1,2,0,0,107,2,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,"Parfum des fleurs 3","Monstres qui dévorent les passants qu'ils ont attirés avec leur Parfum enchanteur.",1,0,2,4,0,0,0,201,7,0,0,104,2,104,2,404,2,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,"Colonie d'êtres à moitié humains 1","Certains disent qu'au fond de la forêt existe une colonie d'êtres à moitié humains. ",1,0,2,4,0,0,0,801,7,0,0,1,2,104,2,204,1,0,0,5,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4,"Colonie d'êtres à moitié humains 2","Certains disent qu'au fond de la forêt existe une colonie d'êtres à moitié humains. ",1,0,2,4,0,0,0,807,3,0,0,0,0,104,6,401,6,5,4,103,4,0,0,104,0,0,0,0,0,0,0,0,0,0,0
30,4,"Colonie d'êtres à moitié humains 3","Certains disent qu'au fond de la forêt existe une colonie d'êtres à moitié humains. ",1,0,2,5,0,0,0,804,2,0,0,0,0,104,5,0,0,10001,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,"Marais Pourpre 1","Marais Pourpre où naissent les démons.",1,0,2,5,0,104,6,0,0,0,0,301,5,104,5,0,0,10011,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4,"Marais Pourpre 2","Marais Pourpre où naissent les démons.",1,0,2,5,0,0,0,10,5,0,0,304,4,0,0,104,1,10021,2,0,0,6,2,0,0,104,0,0,0,0,0,0,0,0,0
33,4,"Marais Pourpre 3","Marais Pourpre où naissent les démons.",1,0,2,5,0,0,0,0,0,301,3,0,0,104,3,307,3,0,0,10031,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,"Buissons au Trésor 1","Carte menant à un Trésor caché.",1,0,0,8,0,0,0,1,7,0,0,6,6,14,6,2,6,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,"Buissons au Trésor  2","Carte menant à un Trésor caché.",1,0,0,9,0,0,0,1,2,0,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,"Buissons au Trésor  3","Carte menant à un Trésor caché.",1,0,0,10,0,0,0,1,3,0,0,0,0,17,6,18,6,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4,"Souverain de la Forêt Noire 1","Défaites le souverain de la Forêt et ses serviteurs.",2,2,4,5,0,0,0,101,7,0,0,10001,4,6,2,104,1,104,2,304,2,201,2,0,0,1005,0,0,0,0,0,0,0,0,0
38,4,"Souverain de la Forêt Noire 2","Défaites le souverain de la Forêt et ses serviteurs.",2,2,4,6,0,0,0,201,7,0,0,10001,2,5,2,104,1,0,0,304,2,501,2,0,0,1008,0,0,0,0,0,0,0,0,0
39,4,"Souverain de la Forêt Noire 3","Défaites le souverain de la Forêt et ses serviteurs.",2,2,4,7,0,0,0,301,5,0,0,10001,2,0,0,104,2,0,0,404,2,0,0,0,0,1011,0,0,0,0,0,0,0,0,0
40,5,"Entrée de la Rue 1","Entrée de la rue qui ouvre sur le quartier.",1,0,2,1,0,0,0,101,2,0,0,0,0,101,2,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,5,"Entrée de la Rue 2","Entrée de la rue qui ouvre sur le quartier.",1,0,2,1,0,101,2,0,0,0,0,0,0,204,1,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0
42,5,"Entrée de la Rue 3","Entrée de la rue qui ouvre sur le quartier.",1,0,2,1,0,0,0,0,0,204,2,0,0,201,4,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5,"Rumeur 1","Des monstres effrayants errent sur cette route.",1,0,2,1,0,0,0,201,3,0,0,0,0,404,2,10,2,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,5,"Rumeur 2","Des monstres effrayants errent sur cette route.",1,0,2,1,0,0,0,201,6,0,0,301,2,401,2,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,5,"Rumeur 3","Des monstres effrayants errent sur cette route.",1,0,2,2,0,0,0,201,3,0,0,0,0,401,2,10,2,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5,"Roc massif 1","Roc énorme à l'entrée de la rue.",1,0,2,2,0,204,6,0,0,0,0,501,4,504,2,0,0,101,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,5,"Roc massif 2","Roc énorme à l'entrée de la rue.",1,0,2,2,0,0,0,0,0,304,3,0,0,401,2,301,1,0,0,407,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0
48,5,"Roc massif 3","Roc énorme à l'entrée de la rue.",1,0,2,2,0,0,0,204,5,0,0,304,4,0,0,501,1,101,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0
49,5,"Fin de la Route 1","Mais qu'y a-t-il à la fin de cette rue ?",1,0,2,2,0,0,0,301,5,0,0,407,2,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,5,"Fin de la Route 2","Mais qu'y a-t-il à la fin de cette rue ?",1,0,2,3,0,0,0,104,2,0,0,0,0,107,5,0,0,301,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
51,5,"Fin de la Route 3","Mais qu'y a-t-il à la fin de cette rue ?",1,0,2,3,0,0,0,10,5,0,0,301,2,0,0,201,2,0,0,204,5,0,0,8,0,0,0,16,0,0,0,0,0,0,0
52,5,"Phare délabré1","Ruines d'un phare à l'abandon.",1,0,2,3,0,0,0,2,5,0,0,501,2,0,0,204,2,0,0,404,2,0,0,0,0,207,0,0,0,0,0,0,0,0,0
53,5,"Phare délabré2","Ruines d'un phare à l'abandon.",1,0,2,3,0,0,0,404,3,0,0,0,0,401,2,201,2,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,5,"Phare délabré3","Ruines d'un phare à l'abandon.",1,0,2,3,0,0,0,401,6,0,0,201,2,3,2,0,0,0,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,5,"Champs de pénitence 1","On dit qu'il est impossible de s'échapper de ce pays montagneux.",1,0,2,4,0,801,6,0,0,0,0,401,2,304,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,5,"Champs de pénitence 2","On dit qu'il est impossible de s'échapper de ce pays montagneux.",1,0,2,4,0,0,0,0,0,804,3,0,0,501,2,401,2,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,5,"Champs de pénitence 3","On dit qu'il est impossible de s'échapper de ce pays montagneux.",1,0,2,4,0,0,0,11,5,0,0,204,4,0,0,507,1,504,2,0,0,301,2,0,0,210,0,0,0,0,0,0,0,0,0
58,5,"Marches de la Tempête 1","Certains disent que le paysage change à chaque souffle de vent.",1,0,2,4,0,0,0,701,5,0,0,19,2,0,0,301,2,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,5,"Marches de la Tempête 2","Certains disent que le paysage change à chaque souffle de vent.",1,0,2,4,0,501,5,0,0,0,0,801,2,0,0,1004,2,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,5,"Marches de la Tempête 3","Certains disent que le paysage change à chaque souffle de vent.",1,0,2,5,0,0,0,0,0,804,6,1001,4,10001,4,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,5,"Côteau du Briseur de Coeur 1","Ce côteau a été surnommé «briseur de coeur» car il est interminable et escarpé.",1,0,2,5,0,301,3,0,0,0,0,0,0,10011,1,801,1,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0
62,5,"Côteau du Briseur de Coeur 2","Ce côteau a été surnommé «briseur de coeur» car il est interminable et escarpé.",1,0,2,5,0,0,0,401,2,0,0,0,0,301,6,0,0,10021,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,5,"Côteau du Briseur de Coeur 3","Ce côteau a été surnommé «briseur de coeur» car il est interminable et escarpé.",1,0,2,5,0,0,0,401,2,0,0,0,0,401,3,0,0,0,0,10031,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0
64,5,"Minerai caché 1","Carte menant à un Trésor caché.",1,0,0,8,0,0,0,10,5,0,0,20,4,0,0,26,1,21,2,0,0,14,2,0,0,2,0,0,0,0,0,0,0,0,0
65,5,"Minerai caché 2","Carte menant à un Trésor caché.",1,0,0,9,0,0,0,11,5,0,0,20,4,0,0,26,1,22,2,0,0,14,2,0,0,2,0,0,0,0,0,0,0,0,0
66,5,"Minerai caché 3","Carte menant à un Trésor caché.",1,0,0,10,0,0,0,1,6,0,0,6,2,20,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,5,"Roi des Rues1","Roi Nain qui règne sur ces rues.",2,2,4,5,0,0,0,105,7,0,0,10011,4,101,1,110,1,104,2,0,0,102,2,0,0,106,0,0,0,0,0,0,0,0,0
68,5,"Roi des Rues 2","Roi Nain qui règne sur ces rues.",2,2,4,6,0,0,0,105,7,0,0,10011,4,110,4,111,1,107,2,0,0,108,2,0,0,109,0,0,0,0,0,0,0,0,0
69,5,"Roi des Rues 3","Roi Nain qui règne sur ces rues.",2,2,4,7,0,0,0,105,6,0,0,10011,4,101,4,0,0,105,2,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0
70,6,"La colline Hantée des Faubourgs 1","Des monstres sans nom vivent dans les recoins de cette colline.",2,0,2,1,0,0,0,1,7,0,0,302,2,10,2,1,2,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,6,"La colline Hantée des Faubourgs 2","Des monstres sans nom vivent dans les recoins de cette colline.",2,0,2,1,0,101,7,0,0,0,0,1,2,10,2,102,2,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,6,"La colline Hantée des Faubourgs 3","Des monstres sans nom vivent dans les recoins de cette colline.",2,0,2,1,0,0,0,10,7,0,0,502,4,501,2,301,1,201,2,1,2,407,2,0,0,311,0,0,0,0,0,0,0,0,0
73,6,"Monstre Immortel 1","Monstre qui ne cesse de revenir à la vie. ",2,0,2,1,0,0,0,101,7,0,0,202,2,201,2,304,2,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,6,"Monstre Immortel 2","Monstre qui ne cesse de revenir à la vie. ",2,0,2,1,0,0,0,0,0,102,7,302,2,308,2,2,2,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,6,"Monstre Immortel 3","Monstre qui ne cesse de revenir à la vie. ",2,0,2,2,0,102,7,0,0,0,0,301,2,10,2,201,2,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,6,"Chauves-souris planeuses 1","Chauves-souris vivant sur la collinne, attaquant les passants jour et nuit.",2,0,2,2,0,0,0,1,7,0,0,201,4,304,2,501,1,304,2,308,2,501,2,0,0,205,0,0,0,0,0,0,0,0,0
77,6,"Chauves-souris planeuses 2","Chauves-souris vivant sur la collinne, attaquant les passants jour et nuit.",2,0,2,2,0,0,0,4,7,0,0,204,4,301,2,304,1,301,2,304,2,301,2,0,0,208,0,0,0,0,0,0,0,0,0
78,6,"Chauves-souris planeuses 3","Chauves-souris vivant sur la collinne, attaquant les passants jour et nuit.",2,0,2,2,0,0,0,5,7,0,0,202,4,102,2,302,2,101,4,105,4,0,0,211,0,0,0,0,0,0,0,0,0,0,0
79,6,"Démon de la Colline 1","On dit que la présence de ce Démon empêche les Hommes de revenir vivre ici.",2,0,2,2,0,0,0,5,7,0,0,201,2,202,2,108,1,0,0,102,1,304,1,0,0,0,0,105,0,0,0,0,0,0,0
80,6,"Démon de la Colline 2","On dit que la présence de ce Démon empêche les Hommes de revenir vivre ici.",2,0,2,3,0,0,0,7,7,0,0,101,2,102,2,102,2,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,6,"Démon de la Colline 3","On dit que la présence de ce Démon empêche les Hommes de revenir vivre ici.",2,0,2,3,0,0,0,8,5,0,0,2,7,0,0,405,7,10,2,303,2,10,2,0,0,111,0,0,0,0,0,0,0,0,0
82,6,"Carte défraîchie 1","Carte détruite par des monstres.",2,0,2,3,0,0,0,305,7,0,0,211,2,501,2,401,2,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,6,"Carte défraîchie 2","Carte détruite par des monstres.",2,0,2,3,0,0,0,0,0,304,7,204,2,501,2,304,2,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,6,"Carte défraîchie 3","Carte détruite par des monstres.",2,0,2,3,0,0,0,10,7,0,0,402,5,304,5,205,5,101,2,0,0,201,2,0,0,805,0,0,0,0,0,0,0,0,0
85,6,"Observatoire 1","Haut plateau servant de poste d'observation.",2,0,2,4,0,0,0,1,5,0,0,102,6,0,0,201,1,205,2,402,2,401,2,0,0,802,0,0,0,0,0,0,0,0,0
86,6,"Observatoire 2","Haut plateau servant de poste d'observation.",2,0,2,4,0,0,0,2,5,0,0,102,4,0,0,202,3,105,2,10,2,5,2,0,0,801,0,0,0,0,0,0,0,0,0
87,6,"Observatoire 3","Haut plateau servant de poste d'observation.",2,0,2,4,0,0,0,5,5,0,0,102,7,0,0,202,7,102,2,1,2,102,2,0,0,811,0,0,0,0,0,0,0,0,0
88,6,"Champ aux cadavres 1","Site d'une ancienne bataille.",2,0,2,4,0,0,0,6,7,0,0,502,2,302,2,102,2,0,0,205,2,0,0,0,0,1201,0,0,0,0,0,0,0,0,0
89,6,"Champ aux cadavres 2","Site d'une ancienne bataille.",2,0,2,4,0,0,0,2,5,0,0,1201,4,0,0,502,2,10,4,105,4,0,0,1204,0,0,0,0,0,0,0,0,0,0,0
90,6,"Champ aux cadavres 3","Site d'une ancienne bataille.",2,0,2,5,0,0,0,1,5,0,0,802,3,0,0,302,3,0,0,10,1,10001,1,0,0,0,0,1210,0,0,0,0,0,0,0
91,6,"Sommet de la Colline 1","Colline que personne n'a réussi à escalader.",2,0,2,5,0,304,6,0,0,0,0,10011,2,302,2,0,0,0,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,6,"Sommet de la Colline 2","Colline que personne n'a réussi à escalader.",2,0,2,5,0,0,0,0,0,304,3,0,0,10021,2,102,2,0,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,6,"Sommet de la Colline 3","Colline que personne n'a réussi à escalader.",2,0,2,5,0,0,0,8,7,0,0,102,2,202,2,10031,2,0,0,102,4,0,0,1008,0,0,0,0,0,0,0,0,0,0,0
94,6,"Route d'Or 1","Carte menant à un Trésor caché.",2,0,0,8,0,0,0,10,7,0,0,2,2,2,2,4,2,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
95,6,"Route d'Or 2","Carte menant à un Trésor caché.",2,0,0,9,0,0,0,10,7,0,0,3,4,7,1,6,1,14,2,0,0,11,2,0,0,14,0,0,0,0,0,0,0,0,0
96,6,"Route d'Or 3","Carte menant à un Trésor caché.",2,0,0,10,0,0,0,10,7,0,0,4,4,8,1,7,1,15,2,0,0,12,2,0,0,15,0,0,0,0,0,0,0,0,0
97,6,"Nom secret de la Colline Hantée 1","Lorsque le nom de cette colline sera révélé, les portes du Prochain Monde s'ouvriront.",3,2,5,5,0,0,0,1,7,0,0,501,5,302,5,10021,5,502,7,0,0,202,7,202,2,102,2,301,2,0,0,806,0,0,0
98,6,"Nom secret de la Colline Hantée 2","Lorsque le nom de cette colline sera révélé, les portes du Prochain Monde s'ouvriront.",3,2,5,6,0,0,0,2,7,0,0,502,4,1002,3,10021,3,802,2,202,2,1001,2,0,0,809,0,0,0,0,0,0,0,0,0
99,6,"Nom secret de la Colline Hantée 3","Lorsque le nom de cette colline sera révélé, les portes du Prochain Monde s'ouvriront.",3,2,5,7,0,0,0,3,7,0,0,502,6,1002,6,10021,1,501,2,302,2,802,2,0,0,812,0,0,0,0,0,0,0,0,0
100,7,"Monastère terrifiant 1","Voici le seul monastère qui ait jamais existé en ces terres.",2,0,3,1,0,0,0,601,2,0,0,0,0,601,2,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,7,"Monastère terrifiant 2","Voici le seul monastère qui ait jamais existé en ces terres.",2,0,3,1,0,0,0,601,2,0,0,0,0,302,2,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,7,"Monastère terrifiant 3","Voici le seul monastère qui ait jamais existé en ces terres.",2,0,3,1,0,0,0,901,1,0,0,0,0,0,0,304,1,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0
103,7,"Feufollets 1","Esprits perdus devenus monstres.",2,0,3,1,0,0,0,201,6,0,0,201,2,201,2,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,7,"Feufollets 2","Esprits perdus devenus monstres.",2,0,3,1,0,0,0,901,3,0,0,0,0,307,2,210,2,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,7,"Feufollets 3","Esprits perdus devenus monstres.",2,0,2,2,0,0,0,302,5,0,0,204,4,0,0,202,1,202,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0
106,7,"Portes du Monastère 1","Gardiens du monastère.",2,0,3,2,0,0,0,502,6,0,0,201,4,505,2,0,0,204,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,7,"Portes du Monastère 2","Gardiens du monastère.",2,0,3,2,0,0,0,304,6,0,0,204,4,402,2,0,0,505,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,7,"Portes du Monastère 3","Gardiens du monastère.",2,0,3,2,0,0,0,302,7,0,0,205,2,901,2,304,2,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,7,"Confessionnal en ruines 1","Confessionnal détruit par des malfrats.",2,0,3,2,0,0,0,401,2,0,0,0,0,501,2,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,7,"Confessionnal en ruines 2","Confessionnal détruit par des malfrats.",2,0,3,3,0,0,0,502,7,0,0,304,4,601,2,204,2,210,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,7,"Confessionnal en ruines 3","Confessionnal détruit par des malfrats.",2,0,3,3,0,0,0,1101,5,0,0,207,2,0,0,402,2,0,0,302,5,0,0,508,0,0,0,105,0,0,0,0,0,0,0
112,7,"Monstres désireux d'être purifiés 1","Lieu où les monstres des esprits perdus errent.",2,0,3,3,0,0,0,901,6,0,0,601,2,801,2,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,7,"Monstres désireux d'être purifiés 2","Lieu où les monstres des esprits perdus errent.",2,0,3,3,0,0,0,302,6,0,0,901,6,901,6,0,0,201,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,7,"Monstres désireux d'être purifiés 3","Lieu où les monstres des esprits perdus errent.",2,0,3,3,0,0,0,901,3,0,0,0,0,801,3,801,3,0,0,205,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0
115,7,"Chemin menant à l'Annexe 1","Les monstres possèdent une deuxième maison.",2,0,3,4,0,0,0,204,6,0,0,901,6,104,6,0,0,302,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,7,"Chemin menant à l'Annexe 2","Les monstres possèdent une deuxième maison.",2,0,3,4,0,0,0,901,5,0,0,1101,2,0,0,107,2,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,7,"Chemin menant à l'Annexe 3","Les monstres possèdent une deuxième maison.",2,0,3,4,0,0,0,1101,7,0,0,302,2,302,2,404,2,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,7,"Lumière réflectrice  1","Lieu où se sont éparpillés les morceaux de vitraux fracassés.",2,0,3,4,0,0,0,302,7,0,0,601,2,505,2,204,1,0,0,204,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0
119,7,"Lumière réflectrice  2","Lieu où se sont éparpillés les morceaux de vitraux fracassés.",2,0,3,4,0,0,0,807,3,0,0,0,0,302,6,401,6,601,4,301,4,0,0,302,0,0,0,0,0,0,0,0,0,0,0
120,7,"Lumière réflectrice  3","Lieu où se sont éparpillés les morceaux de vitraux fracassés.",2,0,3,4,0,0,0,804,2,0,0,0,0,302,5,0,0,10031,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0
121,7,"Site mystérieux 1","Ici furent menées des expériences sur des monstres.",2,0,3,5,0,1101,6,0,0,0,0,301,5,505,5,0,0,10041,0,0,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0
122,7,"Site mystérieux 2","Ici furent menées des expériences sur des monstres.",2,0,3,5,0,0,0,302,5,0,0,304,4,0,0,104,1,10051,2,0,0,202,2,0,0,1101,0,0,0,0,0,0,0,0,0
