"id","content"
158,"不需要害怕喔，反正總有一天都會死的"
159,"需要刺激嗎？不管多少我都可以給你哦"
160,"來，放輕鬆。是結束的時候囉"
161,"所做的事一定會有所報應，不論正邪"
162,"我是為了使命而戰。你呢？"
163,"沒有時間了，請不要妨礙我"
164,"被奪走的東西，一定要討回來"
165,"我還有，需要守護的未來"
166,"我不會手下留情的，做好覺悟吧"
167,"仁慈有時也會造成仇恨"
168,"成為我劍上的鏽斑吧"
169,"我要死的地方……不是這裡"
170,"就讓你看看比死還要更深的黑暗吧"
171,"就讓我來當你的對手吧，放馬過來"
172,"那麼，就讓我好好享受一下吧"
173,"被砍到可是會痛的喔，而且還會死人的"
174,"也是有無法逃避的戰鬥在啊"
175,"在這裡我不管說什麼，都還是得戰鬥吧"
176,"那麼，就希望會是場有用的實驗了"
177,"做些有趣的事讓我看看吧"
178,"世界的秘密，你了解到什麼程度呢？"
179,"真是浪費時間，讓我盡速收拾你吧"
180,"也就是說，沒有無法顛覆的命運"
181,"來吧，和我一起玩吧"
182,"黑暗會奪走一切，所以……"
183,"只要持續戰鬥下去就可以了是吧"
184,"只要結束一切，就不會再痛苦了嗎？"
185,"你知道真正的黑暗嗎？我知道……"
186,"若是敢妨礙我的話，絕對不會放過你的！"
187,"我才不會放棄……在這種地方！"
188,"我有必須要去做的事！"
189,"不要看我是個孩子，就小看我！"
190,"我必須戰鬥！"
191,"冰冷又甜美的死亡氣味。你也喜歡的吧？"
192,"你也要讓我欣賞死亡對吧？"
193,"死了後成為我的僕人吧！"
194,"呵呵呵，有死亡的味道"
195,"明明大家都死一死就好了……"
196,"我可是很忙的呢。沒時間跟雜碎鬼混啊"
197,"似乎會是場有趣的戰鬥呢"
198,"妨礙我的研究了，快給我滾"
199,"偶爾動一下身體也不錯"
200,"研究總是會帶有犧牲的，快給我去死吧！"
201,"狀況確認。開始排除敵人"
202,"賭上奧羅爾隊的名譽，這場勝負我拿下了"
203,"為了王國的正義，我將持續奮戰"
204,"誰都不能玷汙王國的驕傲！"
205,"為了守護名譽，我隨時可以犧牲生命"
206,"手裡會來什麼牌靠的是運氣，但是選擇如何出牌是靠個人意識"
207,"需要幫你做個遊戲教學嗎？"
208,"運氣也是有其走向。還請努力掌握"
209,"遊戲裡也許有分幸運或不幸，但是最終收支都將會平衡"
210,"即便有無限的選擇，但你能選擇的未來永遠只有一個"
211,"無能的傢伙真的很令人不悅"
212,"你這骯髒的野蠻人，從我面前消失吧"
213,"看來你很想被我的鋼絲碎屍萬段的樣子"
214,"能統治世界的只有蕾格烈芙大人"
215,"我這邊的準備已經完成"
216,"吾監視整個世界，絕不放過任何人"
217,"對人類來說那是過剩的力量，吾將負起責任鏟除"
218,"沒想到以這種程度的力量，就敢向吾刀刃相向"
219,"讓開，無知的人類"
220,"吾的使命是守護這個世界，不會讓人妨礙吾的"
221,"這個火焰將會燒盡一切。所有的一切"
222,"能是場不相上下的對戰就好了"
223,"我將一切都燒成灰燼了，做好覺悟吧！"
224,"受我灼熱的火燄焚燒，好好後悔吧"
225,"我要在這個世界獲得自由，不會讓你妨礙我的"
226,"虛無支配了一切。你就成為那個祭品吧！"
227,"在這個力量之前，一切都是無力的"
228,"我會讓你後悔遇到我"
229,"就算要與世界為敵，我也有必須要做的事"
230,"我會戰鬥到最後一刻，不管在哪裡"
231,"你是為了什麼而戰？世界？還是自己？"
232,"人類模仿機械，而機械也模仿人類"
233,"看來可以在這個世界獲得有趣的經驗"
234,"為了創造而破壞，那也是必要的"
235,"我想起所有的事了，一切的一切！"
236,"我有必須守護的東西！"
237,"魯比歐那王國的奧羅爾隊，佛羅倫斯上陣！"
238,"就讓你看看裝甲獵兵的力量吧"
239,"了解，殲滅敵人"
240,"我才不害怕死亡"
241,"就讓你見識一下神獸的力量吧"
242,"我的神獸是絕對不會輸的！"
243,"我會用我的力量來保護大家的！"
244,"讓開，其實我不想傷害任何人！"
245,"希爾夫，不用手下留情！"
246,"畢竟，能一決生死的是覺悟"
247,"既然被你看到我的樣子，就不能讓你活下去"
248,"光與影是共存的"
249,"你是無法看清我的招數的"
250,"不能就這樣當支配者們的棋子就結束"
251,"哎呀呀，這下事情麻煩了"
252,"不好意思，你能不能找別人？"
253,"唉呀呀，我選錯了委託人了"
254,"雖然我不擅長動粗，不過也沒辦法了"
255,"做到這個地步的話，我得加收額外費用了"
256,"當星辰正位之時，我等的正確性也將被証明"
257,"正因為是璀燦的帝國才能支配一切"
258,"我們的痛苦就是世界的痛苦，我們需要治癒啊"
259,"就是因為有希望人們才會痛苦。只要全部都放棄就好了"
260,"沒有使命之人，就在這裡腐朽吧"
261,"看來今晚的秀應該會很有趣"
262,"正因為花的生命短暫，所以才顯得美麗"
263,"那麼，這場戰鬥會是有意義的嗎？"
264,"這也是命運的安排。讓我們享受這遊戲吧"
265,"花香令人心曠神怡，希望你也能享受到"
266,"年輕人，撤退也是一種勇氣"
267,"看來你無論如何都想要被砍了"
268,"想嘗嘗老朽這劍的威力嗎？"
269,"就讓你見識一下，我畢生所磨練而出的秘劍吧"
270,"我不會就這樣平白死去，我可是要守護未來的"
271,"想要打敗我嗎?艾依查庫"
272,"雖然我們也曾經同甘共苦過，不過那都已經是過去的事了。"
273,"時間是會流逝的，不管在哪裡。"
274,"與你的恩怨，就在此做個了結吧。"
275,"我沒有想到會在這裡遇到您。"
276,"弗雷特里西，這次可不會再像以前一樣了。"
277,"看來那個時候就該將妳處理掉的。"
278,"看來，我們都變了。"
279,"守護者，就讓我見識一下你的實力吧。"
280,"艾伯，來比一場吧。"
281,"古魯瓦爾多，你被死亡纏身了嗎？"
282,"我跟你還真是孽緣啊。"
283,"你那悠哉的樣子，還真是一點兒都沒變啊。"
284,"你的子彈，我就躲開給你看。"
285,"似乎還欠你一筆對吧,那就讓我好好的來償還。"
286,"布列依斯，看我宰了你！"
287,"伯恩哈德，我可比以前更強了。"
288,"讓你見識一下，由你所訓練出來的實力吧。"
289,"遇到麻煩的女人了。"
290,"我還真沒想過會像這樣與你戰鬥。"
291,"真有趣，早就想跟你打一場了。"
292,"懷念之類的感情，對我來說是不需要的。"
293,"比起現世，我更喜歡這個地方。"
294,"……我們在哪裡見過嗎？"
295,"就被死亡纏身這一點來看，你跟我很像呢。"
296,"戰鬥能找到的結局，就只有死亡而已。"
297,"帶來死亡之女…就由我來解決妳吧。"
298,"結果我們最後都是被死亡纏身了啊……"
299,"來吧，艾伯李斯特。"
300,"你一點都沒變呢。來一場久違的勝負吧。"
301,"究竟是誰比較強，來一較高下吧。"
302,"利恩，來切磋一下吧。"
303,"傑多，真沒想到會在這裡遇到你。"
304,"比起你的槍，我的劍更快。"
305,"布列依斯，我可不是會被你殺的料啊。"
306,"就算是你，我也不會輸的。"
307,"就用你來試試我的力量吧。"
308,"就讓我來看穿你那個招數吧！"
309,"這麼久不見，沒想到會是以這種方式再會啊。"
310,"你這傢伙還是跟以前一樣單細胞啊。"
311,"古魯瓦爾多，你給我清醒點。"
312,"阿貝爾，我好想你啊。"
313,"在一決勝負之前我們之間應該有話要說吧？"
314,"布列依斯，你的劍被詛咒了。"
315,"像你這樣的男人也會有昏頭的時候啊。"
316,"……教官，我會全力上的！"
317,"讓人不舒服的女人……"
318,"背叛的代價，給我償還吧。"
319,"又是你啊，給我適可而止吧。"
320,"真沒想到你會背叛啊。"
321,"我該怎麼辦才好……"
322,"阿貝爾，結束是必要的對吧？"
323,"我不需要任何人的幫助！"
324,"不管多少次我都會讓妳看到終點的！"
325,"我要把你們全部打飛！"
326,"不管挑戰我多少次，都是沒有用的！"
327,"我還沒有老到會輸給你們。"
328,"利恩，不要太激動。那是你的壞習慣。"
329,"傑多，沒有想到會要跟你戰鬥啊。"
330,"看在過去的情分上，就讓你先出招吧。"
331,"你這一切的元凶，就讓我來解決你吧。"
332,"羅索，放棄無謂的掙扎吧。"
333,"米利安，當初欠我的該還了。"
334,"小姐，抱歉了，不能讓妳妨礙我"
335,"……"
336,"一切的一切，都會在這裡結束吧？"
337,"你始終都是個頑強的男人啊。"
338,"古魯瓦爾多，我真是為你感到可憐。"
339,"你的那些招數我全都封給你看。"
340,"你的劍對我來說是沒有的。"
341,"你的槍法，看來是沒有退步呢。"
342,"差不多是時候讓這場鬧劇落幕了。"
343,"沒想到竟然得跟你拼命啊。"
344,"不祥的女人，從我眼前消失吧。"
345,"我將捨去過去的一切！"
346,"你的味道…似曾相識…"
347,"真是礙眼的女人！給我消失吧！"
348,"感覺真討厭的女人。"
349,"博士，沒想到還能再遇見你…"
350,"啊，你好……"
351,"明明就沒有戰鬥的理由……"
352,"是史普拉多嗎？　真的是你嗎？"
353,"就是你吧，欺騙了大家的人……"
354,"艾伯李斯特，這裡可不是世界的盡頭。"
355,"艾依查庫，越過了死線後你得到了什麼？"
356,"你是無法打倒我的。"
357,"與你的戰鬥，正如我願。"
358,"弗雷特里西，拔劍一決勝負吧！"
359,"也就是說我和你有必須戰鬥的命運。"
360,"就讓我看看你的力量吧。"
361,"出賣夥伴後，你得到了什麼？"
362,"我還沒退步到會輸給你。"
363,"好久不見啦。有沒有變強啊？"
364,"我其實不想跟你交手的。"
365,"好久不見啦。有沒有變強啊？"
366,"唉呀，這可真棘手……"
367,"伯恩哈德，不用手下留情。"
368,"羅索，欠我的就請你還來吧！"
369,"那個傳說的技巧，就讓我見識一下吧。"
370,"這次可讓我們堂堂正正的打一場吧。"
371,"讓我見識一下你的力量吧。"
372,"總算找到了……就讓我看看你真正的力量吧。"
373,"出現這麼多次，你還真是個難纏的男人。"
374,"要和我打嗎？可不是玩玩就沒事了喔。"
375,"測試看看你的實力也好。"
376,"明明只是個木偶竟敢妨礙我！"
377,"哎呀，好久不見。…看我打爆你！"
378,"像你這樣的男人很煩耶！"
379,"……我要妳把我的一切還來！"
380,"我是不會原諒你的。"
381,"找你好久了…姊姊！"
382,"不要再讓大家痛苦了！"
383,"我可是不輸艾妲的強。"
384,"保留"
385,"抱歉，現在請不要防礙我！"
386,"只有你，是不能原諒的……"
387,"不管怎麼樣，都必須要戰鬥嗎？"
388,"這次就讓我確實的殺死你吧。"
389,"膽敢反抗我的話，就讓你回到冰冷的土裡去喔。"
390,"這種感覺是什麼……"
391,"除了人類以外竟然還有想死的東西在呢。"
392,"膽敢反抗我的話，就讓你回到冰冷的土裡去喔。"
393,"真是個可愛的少爺呢。我會溫柔的殺死你的。"
394,"不管幾次我都可以殺死你的喔。"
395,"我已經不會再聽妳的命令了。"
396,"將我重要的船給擊沉的就是你的武器吧。以死謝罪吧。"
397,"保留"
398,"我人可沒好到會被無聊的過去給纏住喔。"
399,"讓我看看你所謂的真正力量吧。快啊！"
400,"我就認同你那頑強吧。"
401,"我沒那閒工夫理你。"
402,"你那個力量，我稍微有點興趣呢。"
403,"只是個測試，用不著客氣。"
404,"就讓我見識你的劍技吧。"
405,"妳就是史普拉多在找的……"
406,"用不著遲疑，來吧。"
407,"你那邪惡的力量，我會將它封印的。"
408,"沒有想到還會再見面呢，佛羅倫斯。"
409,"帕茉是對手的話，可就無法手下留情了。"
410,"阿修羅，我不會同情你的。"
411,"大公，就讓我做您的對手吧。"
412,"機械也有機械的遊戲規則。"
413,"哎呀哎呀，可真是好久不見了。"
414,"布朗寧，你過得還好嗎？"
415,"那麼，讓我們開始遊戲吧。"
416,"保留"
417,"我對復仇沒有興趣。但是，必須做個了斷。"
418,"怎麼了，又是老樣子的發作嗎？"
419,"就讓我給予你符合背叛者的慘死方式吧。"
420,"外表看起來是美麗的人偶，但臟腑又是如何呢。"
421,"蕾格烈芙大人，雖然有點失禮但請與我較量一下。"
422,"博士，工作已經完成了嗎？"
423,"作為審判官來說，你做得相當不錯。"
424,"你這傢伙的身體也是作的相當不錯呢。"
425,"受混沌之魔纏身的愚者啊，給吾明白你自己的身分。"
426,"以前受妳照顧了，讓吾來給妳獎勵吧。"
427,"你的力量，引起了世界的混亂。"
428,"較量啊，也沒什麼不好的。"
429,"到了非做個了斷不可的時候了嗎。"
430,"還真是個無可救藥的傢伙。就在此做個了結吧"
431,"你竟然要跟我戰鬥？阿奇波爾多，你還真是變的了不起了啊。"
432,"就讓我看看你的實力吧。"
433,"不用打招呼了。放馬過來吧。"
434,"不用打招呼了。放馬過來吧。"
435,"這還真是令人懷念的臉孔啊。有趣。"
436,"只要讓一切都結束，就會有新的展開。不會讓你妨礙我的。"
437,"我想讓你也看到我所親眼目睹過的那些事。"
438,"就讓我來將這迷途之魂引向淨土吧。"
439,"你的力量，就讓我測試看看吧！"
440,"我沒空理會你的胡鬧。"
441,"這情況，看起來不是很好"
442,"抱歉，現在沒有那個空閒為過去不義之事道歉。"
443,"看來是因為承載了太多機能，使人格出了問題的樣子。"
444,"算計多妮妲的人，就是你嗎？"
445,"對我而言這個世界的秘密就在於“存在”之中。"
446,"妳那受詛咒的力量，讓我來封印它吧！"
447,"隊長，還請您讓開吧"
448,"你就是帕茉吧。我聽過妳的事。"
449,"阿修羅，你竟敢算計我啊。"
450,"不勝惶恐，就讓我做您的對手。"
451,"妳，莫非就是那個叫做艾茵的孩子？"
452,"讓開，史普拉多，我並不想和你戰鬥"
453,"你傷害了大家……不可原諒！"
454,"這正是與機械兵測試力量的好機會呢。"
455,"只有你，是不能原諒的……"
456,"魯卡大人……為什麼非要戰鬥不可呢！？"
457,"就讓我見識一下，你那過去曾被譽為王國第一的劍術奧義吧。"
458,"我可沒空理會小鬼。"
459,"不祥的薔薇。就在這裡做個了斷吧。"
460,"真是難纏的女人，就讓我親手了結妳吧！"
461,"我的本意，妳豈會懂。"
462,"恐懼是必須要克服的"
463,"就讓我們來看看究竟誰的技術比較高超吧。"
464,"你，好像在什麼地方……"
465,"能遇到認識的人還真是高興呢。來到這裡之後就一直只有我一個人。"
466,"唉呀，真是懷念啊。"
467,"如果是效命於帝國之者，聽從於我們才是該有的禮儀。"
468,"我們已經克服了哀傷。"
469,"沒有遺志的力量……根本毫無價值。"
470,"你跟我等其實並無大差。只是……"
471,"你認為能從我瑪爾瑟斯的手中逃走嗎？"
472,"美麗的花朵總有一天也會……"
473,"梅倫……必須要跟你戰鬥真是讓我難過。"
474,"你好啊。"
475,"偵探先生，要不要來幾鞭呀？"
476,"就讓我來試試看，你我的劍技誰比較高吧。"
477,"史普拉多，放下你的劍。我不想跟你戰鬥。"
478,"我將代表王國，殺了你……"
479,"艾妲，不管怎麼樣都要跟我戰鬥嗎？"
480,"沒想到，我們會有兵戎相見的一天啊。"
481,"王國人民之間互相戰鬥有什麼好處？"
482,"帕茉……對不起。"
483,"阿修羅，只有你我絕對不會原諒的！"
484,"我們之間的戰鬥還沒有結束。"
485,"全~部都是鬧劇呢。　不過只要開心就好了。"
486,"啊哈哈哈，你是在認真什麼啊?"
487,"想跟我一起死死看嗎？"
488,"喂，我想死，所以殺我看看嘛。"
489,"結束了結束了。全~部都結束了。"
490,"你真是可愛到我想殺死你耶。"
491,"呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼"
492,"啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈"
493,"在我的身邊永遠有正義。"
494,"我是不可能放過壞人的。"
495,"我擁有一切，所以我要貫徹自己的責任。"
496,"我的存在是為了矯正錯誤。"
497,"我會用勝利來向你證明我的正確。"
498,"雖然你不是可以信賴的類型，但我認同你的力量。"
499,"我真的覺得你是個最棒的瘋子耶。"
500,"我，那個……咦，為什麼會在這裡…"
501,"那個，對不起。戰鬥不是我擅長的……"
502,"我沒聽說過會這樣的啊……"
503,"不管了，死馬當活馬醫啦！"
504,"我的科學力是無敵的！……啊，我果然還是不適合說這種話。"
505,"艾，艾茵？　等等，不要連妳也這樣！"
506,"啊，抱歉。我馬上就離開。"
507,"把我卷入這種事，還真是謝謝妳啊！"
508,"怎麼，妳還在啊。　機會難得，好好享受如何？"
509,"就讓我來收拾乾淨吧。"
510,"我沒事找你這嘍囉。"
511,"對話一點意義都沒有，去死吧。"
512,"在這腐爛的世界，這種作法是最好的。"
513,"你就死在我面前讓我看看吧。"
514,"你不管到哪裡都是礙事的小鬼啊。"
515,"怪物的真實身分竟然是像你這樣的小孩。"
516,"對你我可不會手下留情的！"
517,"我不需要更多的惡運了。"
518,"這西裝真不錯，挺適合你的。"
519,"花，死，蘋果…"
520,"這個旋律，是從哪裡傳來的？"
521,"啊啊，又是那個惡魔的聲音！　到底要逼我到什麼地步？"
522,"好痛……。　拜託，誰來救救我。"
523,"好痛，好痛，好痛，好痛…"
524,"真難受，好想吐…"
525,"伊芙琳冷靜一點。　不要緊的有我在。"
526,"不要管我……已經夠了。"
527,"能像這樣當您的對手真是光榮。"
528,"人生實在是太短了，您不覺得嗎？"
529,"還請手下留情。"
530,"世界就是因為虛幻所以才這麼美麗的吧。"
531,"那麼，結束的時間到了。"
532,"對你，不得不好好為了之前的事好好謝謝你。"
533,"當你想起所有事情的時候，聖女大人她……"
534,"就讓你聽聽，生與死之間的旋律吧。"
535,"智者演奏，愚者傾聽。那就是我們之間的關係。"
536,"甜美的復仇音色，不管幾次都讓你聽。"
537,"所謂的復仇就像是反復的旋律一般。"
538,"就如同樂曲都會完結，所有的生命也都有結束的一天。"
539,"就讓你聽聽我這把札吉的音色吧。"
540,"您哪裡不舒服嗎？"
541,"那麼，就開始治療吧。"
542,"打針不會痛的哦。"
543,"如果沒有哪裡不舒服的話，請您離開好嗎？"
544,"嗚嗚，好奇怪的感覺。又聽到那個聲音了啦。"
545,"我不是妳的媽媽！"
546,"耶！是媽媽耶！一起玩嘛！"
547,"我想起來了。妳是……"
548,"誰都無法違背神的旨意。"
549,"我們是為了神所期望的世界而戰。"
550,"個人意志什麼的都是幻覺，一切都是命中所定。"
551,"我的意志就是神的旨意。"
552,"未來是由神所創造的。"
553,"讓我見識一下你的力量吧。"
554,"我將賜予你特別的神罰。"
555,"戰爭，需要鮮血……"
556,"都是你害的！　所以大家才會受這麼多苦！"
557,"你能陪我玩玩嗎？"
558,"好好享受吧，人生可是很短的。"
559,"我想你應該不討厭快樂的事吧？"
560,"我是為了快樂而活的，你應該也是吧？"
561,"不管在哪裡結束都沒差，只要好好享受當下的話。"
562,"我沒有辦法過著，懷念過去日子的生活。"
563,"碧姬媞，我來迎接妳了。"
564,"沒想到會在這種地方相遇，簡直就是像是命中注定呢。"
565,"美麗有著至高無上的價值。"
566,"美麗是優於死亡的。"
567,"這個世界的美都是為了我而存在的。"
568,"別想惹怒我，你們這些醜陋的傢伙。"
569,"美麗即是調和，也就是強者的倫理。"
570,"這不是碧姬媞大人嗎，您還是一樣地美麗。"
571,"庫恩，別忘了你的本分。"
572,"過往的日子就如同泡沫幻影一般破滅……"
573,"我聽到了某人的聲音……是真的……"
574,"在沒有痛苦也沒有悲傷的世界之中，人生還會有色彩嗎？"
575,"你覺得只在要這裡等著的話，就會有什麼改變嗎？"
576,"只要一到了冬天，所有的花都會枯萎……"
577,"哪個……"
578,"啊…"
579,"老師……"
580,"我……"
581,"……"
582,"夏洛特，好久不見了呢"
583,"夏洛特，妳過的還好嗎？"
584,"戰鬥紀錄開始。希望你是個強壯的人。"
585,"就請你來當這孩子的實驗對象吧。"
586,"我會在這裡證明給你看，我的理論是正確的！"
587,"在我說可以之前，請絕對不要壞掉啊。"
588,"為了要驗證兵器的威力，還請你將自己的身體提供出來吧。"
589,"不管別人說了什麼，做出那孩子的我才是正確的！"
590,"我做出來的兵器，妳要不要也來體驗看看？"
591,"快，讓我看看那個力量！"
592,"C.C.妳很優秀，所以我才無法原諒妳。"
593,"泰瑞爾，你的罪孽很重。我要你在這裡償還。"
594,"你要忘記恩情，反抗吾嗎？"
595,"這個人……總覺得有種厭惡感……"
596,"泰瑞爾，我從來就沒有看不起你啊……"
597,"你也是賞金獵人嗎？　也沒差了，反正阻擾我的人都照砍就是了。"
598,"雖然我不太喜歡這種不分青紅皂白的戰鬥……"
599,"雖然我不太想讓人看到這個力量……不過看來是沒有辦法了。"
600,"我也不想死啊。所以我會使出全力的！"
601,"想要我的人頭嗎？　那麼就拿你的命來換吧！"
602,"里斯，來較量一下吧。"
603,"我人可沒好到會乖乖受制裁。覺悟吧，審查官。"
604,"都是你們害我的人生變得一團亂。接下我的怒火吧！"
605,"妳想勝過我的火炎？　拿出真本事來吧，露緹亞。"
606,"妳這個卑劣的通緝犯，就讓妳在此償還抹黑蕾格烈芙大人的罪過吧。"
607,"你想知道我真正的身分嗎？我也想知道啊。"
608,"饒了我吧。我可不是為了要戰鬥才在這裡的啊。"
609,"我已經受夠戰鬥了。快給我消失吧！"
610,"你是要來成為這力量的餌食嗎？"
611,"我不過是想要安靜的生活。可是為什麼……！"
612,"殿下……幸好您沒事……"
613,"妳的那個力量，到底是怎麼回事！？"
614,"裝甲獵兵……真沒想到會要在這對峙啊。"
615,"庫魯托少佐，我所尋求的事物似乎就在這裡啊。"
