"id","name","price","description","rm_item_type","item_id","num","order","state","image_url","tab","extra_id","view_frame","sale_type","deck_image_url","twd","hkd","usd"
37,"使魔的妖精I",60,"任務同時探索數增加1個。有效期30天。",1,60,1,103,0,"chara_id1006.png",11,0,0,0,,60,15.67,2
38,"使魔的妖精II",105,"任務同時探索數增加2個。有效期30天。",1,61,1,104,0,"chara_id1007.png",11,0,0,0,,105,27.42,3.5
39,"使魔的妖精III",135,"任務同時探索數增加3個。有效期30天。",1,62,1,105,0,"chara_id1008.png",11,0,0,0,,135,35.25,4.5
40,"魔女的耳環I",60,"AP回復時間縮短10分鐘。有效期30天。",1,63,1,106,0,"chara_id1009.png",11,0,0,0,,60,15.67,2
41,"魔女的耳環II",105,"AP回復時間縮短15分鐘。有效期30天。",1,64,1,107,0,"chara_id1010.png",11,0,0,0,,105,27.42,3.5
42,"魔女的耳環III",135,"AP回復時間縮短20分鐘。有效期30天。",1,65,1,108,0,"chara_id1011.png",11,0,0,0,,135,35.25,4.5
43,"幸運的權杖I",60,"獲得GEM增加50%。有效期30天。",1,66,1,109,0,"chara_id1012.png",11,0,0,0,,60,15.67,2
44,"幸運的權杖II",105,"獲得GEM增加100%。有效期30天。",1,67,1,110,0,"chara_id1013.png",11,0,0,0,,105,27.42,3.5
45,"幸運的權杖III",135,"獲得GEM增加200%。有效期30天。",1,68,1,111,0,"chara_id1014.png",11,0,0,0,,135,35.25,4.5
46,"單眼眼罩（白）",60,"也會用來治療傷勢的單眼眼罩。",1,79,1,200,0,"chara_id1015.png",11,0,0,0,,60,15.67,2
47,"蘑菇頭髮型（茶）",60,"散發沉著冷靜氣氛的髮型。",1,72,1,201,0,"chara_id1021.png",11,0,0,0,,60,15.67,2
48,"蘑菇頭髮型（白）",60,"散發沉著冷靜氣氛的髮型。",1,73,1,202,0,"chara_id1023.png",11,0,0,0,,60,15.67,2
49,"螺旋雙馬尾（金）",60,"令人留下高貴印象的髮型。",1,75,1,203,0,"chara_id1030.png",11,0,0,0,,60,15.67,2
50,"螺旋雙馬尾（茶）",60,"令人留下高貴印象的髮型。",1,76,1,204,0,"chara_id1031.png",11,0,0,0,,60,15.67,2
51,"抽獎券x1",0,"管理者用",0,9,1,0,0,"item_id003.png",11,0,0,0,,0,0,0
52,"WhiteHeath３x1",0,"管理者用",0,6,1,0,0,"item_id003.png",11,0,0,0,,0,0,0
53,"WhiteHeath1ｘ１",0,"管理者用",0,5,1,0,0,"item_id003.png",11,0,0,0,,0,0,0
54,"零層次長直髮（金）",60,"給人文靜感的髮型。",1,89,1,205,0,"chara_id1040.png",11,0,0,0,,60,15.67,2
55,"零層次長直髮（白）",60,"給人文靜感的髮型。",1,90,1,206,0,"chara_id1043.png",11,0,0,0,,60,15.67,2
56,"零層次長直髮（黑）",60,"給人文靜感的髮型。",1,91,1,207,0,"chara_id1047.png",11,0,0,0,,60,15.67,2
57,"眼鏡（藍）",45,"會讓視力上升的標準眼鏡。",1,92,1,208,0,"chara_id1017.png",11,0,0,0,,45,11.75,1.5
58,"眼鏡（紅）",45,"會讓視力上升的標準眼鏡。",1,93,1,209,0,"chara_id1018.png",11,0,0,0,,45,11.75,1.5
59,"神秘衣櫃",105,"虛擬人物服裝最大持有數+5。",0,37,1,30,0,"item_id037.png",11,0,0,0,,105,27.42,3.5
60,"休閒風短髮（金）",60,"讓你擁有輕柔感的髮型。",1,103,1,210,0,"chara_id1050.png",11,0,0,0,,60,15.67,2
61,"休閒風短髮（藍）",60,"讓你擁有輕柔感的髮型。",1,104,1,211,0,"chara_id1052.png",11,0,0,0,,60,15.67,2
62,"休閒風短髮（紅）",60,"讓你擁有輕柔感的髮型。",1,105,1,212,0,"chara_id1056.png",11,0,0,0,,60,15.67,2
63,"青色淨化之炎",300,"重置虛擬人物的勝敗數",0,40,1,32,0,"item_id040.png",11,0,0,0,,300,78.34,10
64,"紅色淨化之炎",300,"重置虛擬人物的BP值",0,41,1,33,0,"item_id041.png",11,0,0,0,,300,78.34,10
65,"魔女衣櫃",150,"虛擬人物服裝最大持有數+10。",0,42,1,31,0,"item_id042.png",11,0,0,0,,150,39.17,5
66,"高貴的長髮(藍)",60,"看起來沉穩端莊的直髮",1,115,1,213,0,"chara_id1062.png",11,0,0,0,,60,15.67,2
67,"高貴的長髮(桃)",60,"看起來沉穩端莊的直髮",1,116,1,214,0,"chara_id1063.png",11,0,0,0,,60,15.67,2
68,"高貴的長髮(黑)",60,"看起來沉穩端莊的直髮",1,117,1,215,0,"chara_id1067.png",11,0,0,0,,60,15.67,2
69,"長髮(金)",60,"簡單的長髮",1,118,1,216,0,"chara_id1070.png",11,0,0,0,,60,15.67,2
70,"長髮(紅)",60,"簡單的長髮",1,119,1,217,0,"chara_id1076.png",11,0,0,0,,60,15.67,2
71,"長髮(茶)",60,"簡單的長髮",1,120,1,218,0,"chara_id1078.png",11,0,0,0,,60,15.67,2
72,"新年禮服(綠)",60,"紀念新年所製作的禮服",1,122,1,219,0,"chara_id2000.png",11,0,0,0,,60,15.67,2
73,"新年禮服(紫)",60,"紀念新年所製作的禮服",1,123,1,220,0,"chara_id2001.png",11,0,0,0,,60,15.67,2
74,"米利安",540,"獨臂的前連隊成員。與羅索一起行動。",4,241,1,4,0,"chara_id241.png",11,0,0,0,,540,141.01,18
75,"Ex安妮莫娜通行証1×5",105,"搜索安妮莫娜的隱藏區域（0分）",0,47,5,27,0,"item_id047_5.png",11,0,0,0,,105,27.42,3.5
76,"Ex安妮莫娜通行証2×5",135,"搜索安妮莫娜的隱藏區域（2小時）",0,48,5,28,0,"item_id048_5.png",11,0,0,0,,135,35.25,4.5
77,"Ex安妮莫娜通行証3×5",195,"搜索安妮莫娜的隱藏區域（3天）",0,49,5,29,0,"item_id049_5.png",11,0,0,0,,195,50.92,6.5
78,"冥府的印章1",99999,"omake",4,10011,1,99,0,"item_id003.png",11,0,0,0,,99999,99999,99999
79,"冥府的印章2",99999,"omake",4,10011,2,99,0,"item_id003.png",11,0,0,0,,99999,99999,99999
80,"任務套組A",105,"優惠任務套組 魔女秘藥×2 超時空沙漏×3 不死靈藥×2",0,3,2,80,1,"item_set_b000.png",11,81,0,0,,105,27.42,3.5
81,"超時空沙漏×3",99999,"販賣用套組",0,12,3,99,0,"item_id012.png",11,82,0,0,,99999,99999,99999
82,"不死靈藥×2",99999,"販賣用套組",0,17,2,99,0,"item_id013.png",11,0,0,0,,99999,99999,99999
83,"任務套組B",195,"優惠任務套組 魔女秘藥×2 超時空沙漏×3 不死靈藥×2 妖魔的指南針×2 特製蘑菇萃取液  迷你皇冠（綠）(初次購買限定)",0,3,2,81,1,"item_set_b001.png",11,155,0,0,,195,50.92,6.5
84,"超時空沙漏×3",99999,"販賣用套組",0,12,3,99,0,"item_id012.png",11,86,0,0,,99999,99999,99999
85,"迷你帽子(白)",99999,"販賣用套組",1,199,1,99,0,"item_id003.png",11,0,0,0,,99999,99999,99999
86,"妖魔的指南針×2",99999,"販賣用套組",0,24,2,99,0,"item_id023.png",11,87,0,0,,99999,99999,99999
87,"特製蘑菇萃取液",99999,"販賣用套組",0,38,1,99,0,"item_id023.png",11,88,0,0,,99999,99999,99999
88,"不死靈藥×2",99999,"販賣用套組",0,17,2,99,0,"item_id013.png",11,0,0,0,,99999,99999,99999
89,"對戰套組A",105,"優惠對戰套組 魔女秘藥 幸運四葉草×3 白色石楠5X3",0,3,1,90,1,"item_set_a000.png",11,90,0,0,,105,27.42,3.5
90,"幸運四葉草×3",99999,"販賣用套組",0,4,3,99,0,"item_id004.png",11,91,0,0,,99999,99999,99999
91,"白色石楠5×3",99999,"販賣用套組",0,7,3,99,0,"item_id007.png",11,0,0,0,,99999,99999,99999
92,"對戰套組B",195,"優惠對戰套組 特製蘑菇萃取液 幸運四葉草×5 白色石楠5X3 跳越星X3 迷你皇冠（藍）(初次購買限定)",0,4,5,91,1,"item_set_a001.png",11,154,0,0,,195,50.92,6.5
93,"迷你帽子(黑)",99999,"販賣用套組",1,198,1,31,0,"item_id004.png",11,0,0,0,,99999,99999,99999
94,"白色石楠5×3",99999,"販賣用套組",0,7,3,99,0,"item_id007.png",11,95,0,0,,99999,99999,99999
95,"跳越星×3",99999,"販賣用套組",0,8,3,99,0,"item_id008.png",11,96,0,0,,99999,99999,99999
96,"特製蘑菇萃取液",99999,"販賣用套組",0,38,1,99,0,"item_id023.png",11,0,0,0,,99999,99999,99999
97,"Ex天使大陸通行證1×5",120,"搜索天使大陸的隱藏區域（0分）",0,66,5,5,1,"item_id066_5.png",11,0,0,0,,120,31.34,4
98,"Ex天使大陸通行證2×5",150,"搜索天使大陸的隱藏區域（2小時）",0,67,5,6,1,"item_id067_5.png",11,0,0,0,,150,39.17,5
99,"Ex天使大陸通行證3×5",210,"搜索天使大陸的隱藏區域（3天）",0,68,5,7,1,"item_id068_5.png",11,0,0,0,,210,54.84,7
100,"牌組套組1",300,"等級Lv21的牌組可取得下列卡片。　艾伯李斯特Lv4　古魯瓦爾多Lv4　阿貝爾Lv4",5,114060,1,0,1,"item_deck_a000.png",11,101,1,0,"item_c_k000.swf",300,78.34,10
101,"艾伯李斯特 Lv4",99999,"販賣用套組",4,4,1,0,0,"chara_id241.png",11,102,0,0,,99999,99999,99999
102,"古魯瓦爾多 Lv4",99999,"販賣用套組",4,24,1,0,0,"item_id003.png",11,103,0,0,,99999,99999,99999
103,"阿貝爾 Lv4",99999,"販賣用套組",4,34,1,0,0,"item_id003.png",11,0,0,0,,99999,99999,99999
104,"牌組套組2",900,"等級Lv21的牌組可取得下列卡片。　傑多Lv3　庫勒尼西Lv3　蕾格烈芙Lv3 機會3x2 特殊3X2 特殊2X6 特殊1·盾1X6 防禦3X2 ",5,114060,1,0,1,"item_deck_a001.png",11,105,2,0,"item_c_k000.swf",900,235.02,30
105,"庫勒尼西 Lv3",99999,"販賣用套組",4,53,1,0,0,"chara_id241.png",11,106,0,0,,99999,99999,99999
106,"特殊2卡",99999,"販賣用套組",2,28,1,0,0,"item_id003.png",11,107,0,0,,99999,99999,99999
107,"特殊2卡",99999,"販賣用套組",2,28,1,0,0,"item_id003.png",11,108,0,0,,99999,99999,99999
108,"特殊2卡",99999,"販賣用套組",2,28,1,0,0,"item_id003.png",11,109,0,0,,99999,99999,99999
109,"特殊2卡",99999,"販賣用套組",2,28,1,0,0,"item_id003.png",11,110,0,0,,99999,99999,99999
110,"特殊2卡",99999,"販賣用套組",2,28,1,0,0,"item_id003.png",11,111,0,0,,99999,99999,99999
111,"特殊2卡",99999,"販賣用套組",2,28,1,0,0,"item_id003.png",11,112,0,0,,99999,99999,99999
112,"傑多 Lv3",99999,"販賣用套組",4,63,1,0,0,"chara_id241.png",11,113,0,0,,99999,99999,99999
113,"機會卡4",99999,"販賣用套組",2,34,1,0,0,"item_id003.png",11,114,0,0,,99999,99999,99999
114,"特殊3卡",99999,"販賣用套組",2,29,1,0,0,"item_id003.png",11,115,0,0,,99999,99999,99999
115,"防禦3卡",99999,"販賣用套組",2,19,1,0,0,"item_id003.png",11,116,0,0,,99999,99999,99999
116,"特殊1·盾1卡",99999,"販賣用套組",2,56,1,0,0,"item_id003.png",11,117,0,0,,99999,99999,99999
117,"特殊1·盾1卡",99999,"販賣用套組",2,56,1,0,0,"item_id003.png",11,118,0,0,,99999,99999,99999
118,"特殊1·盾1卡",99999,"販賣用套組",2,56,1,0,0,"item_id003.png",11,119,0,0,,99999,99999,99999
119,"蕾格烈芙 Lv3",99999,"販賣用套組",4,223,1,0,0,"chara_id241.png",11,120,0,0,,99999,99999,99999
120,"機會卡4",99999,"販賣用套組",2,34,1,0,0,"item_id003.png",11,121,0,0,,99999,99999,99999
121,"特殊3卡",99999,"販賣用套組",2,29,1,0,0,"item_id003.png",11,122,0,0,,99999,99999,99999
122,"防禦3卡",99999,"販賣用套組",2,19,1,0,0,"item_id003.png",11,123,0,0,,99999,99999,99999
123,"特殊1·盾1卡",99999,"販賣用套組",2,56,1,0,0,"item_id003.png",11,124,0,0,,99999,99999,99999
124,"特殊1·盾1卡",99999,"販賣用套組",2,56,1,0,0,"item_id003.png",11,125,0,0,,99999,99999,99999
125,"特殊1·盾1卡",99999,"販賣用套組",2,56,1,0,0,"item_id003.png",11,0,0,0,,99999,99999,99999
126,"牌組套組3",1800,"等級Lv31的牌組可取得下列卡片。　傑多Lv5　庫勒尼西Lv5　蕾格烈芙Lv5 機會4 機會3 特殊3X4 特殊2X6 特殊1·盾1X5",5,551060,1,0,1,"item_deck_a002.png",11,127,3,0,"item_c_k000.swf",1800,470.04,60
127,"庫勒尼西 Lv5",99999,"販賣用套組",4,55,1,0,0,"chara_id241.png",11,128,0,0,,99999,99999,99999
128,"特殊2卡",99999,"販賣用套組",2,28,1,0,0,"item_id003.png",11,129,0,0,,99999,99999,99999
129,"特殊2卡",99999,"販賣用套組",2,28,1,0,0,"item_id003.png",11,130,0,0,,99999,99999,99999
130,"特殊3卡",99999,"販賣用套組",2,29,1,0,0,"item_id003.png",11,131,0,0,,99999,99999,99999
131,"特殊2卡",99999,"販賣用套組",2,28,1,0,0,"item_id003.png",11,132,0,0,,99999,99999,99999
132,"特殊2卡",99999,"販賣用套組",2,28,1,0,0,"item_id003.png",11,133,0,0,,99999,99999,99999
133,"特殊2卡",99999,"販賣用套組",2,28,1,0,0,"item_id003.png",11,134,0,0,,99999,99999,99999
134,"傑多 Lv5",99999,"販賣用套組",4,65,1,0,0,"chara_id241.png",11,135,0,0,,99999,99999,99999
135,"機會卡4",99999,"販賣用套組",2,35,1,0,0,"item_id003.png",11,136,0,0,,99999,99999,99999
136,"特殊3卡",99999,"販賣用套組",2,29,1,0,0,"item_id003.png",11,137,0,0,,99999,99999,99999
137,"移動3卡",99999,"販賣用套組",2,24,1,0,0,"item_id003.png",11,138,0,0,,99999,99999,99999
138,"特殊2卡",99999,"販賣用套組",2,28,1,0,0,"item_id003.png",11,139,0,0,,99999,99999,99999
139,"特殊1·盾1卡",99999,"販賣用套組",2,56,1,0,0,"item_id003.png",11,140,0,0,,99999,99999,99999
140,"特殊1·盾1卡",99999,"販賣用套組",2,56,1,0,0,"item_id003.png",11,141,0,0,,99999,99999,99999
141,"蕾格烈芙 Lv5",99999,"販賣用套組",4,225,1,0,0,"chara_id241.png",11,142,0,0,,99999,99999,99999
142,"機會卡3",99999,"販賣用套組",2,34,1,0,0,"item_id003.png",11,143,0,0,,99999,99999,99999
143,"特殊3卡",99999,"販賣用套組",2,29,1,0,0,"item_id003.png",11,144,0,0,,99999,99999,99999
144,"特殊3卡",99999,"販賣用套組",2,29,1,0,0,"item_id003.png",11,145,0,0,,99999,99999,99999
145,"特殊1·盾1卡",99999,"販賣用套組",2,56,1,0,0,"item_id003.png",11,146,0,0,,99999,99999,99999
146,"特殊1·盾1卡",99999,"販賣用套組",2,56,1,0,0,"item_id003.png",11,147,0,0,,99999,99999,99999
147,"特殊1·盾1卡",99999,"販賣用套組",2,56,1,0,0,"item_id003.png",11,0,0,0,,99999,99999,99999
148,"牡丹花髮夾(藍)",99999,"販賣用套組",1,202,1,99,0,"item_id013.png",11,0,0,0,,99999,99999,99999
149,"牡丹花髮夾(白)",99999,"販賣用套組",1,203,1,31,0,"item_id004.png",11,0,0,0,,99999,99999,99999
150,"絲綢長袍(藍)",60,"開衩長旗袍",1,205,1,221,0,"chara_id2002.png",11,0,0,0,,60,15.67,2
151,"絲綢長袍(黑)",60,"開衩長旗袍",1,206,1,222,0,"chara_id2003.png",11,0,0,0,,60,15.67,2
152,"絲綢娃娃鞋(藍)",60,"搭配旗袍用的娃娃鞋",1,208,1,223,0,"chara_id6000.png",11,0,0,0,,60,15.67,2
153,"絲綢娃娃鞋(黑)",60,"搭配旗袍用的娃娃鞋",1,209,1,224,0,"chara_id6001.png",11,0,0,0,,60,15.67,2
154,"迷你皇冠（藍）",99999,"販賣用套組",1,257,1,99,0,"item_id013.png",11,94,0,0,,99999,99999,99999
155,"迷你皇冠（綠）",99999,"販賣用套組",1,258,1,99,0,"item_id004.png",11,84,0,0,,99999,99999,99999
156,"迷你皇冠（紅）",60,"唯有高貴之人才能夠戴上的王冠",1,256,1,225,0,"chara_id3005.png",11,0,0,0,,60,15.67,2
157,"王子的衣服（紅）",60,"散發氣質的衣裳",1,259,1,226,0,"chara_id4000.png",11,0,0,0,,60,15.67,2
158,"王子的衣服（藍）",60,"散發氣質的衣裳",1,260,1,227,0,"chara_id4001.png",11,0,0,0,,60,15.67,2
159,"王子的褲子（紅）",60,"散發氣質的褲子",1,262,1,228,0,"chara_id5000.png",11,0,0,0,,60,15.67,2
160,"王子的褲子（藍）",60,"散發氣質的褲子",1,263,1,229,0,"chara_id5001.png",11,0,0,0,,60,15.67,2
161,"青蛙王子的劍（藍）",60,"唯有高貴之人才能夠配戴的劍。無特殊效果。",1,267,1,230,1,"chara_id1700.png",11,0,0,0,,60,15.67,2
162,"青蛙王子的劍（綠）",60,"唯有高貴之人才能夠配戴的劍。無特殊效果。",1,268,1,231,1,"chara_id1702.png",11,0,0,0,,60,15.67,2
163,"ExEventLand通行證1",21,"取得活動期間專用的任務（0分）　目前將取得的任務是：「炎熱之館」活動",0,73,1,0,1,"item_id073_1.png",11,0,0,0,,21,5.48,0.7
164,"ExEventLand通行證1x5",105,"取得活動期間專用的任務（0分）　目前將取得的任務是：「炎熱之館」活動",0,73,5,1,1,"item_id073_5.png",11,0,0,0,,105,27.42,3.5
165,"ExEventLand通行證1x12",210,"取得活動期間專用的任務（0分）　目前將取得的任務是：「炎熱之館」活動",0,73,12,2,1,"item_id073_12.png",11,0,0,0,,210,54.84,7
166,"ExEventLand通行證2",27,"取得活動期間專用的任務（2小時）　目前將取得的任務是：「炎熱之館」活動",0,74,1,3,1,"item_id074_1.png",11,0,0,0,,27,7.05,0.9
167,"ExEventLand通行證2x5",135,"取得活動期間專用的任務（2小時）　目前將取得的任務是：「炎熱之館」活動",0,74,5,4,1,"item_id074_5.png",11,0,0,0,,135,35.25,4.5
168,"ExEventLand通行證2x12",270,"取得活動期間專用的任務（2小時）　目前將取得的任務是：「炎熱之館」活動",0,74,12,5,1,"item_id074_12.png",11,0,0,0,,270,70.51,9
169,"ExEventLand通行證3",39,"可取得舉行中的活動專用任務（3日） 數量1 目前將取得的任務是：「炎熱之館」活動",0,75,1,6,1,"item_id075_1.png",11,0,0,0,,39,10.18,1.3
170,"ExEventLand通行證3x5",195,"可取得舉行中的活動專用任務（3日） 數量5 目前將取得的任務是：「炎熱之館」活動",0,75,5,7,1,"item_id075_5.png",11,0,0,0,,195,50.92,6.5
171,"ExEventLand通行證3x12",390,"可取得舉行中的活動專用任務（3日） 數量12 目前將取得的任務是：「炎熱之館」活動",0,75,12,8,1,"item_id075_12.png",11,0,0,0,,390,101.84,13
172,"急救品x2",99999,"管理者用",0,15,2,99,0,"item_id003.png",11,0,0,0,,99999,99999,99999
173,"哥德式洋裝",99999,"管理者用",3,164,1,99,0,"item_id003.png",11,0,0,0,,99999,99999,99999
174,"迷你皇冠(黑)",60,"唯有高貴之人才能夠戴上的王冠",1,276,1,232,1,"chara_id3008.png",11,0,0,0,,60,15.67,2
175,"生命的碎片x1",45,"充滿希望的生命碎片 個数1",4,10009,1,6,0,"chara_id10009.png",11,0,0,0,,45,11.75,1.5
176,"生命的碎片×12",450,"充滿希望的生命碎片 個数12",4,10009,12,7,0,"chara_id10009_12.png",11,0,0,0,,450,117.51,15
177,"死亡的碎片x1",60,"充滿絕望的死亡碎片 個数1",4,10010,1,8,0,"chara_id10010.png",11,0,0,0,,60,15.67,2
178,"死亡的碎片×12",600,"充滿絕望的死亡碎片 個数12",4,10010,12,9,0,"chara_id10010_12.png",11,0,0,0,,600,156.68,20
179,"萬聖節南瓜",60,"萬聖節南瓜",1,100,1,0,1,"chara_id1079.png",11,0,0,0,,60,15.67,2
180,"萬聖節帽子",60,"萬聖節帽子",1,101,1,1,1,"chara_id3009.png",11,0,0,0,,60,15.67,2
181,"萬聖節披風",60,"萬聖節披風",1,102,1,2,1,"chara_id7000.png",11,0,0,0,,60,15.67,2
182,"水汪汪",60,"水汪汪",1,184,1,3,1,"chara_id1500.png",11,0,0,0,,60,15.67,2
183,"驚訝",60,"驚訝",1,185,1,4,1,"chara_id1600.png",11,0,0,0,,60,15.67,2
184,"小惡魔角",60,"小惡魔角",1,186,1,5,1,"chara_id3010.png",11,0,0,0,,60,15.67,2
185,"南瓜外衣",60,"南瓜外衣",1,187,1,6,1,"chara_id4002.png",11,0,0,0,,60,15.67,2
186,"南瓜靴子",60,"南瓜靴子",1,188,1,7,1,"chara_id6002.png",11,0,0,0,,60,15.67,2
187,"利恩的頭帶",60,"利恩的頭帶",1,189,1,0,1,"chara_id3012.png",11,0,0,0,,60,15.67,2
188,"阿奇波爾多的帽子",60,"阿奇波爾多的帽子",1,190,1,1,1,"chara_id3011.png",11,0,0,0,,60,15.67,2
189,"綿帽子(褐)",60,"綿帽子(褐)",1,318,1,0,1,"chara_id1080.png",11,0,0,0,,60,15.67,2
190,"綿帽子(藍綠)",60,"綿帽子(藍綠)",1,319,1,1,1,"chara_id1081.png",11,0,0,0,,60,15.67,2
191,"梅倫的禮帽",60,"梅倫的禮帽",1,150,1,0,1,"chara_id3013.png",11,0,0,0,,60,15.67,2
192,"神秘衣櫃+青之寶石袋+ExAngelLand通行証1+幸運四葉草+急救品5",99999,"管理者用 神秘衣櫃×1",0,37,1,0,0,"item_id003.png",11,193,0,0,,99999,99999,99999
193,"青之寶石袋 x1",99999,"管理者用",0,55,1,0,0,"item_id003.png",11,194,0,0,,99999,99999,99999
194,"ExAngelLand通行証1 x1",99999,"管理者用",0,66,1,0,0,"item_id003.png",11,195,0,0,,99999,99999,99999
195,"幸運四葉草 ×1",99999,"管理者用",0,4,1,0,0,"item_id003.png",11,196,0,0,,99999,99999,99999
196,"急救品5 x1",99999,"管理者用",0,15,1,0,0,"item_id003.png",11,0,0,0,,99999,99999,99999
197,"α型渦探知機 II",105,"在RAID中使用將會發現渦。有機會發現可與強力RAID BOSS(最大HP5000)戰鬥的渦。",0,80,1,10,1,"item_id076_1.png",11,0,0,0,,105,27.42,3.5
