"id","name","price","description","rm_item_type","item_id","num","order","state","image_url","tab","extra_id","view_frame","sale_type","deck_image_url"
45,"幸運のワンド III",700,"戦闘後の取得ＧＥＭを200%増やす。有効期間30日。",1,68,1,111,0,"chara_id1014.png",11,0,0,0,
46,"アイパッチ（白）",200,"怪我の治療にも使えるアイパッチ。",1,79,1,200,0,"chara_id1015.png",11,0,0,0,
47,"マッシュ（茶）",300,"落ち着いた雰囲気の髪型。",1,72,1,201,0,"chara_id1021.png",11,0,0,0,
48,"マッシュ（白）",300,"落ち着いた雰囲気の髪型。",1,73,1,202,0,"chara_id1023.png",11,0,0,0,
49,"ツインテールドリル（金）",300,"高貴な印象を持たせる髪型。",1,75,1,203,0,"chara_id1030.png",11,0,0,0,
50,"ツインテールドリル（茶）",300,"高貴な印象を持たせる髪型。",1,76,1,204,0,"chara_id1031.png",11,0,0,0,
51,"チケットx1",99999,"管理者用",0,9,1,999,0,"item_id003.png",11,0,0,0,
52,"ヒース3x1",99999,"管理者用",0,6,1,999,0,"item_id003.png",11,0,0,0,
53,"ヒース1x1",99999,"管理者用",0,5,1,999,0,"item_id003.png",11,0,0,0,
54,"ワンレンロング（金）",300,"大人しい印象を与える髪型。",1,89,1,205,0,"chara_id1040.png",11,0,0,0,
55,"ワンレンロング（白）",300,"大人しい印象を与える髪型。",1,90,1,206,0,"chara_id1043.png",11,0,0,0,
56,"ワンレンロング（黒）",300,"大人しい印象を与える髪型。",1,91,1,207,0,"chara_id1047.png",11,0,0,0,
57,"眼鏡（青）",200,"視力を向上させる標準的な眼鏡。",1,92,1,208,0,"chara_id1017.png",11,0,0,0,
58,"眼鏡（赤）",200,"視力を向上させる標準的な眼鏡。",1,93,1,209,0,"chara_id1018.png",11,0,0,0,
59,"神秘のクローゼット",500,"アバター衣装の所持限界数を+5します。",0,37,1,130,0,"item_id037.png",11,0,0,0,
60,"カジュアルショート（金）",300,"やわらかい雰囲気を与える髪型。",1,103,1,210,0,"chara_id1050.png",11,0,0,0,
61,"カジュアルショート（青）",300,"やわらかい雰囲気を与える髪型。",1,104,1,211,0,"chara_id1052.png",11,0,0,0,
62,"カジュアルショート（赤）",300,"やわらかい雰囲気を与える髪型。",1,105,1,212,0,"chara_id1056.png",11,0,0,0,
63,"青き浄化の炎",1500,"アバターの勝敗数をリセットします。",0,40,1,132,0,"item_id040.png",11,0,0,0,
64,"赤き浄化の炎",1500,"アバターのBPをリセットします。",0,41,1,133,0,"item_id041.png",11,0,0,0,
65,"魔女のクローゼット",800,"アバター衣装の所持限界数を+10します。",0,42,1,131,0,"item_id042.png",11,0,0,0,
66,"ノーブルロング（青）",300,"落ち着いた見た目のストレートヘア。",1,115,1,213,0,"chara_id1062.png",11,0,0,0,
67,"ノーブルロング（桃）",300,"落ち着いた見た目のストレートヘア。",1,116,1,214,0,"chara_id1063.png",11,0,0,0,
68,"ノーブルロング（黒）",300,"落ち着いた見た目のストレートヘア。",1,117,1,215,0,"chara_id1067.png",11,0,0,0,
69,"ロング（金）",300,"シンプルなロングヘア。",1,118,1,216,0,"chara_id1070.png",11,0,0,0,
70,"ロング（赤）",300,"シンプルなロングヘア。",1,119,1,217,0,"chara_id1076.png",11,0,0,0,
71,"ロング（茶）",300,"シンプルなロングヘア。",1,120,1,218,0,"chara_id1078.png",11,0,0,0,
72,"ニューイヤードレス（緑）",300,"新年を記念して作られたドレス。",1,122,1,219,0,"chara_id2000.png",11,0,0,0,
73,"ニューイヤードレス（紫）",300,"新年を記念して作られたドレス。",1,123,1,220,0,"chara_id2001.png",11,0,0,0,
74,"ミリアン",2500,"隻腕の元レジメント。ロッソと共に行動する。",4,241,1,4,0,"chara_id241.png",11,0,0,0,
75,"ExAnemonea通行証1ｘ5",500,"Anemoneaの隠された地域を探索する。（0分） 個数5",0,47,5,127,0,"item_id047_5.png",11,0,0,0,
76,"ExAnemonea通行証2ｘ5",700,"Anemoneaの隠された地域を探索する。（2時間） 個数5",0,48,5,128,0,"item_id048_5.png",11,0,0,0,
77,"ExAnemonea通行証3ｘ5",1000,"Anemoneaの隠された地域を探索する。（3日）個数5",0,49,5,129,0,"item_id049_5.png",11,0,0,0,
78,"冥府の印章",99999,"おまけ専用アイテム",4,10011,1,99,0,"item_id003.png",11,0,0,0,
79,"冥府の印章x2",99999,"おまけ専用アイテム",4,10011,2,99,0,"item_id003.png",11,0,0,0,
80,"クエストセット A",500,"お得なクエストセット　魔女の秘薬x2　超刻の砂時計x3　エリクシールx2",0,17,2,180,0,"item_set_b000.png",11,81,0,0,
81,"超刻の砂時計×3",99999,"セット販売用",0,12,3,999,0,"item_id012.png",11,82,0,0,
82,"魔女の秘薬×2",99999,"セット販売用",0,3,2,999,0,"item_id013.png",11,0,0,0,
83,"クエストセット B",1000,"お得なクエストセット　魔女の秘薬x2　特製キノコエキス　妖魔のコンパスx2　超刻の砂時計x3　エリクシールx2　ミニクラウン（緑）(初回購入時のみ)",0,3,2,181,0,"item_set_b001.png",11,155,0,0,
84,"特製キノコエキス",99999,"セット販売用",0,38,1,999,0,"item_id012.png",11,86,0,0,
85,"ミニハット白",99999,"セット販売終了",1,199,1,99,0,"item_id013.png",11,0,0,0,
86,"妖魔のコンパスｘ2",99999,"セット販売用",0,24,2,999,0,"item_id023.png",11,87,0,0,
87,"超刻の砂時計×3",99999,"セット販売用",0,12,3,999,0,"item_id023.png",11,88,0,0,
88,"エリクシール",99999,"セット販売用",0,17,2,999,0,"item_id003.png",11,0,0,0,
89,"デュエルセット A",500,"お得なデュエルセット　魔女の秘薬　ラッキークローバーx3　ホワイトヒース5x3",0,3,1,190,0,"item_set_a000.png",11,90,0,0,
90,"ラッキークローバーx3",99999,"セット販売用",0,4,3,999,0,"item_id004.png",11,91,0,0,
91,"ホワイトヒース5x3",99999,"セット販売用",0,7,3,999,0,"item_id007.png",11,0,0,0,
92,"デュエルセット B",1000,"お得なデュエルセット　特製キノコエキス　ラッキークローバーx5　ホワイトヒース5x3　スキップスターx3　ミニクラウン（青）(初回購入時のみ)",0,4,5,191,0,"item_set_a001.png",11,154,0,0,
93,"ミニハット黒",99999,"セット販売終了",1,198,1,99,0,"item_id004.png",11,0,0,0,
94,"ホワイトヒース5x3",99999,"セット販売用",0,7,3,999,0,"item_id007.png",11,95,0,0,
95,"スキップスターx3",99999,"セット販売用",0,8,3,999,0,"item_id008.png",11,96,0,0,
96,"特製キノコエキス",99999,"セット販売用",0,38,1,999,0,"item_id023.png",11,0,0,0,
97,"ExAngelLand通行証1ｘ5",600,"AngelLandの隠された地域を探索する。（0分） 個数5",0,66,5,105,0,"item_id066_5.png",11,0,0,0,
98,"ExAngelLand通行証2ｘ5",800,"AngelLandの隠された地域を探索する。（2時間） 個数5",0,67,5,106,0,"item_id067_5.png",11,0,0,0,
99,"ExAngelLand通行証3ｘ5",1100,"AngelLandの隠された地域を探索する。（3日）個数5",0,68,5,107,0,"item_id068_5.png",11,0,0,0,
100,"デッキセット　1",1500,"Lv21のデッキと以下のカードが入手できます。　エヴァリストLv4　グリュンワルドLv4　アベルLv4",5,114060,1,0,0,"item_deck_a000.png",11,0,1,0,"item_c_k000.swf"
101,"エヴァリストLv4",99999,"セット販売用",4,4,1,0,0,"chara_id241.png",11,102,0,0,
102,"グリュンワルドLv4",99999,"セット販売用",4,24,1,0,0,"item_id003.png",11,103,0,0,
103,"アベルLv4",99999,"セット販売用",4,34,1,0,0,"item_id003.png",11,0,0,0,
104,"デッキセット　2",5000,"Lv21のデッキと以下のカードが入手できます。　ジェッドLv3　クレーニヒLv3　レッドグレイヴLv3　チャンスカード3x2　特殊3x2 特殊2ｘ6　特殊1・盾1x6　防御3x2",5,114060,1,0,0,"item_deck_a001.png",11,105,2,0,"item_c_k000.swf"
105,"クレーニヒLv3",99999,"セット販売用",4,53,1,0,0,"chara_id241.png",11,106,0,0,
106,"特殊2",99999,"セット販売用",2,28,1,0,0,"item_id003.png",11,107,0,0,
107,"特殊2",99999,"セット販売用",2,28,1,0,0,"item_id003.png",11,108,0,0,
108,"特殊2",99999,"セット販売用",2,28,1,0,0,"item_id003.png",11,109,0,0,
109,"特殊2",99999,"セット販売用",2,28,1,0,0,"item_id003.png",11,110,0,0,
110,"特殊2",99999,"セット販売用",2,28,1,0,0,"item_id003.png",11,111,0,0,
111,"特殊2",99999,"セット販売用",2,28,1,0,0,"item_id003.png",11,112,0,0,
112,"ジェッドLv3",99999,"セット販売用",4,63,1,0,0,"chara_id241.png",11,113,0,0,
113,"チャンスカード4",99999,"セット販売用",2,34,1,0,0,"item_id003.png",11,114,0,0,
114,"特殊3",99999,"セット販売用",2,29,1,0,0,"item_id003.png",11,115,0,0,
115,"防御3",99999,"セット販売用",2,19,1,0,0,"item_id003.png",11,116,0,0,
116,"特殊1・盾1",99999,"セット販売用",2,56,1,0,0,"item_id003.png",11,117,0,0,
117,"特殊1・盾1",99999,"セット販売用",2,56,1,0,0,"item_id003.png",11,118,0,0,
118,"特殊1・盾1",99999,"セット販売用",2,56,1,0,0,"item_id003.png",11,119,0,0,
119,"レッドグレイヴLv3",99999,"セット販売用",4,223,1,0,0,"chara_id241.png",11,120,0,0,
120,"チャンスカード4",99999,"セット販売用",2,34,1,0,0,"item_id003.png",11,121,0,0,
121,"特殊3",99999,"セット販売用",2,29,1,0,0,"item_id003.png",11,122,0,0,
122,"防御3",99999,"セット販売用",2,19,1,0,0,"item_id003.png",11,123,0,0,
123,"特殊1・盾1",99999,"セット販売用",2,56,1,0,0,"item_id003.png",11,124,0,0,
124,"特殊1・盾1",99999,"セット販売用",2,56,1,0,0,"item_id003.png",11,125,0,0,
125,"特殊1・盾1",99999,"セット販売用",2,56,1,0,0,"item_id003.png",11,0,0,0,
126,"デッキセット　3",10000,"Lv31のデッキと以下のカードが入手できます。　　ジェッドLv5　クレーニヒLv5　レッドグレイヴLv5　チャンスカード4　チャンスカード3　移動3　特殊3x4 特殊2ｘ6　特殊1・盾1x5",5,551060,1,0,0,"item_deck_a002.png",11,127,3,0,"item_c_k000.swf"
127,"クレーニヒLv5",99999,"セット販売用",4,55,1,0,0,"chara_id241.png",11,128,0,0,
128,"特殊2",99999,"セット販売用",2,28,1,0,0,"item_id003.png",11,129,0,0,
129,"特殊2",99999,"セット販売用",2,28,1,0,0,"item_id003.png",11,130,0,0,
130,"特殊3",99999,"セット販売用",2,29,1,0,0,"item_id003.png",11,131,0,0,
131,"特殊2",99999,"セット販売用",2,28,1,0,0,"item_id003.png",11,132,0,0,
132,"特殊2",99999,"セット販売用",2,28,1,0,0,"item_id003.png",11,133,0,0,
133,"特殊2",99999,"セット販売用",2,28,1,0,0,"item_id003.png",11,134,0,0,
134,"ジェッドLv5",99999,"セット販売用",4,65,1,0,0,"chara_id241.png",11,135,0,0,
135,"チャンスカード4",99999,"セット販売用",2,35,1,0,0,"item_id003.png",11,136,0,0,
136,"特殊3",99999,"セット販売用",2,29,1,0,0,"item_id003.png",11,137,0,0,
137,"移動3",99999,"セット販売用",2,24,1,0,0,"item_id003.png",11,138,0,0,
138,"特殊2",99999,"セット販売用",2,28,1,0,0,"item_id003.png",11,139,0,0,
139,"特殊1・盾1",99999,"セット販売用",2,56,1,0,0,"item_id003.png",11,140,0,0,
140,"特殊1・盾1",99999,"セット販売用",2,56,1,0,0,"item_id003.png",11,141,0,0,
141,"レッドグレイヴLv5",99999,"セット販売用",4,225,1,0,0,"chara_id241.png",11,142,0,0,
142,"チャンスカード3",99999,"セット販売用",2,34,1,0,0,"item_id003.png",11,143,0,0,
143,"特殊3",99999,"セット販売用",2,29,1,0,0,"item_id003.png",11,144,0,0,
144,"特殊3",99999,"セット販売用",2,29,1,0,0,"item_id003.png",11,145,0,0,
145,"特殊1・盾1",99999,"セット販売用",2,56,1,0,0,"item_id003.png",11,146,0,0,
146,"特殊1・盾1",99999,"セット販売用",2,56,1,0,0,"item_id003.png",11,147,0,0,
147,"特殊1・盾1",99999,"セット販売用",2,56,1,0,0,"item_id003.png",11,0,0,0,
148,"牡丹の髪飾り（青）",99999,"セット販売用",1,202,1,99,0,"item_id013.png",11,0,0,0,
149,"牡丹の髪飾り（白）",99999,"セット販売用",1,203,1,99,0,"item_id004.png",11,0,0,0,
150,"ロングシルクドレス（青）",300,"スリットの深いドレス",1,205,1,221,0,"chara_id2002.png",11,0,0,0,
151,"ロングシルクドレス（黒）",300,"スリットの深いドレス",1,206,1,222,0,"chara_id2003.png",11,0,0,0,
152,"シルクパンプス（青）",300,"ドレスによくあう靴",1,208,1,223,0,"chara_id6000.png",11,0,0,0,
153,"シルクパンプス（黒）",300,"ドレスによくあう靴",1,209,1,224,0,"chara_id6001.png",11,0,0,0,
154,"ミニクラウン（青）",99999,"セット販売用",1,257,1,99,0,"chara_id3006.png",11,94,0,0,
155,"ミニクラウン（緑）",99999,"セット販売用",1,258,1,99,0,"chara_id3007.png",11,84,0,0,
156,"ミニクラウン（赤）",300,"高貴な者だけが身につける事を許された王冠",1,256,1,225,0,"chara_id3005.png",11,0,0,0,
157,"王子の服（赤）",300,"気品漂う服",1,259,1,226,0,"chara_id4000.png",11,0,0,0,
158,"王子の服（青）",300,"気品漂う服",1,260,1,227,0,"chara_id4001.png",11,0,0,0,
159,"王子のパンツ（赤）",300,"気品漂うパンツ",1,262,1,228,0,"chara_id5000.png",11,0,0,0,
160,"王子のパンツ（青）",300,"気品漂うパンツ",1,263,1,229,0,"chara_id5001.png",11,0,0,0,
161,"カエル王子の剣（青）",300,"高貴な者だけが身につける事を許された剣。特殊な効果は無い",1,267,1,230,0,"chara_id1700.png",11,0,0,0,
162,"カエル王子の剣（緑）",300,"高貴な者だけが身につける事を許された剣。特殊な効果は無い",1,268,1,231,0,"chara_id1702.png",11,0,0,0,
163,"ExEventLand通行証1",100,"開催中のイベントに応じた専用クエストを取得します（0分）　個数1　現在取得するクエスト：「炎熱の館」イベント",0,73,1,100,1,"item_id073_1.png",11,0,0,0,
164,"ExEventLand通行証1x5",500,"開催中のイベントに応じた専用クエストを取得します（0分）　個数5　現在取得するクエスト：「炎熱の館」イベント",0,73,5,101,1,"item_id073_5.png",11,0,0,0,
165,"ExEventLand通行証1x12",1000,"開催中のイベントに応じた専用クエストを取得します（0分）　個数12　現在取得するクエスト：「炎熱の館」イベント",0,73,12,102,1,"item_id073_12.png",11,0,0,0,
166,"ExEventLand通行証2",140,"開催中のイベントに応じた専用クエストを取得します（2時間）　個数1　現在取得するクエスト：「炎熱の館」イベント",0,74,1,103,0,"item_id074_1.png",11,0,0,0,
167,"ExEventLand通行証2x5",700,"開催中のイベントに応じた専用クエストを取得します（2時間）　個数5　現在取得するクエスト：「炎熱の館」イベント",0,74,5,104,0,"item_id074_5.png",11,0,0,0,
168,"ExEventLand通行証2x12",1400,"開催中のイベントに応じた専用クエストを取得します（2時間）　個数12　現在取得するクエスト：「炎熱の館」イベント",0,74,12,105,0,"item_id074_12.png",11,0,0,0,
169,"ExEventLand通行証3",200,"開催中のイベントに応じた専用クエストを取得します（3日）　個数1　現在取得するクエスト：「炎熱の館」イベント",0,75,1,106,0,"item_id075_1.png",11,0,0,0,
170,"ExEventLand通行証3x5",1000,"開催中のイベントに応じた専用クエストを取得します（3日）　個数5　現在取得するクエスト：「炎熱の館」イベント",0,75,5,107,0,"item_id075_5.png",11,0,0,0,
171,"ExEventLand通行証3x12",2000,"開催中のイベントに応じた専用クエストを取得します（3日）　個数12　現在取得するクエスト：「炎熱の館」イベント",0,75,12,108,0,"item_id075_12.png",11,0,0,0,
172,"ファーストエイド5x2",99999,"管理者用",0,15,2,999,0,"item_id003.png",11,0,0,0,
173,"ゴシックドレス",99999,"管理者用",3,164,1,0,0,"item_id003.png",11,0,0,0,
174,"ミニクラウン（黒）",300,"高貴な者だけが身につける事を許された王冠",1,276,1,232,0,"chara_id3008.png",11,0,0,0,
175,"命のかけらx1",200,"希望が詰まった命のかけら。個数1",4,10009,1,6,0,"chara_id10009.png",11,0,0,0,
176,"命のかけらx12",2000,"希望が詰まった命のかけら。個数12",4,10009,12,7,0,"chara_id10009_12.png",11,0,0,0,
177,"死のかけらx1",250,"絶望が詰まった死のかけら。個数1",4,10010,1,8,0,"chara_id10010.png",11,0,0,0,
178,"死のかけらx12",2500,"絶望が詰まった死のかけら。個数12",4,10010,12,9,0,"chara_id10010_12.png",11,0,0,0,
179,"ハロウィンパンプキン",300,"かぼちゃヘッド",1,100,1,0,0,"chara_id1079.png",11,0,0,0,
180,"ハロウィンハット",300,"かぼちゃをあしらった帽子",1,101,1,1,0,"chara_id3009.png",11,0,0,0,
181,"ハロウィンマント",300,"かぼちゃをあしらったマント",1,102,1,2,0,"chara_id7000.png",11,0,0,0,
182,"うるうる",300,"うるうる",1,184,1,3,0,"chara_id1500.png",11,0,0,0,
183,"ぽかーん",300,"ぽかーん",1,185,1,4,0,"chara_id1600.png",11,0,0,0,
184,"小悪魔の角",300,"小さな角",1,186,1,5,0,"chara_id3010.png",11,0,0,0,
185,"パンプキンチュニック",300,"かぼちゃをあしらったチュニック",1,187,1,6,0,"chara_id4002.png",11,0,0,0,
186,"パンプキンブーツ",300,"かぼちゃをあしらったブーツ",1,188,1,7,0,"chara_id6002.png",11,0,0,0,
187,"レオンのバンダナ",300,"レオンのバンダナ",1,189,1,0,0,"chara_id3012.png",11,0,0,0,
188,"アーチボルトの帽子",300,"アーチボルトの帽子",1,190,1,1,0,"chara_id3011.png",11,0,0,0,
189,"綿帽子（茶） ",300,"綿帽子（茶） ",1,318,1,0,0,"chara_id1080.png",11,0,0,0,
190,"綿帽子（青） ",300,"綿帽子（青） ",1,319,1,1,0,"chara_id1081.png",11,0,0,0,
191,"メレンのシルクハット",300,"メレンのシルクハット",1,150,1,0,0,"chara_id3013.png",11,0,0,0,
192,"神秘のクローゼット×1",99999,"管理者用　中文シリアル用",0,37,1,999,0,"item_id003.png",11,193,0,0,
193,"青の宝石袋×1",99999,"管理者用",0,55,1,999,0,"item_id003.png",11,194,0,0,
194,"ExAngelLand通行証1×1",99999,"管理者用",0,66,1,999,0,"item_id003.png",11,195,0,0,
195,"ラッキークローバー1",99999,"管理者用",0,4,1,999,0,"item_id003.png",11,196,0,0,
196,"ファーストエイド5×1",99999,"管理者用",0,15,1,999,0,"item_id003.png",11,0,0,0,
197,"α型渦探知機 II",500,"レイドで使用すると渦を発見します。強力なレイドボス(最大HP5000)と戦闘可能な渦を発見する事があります",0,80,1,10,0,"item_id076_1.png",11,0,0,0,
198,"α型渦探知機 IIx12",5000,"レイドで使用すると渦を発見します。強力なレイドボス(最大HP5000)と戦闘可能な渦を発見する事があります",0,80,12,11,0,"item_id076_10.png",11,0,0,0,
199,"α型渦探知機 III",5000,"レイドで使用すると渦を発見します。極めて強力なレイドボス(最大HP50000)と戦闘可能な渦を発見する事があります",0,81,1,12,0,"item_id077_1.png",11,79,0,0,
200,"ロッソの眼鏡",300,"ロッソの眼鏡",1,168,1,0,0,"chara_id3300.png",11,0,0,0,
201,"超電磁ボール ",300,"超電磁ボール ",1,364,1,10,0,"chara_id8006.png",11,0,0,0,
202,"ドローン",300,"ドローン",1,365,1,2,0,"chara_id8004.png",11,0,0,0,
203,"α型渦探知機 IV",5000,"レイドで使用すると赤死獣(HP50000)と戦闘可能な渦を発見します。",0,83,1,2,0,"item_id079_1.png",11,79,0,0,
204,"α型渦探知機 V",5000,"レイドで使用すると黒死獣(HP50000)と戦闘可能な渦を発見します。",0,84,1,2,0,"item_id078_1.png",11,79,0,0,
205,"ショート（銀）",300,"ショート（銀）",1,371,1,233,0,"chara_id1115.png",11,0,0,0,
206,"ショート（黒）",300,"ショート（黒）",1,372,1,234,0,"chara_id1117.png",11,0,0,0,
207,"ショート（焦茶）",300,"ショート（焦茶）",1,373,1,235,0,"chara_id1118.png",11,0,0,0,
208,"ベリーショート（白）",300,"ベリーショート（白）",1,374,1,236,0,"chara_id1133.png",11,0,0,0,
209,"ベリーショート（黒）",300,"ベリーショート（黒）",1,376,1,237,0,"chara_id1137.png",11,0,0,0,
210,"ベリーショート（藍）",300,"ベリーショート（藍）",1,377,1,238,0,"chara_id1142.png",11,0,0,0,
211,"ピッグテール（金）",300,"ピッグテール（金）",1,378,1,239,0,"chara_id1170.png",11,0,0,0,
212,"ピッグテール（白）",300,"ピッグテール（白）",1,380,1,240,0,"chara_id1173.png",11,0,0,0,
213,"ピッグテール（黒）",300,"ピッグテール（黒）",1,381,1,241,0,"chara_id1177.png",11,0,0,0,
214,"ピッグテール（焦茶）",300,"ピッグテール（焦茶）",1,382,1,242,0,"chara_id1178.png",11,0,0,0,
215,"ツーサイドアップ（金）",300,"ツーサイドアップ（金）",1,383,1,243,0,"chara_id1190.png",11,0,0,0,
216,"ツーサイドアップ（白）",300,"ツーサイドアップ（白）",1,384,1,244,0,"chara_id1193.png",11,0,0,0,
217,"ツーサイドアップ（焦茶）",300,"ツーサイドアップ（焦茶）",1,385,1,245,0,"chara_id1198.png",11,0,0,0,
218,"ツーサイドアップ（桃）",300,"ツーサイドアップ（桃）",1,386,1,246,0,"chara_id1201.png",11,0,0,0,
219,"ロングカール（白）",300,"ロングカール（白）",1,388,1,247,0,"chara_id1153.png",11,0,0,0,
220,"ロングカール（焦茶）",300,"ロングカール（焦茶）",1,389,1,248,0,"chara_id1158.png",11,0,0,0,
221,"ロングカール（桃）",300,"ロングカール（桃）",1,391,1,249,0,"chara_id1161.png",11,0,0,0,
222,"深淵くん",300,"深淵くん",1,151,1,0,0,"chara_id8007.png",11,0,0,0,
