"id","kind","cond","items","prerequisite","exclusion","loop","caption","success_cond","explanation","event_start_at","event_end_at"
17,0,17,"3/9/5/0",16,,0,"อวาตาร์ถึงเลเวล 130",130,,"2011-09-14 05:31:00 UTC",
18,0,18,"3/9/5/0",17,,0,"อวาตาร์ถึงเลเวล 140",140,,"2011-09-14 05:31:00 UTC",
19,0,19,"3/9/10/0",18,,0,"อวาตาร์ถึงเลเวล 150",150,,"2011-09-14 05:31:00 UTC",
20,1,20,"3/8/1/0",0,,0,"ชนะการดูเอล 1 ครั้ง",1,,"2011-09-14 05:31:00 UTC",
21,1,21,"3/8/1/0",20,,0,"ชนะการดูเอล 10 ครั้ง",10,,"2011-09-14 05:31:00 UTC",
22,1,22,"3/8/1/0",21,,0,"ชนะการดูเอล 30 ครั้ง",30,,"2011-09-14 05:31:00 UTC",
23,1,23,"3/8/1/0",22,,0,"ชนะการดูเอล 50 ครั้ง",50,,"2011-09-14 05:31:00 UTC",
24,1,24,"4/80/1",23,,0,"ชนะการดูเอล 100 ครั้ง",100,,"2011-09-14 05:31:00 UTC",
25,1,25,"3/8/2/0",24,,0,"ชนะการดูเอล 250 ครั้ง",250,,"2011-09-14 05:31:00 UTC",
26,1,26,"4/81/1",25,,0,"ชนะการดูเอล 500 ครั้ง",500,,"2011-09-14 05:31:00 UTC",
27,1,27,"3/8/2/0",26,,0,"ชนะการดูเอล 750 ครั้ง",750,,"2011-09-14 05:31:00 UTC",
28,1,28,"4/82/1",27,,0,"ชนะการดูเอล 1000 ครั้ง",1000,,"2011-09-14 05:31:00 UTC",
29,1,29,"3/8/4/0",28,,0,"ชนะการดูเอล 1500 ครั้ง",1500,,"2011-09-14 05:31:00 UTC",
30,1,30,"3/8/5/0",29,,0,"ชนะการดูเอล 2000 ครั้ง",2000,,"2011-09-14 05:31:00 UTC",
31,2,31,"3/3/1/0+5/0/3000/0",0,,0,"เคลียร์พื้นที่ช่วงแรก",0,"เคลียร์ [หมู่บ้านแม่มด]","2011-09-14 05:31:00 UTC",
32,2,32,"4/86/1",31,,0,"เคลียร์ HexRealm",0,"เคลียร์ [รังมนุษย์หมาป่า] อาณาเขตสุดท้ายของ HexRealm","2011-09-14 05:31:00 UTC",
33,2,33,"4/87/1",32,,0,"เคลียร์ ShadowLand",0,"เคลียร์ [ป่าตัดเงา] อาณาเขตสุดท้ายของ ShadowLand","2011-09-14 05:31:00 UTC",
34,2,34,"4/88/1",33,,0,"เคลียร์ MoonLand",0,"เคลียร์ [ปราสาทมายา] อาณาเขตสุดท้ายของ MoonLand","2011-09-14 05:31:00 UTC",
35,2,35,"4/138/1",34,,0,"เคลียร์ Anemonea",0,"เคลียร์ [คลังสมบัติมังกร] อาณาเขตสุดท้ายของ Anemonea","2011-09-14 05:31:00 UTC",
36,2,36,"4/230/1+4/231/1",35,,0,"เคลียร์แองเจิลแลนด์",0,"เคลียร์ [ระเบียงสู่บัลลังก์] อาณาเขตสุดท้ายของ AngelLand","2011-09-14 05:31:00 UTC",
37,3,37,"3/3/1/0",0,,0,"มีเพื่อน 1 คน",1,,"2011-09-14 05:31:00 UTC",
38,3,38,"3/9/1/0",37,,0,"มีเพื่อน 5 คน",5,,"2011-09-14 05:31:00 UTC",
39,3,39,"3/27/1",38,,0,"มีเพื่อน 10 คน",10,,"2011-09-14 05:31:00 UTC",
40,3,40,"3/9/3/0",39,,0,"มีเพื่อน 30 คน",30,,"2011-09-14 05:31:00 UTC",
41,3,41,"3/28/1",40,,0,"มีเพื่อน 50 คน",50,,"2011-09-14 05:31:00 UTC",
42,3,42,"3/9/5/0",41,,0,"มีเพื่อน 100 คน",100,,"2011-09-14 05:31:00 UTC",
43,4,43,"4/96/1",0,,0,"สะสมเหรียญที่ระลึกครบรอบปี 5 เหรียญ",0,,"2011-09-14 05:31:00 UTC","2011-11-02 03:00:00 UTC"
44,4,44,"4/95/1",43,,0,"สะสมเหรียญที่ระลึกครบรอบปี 10 เหรียญ",0,,"2011-09-14 05:31:00 UTC","2011-11-02 03:00:00 UTC"
45,4,45,"4/94/1",44,,0,"สะสมเหรียญที่ระลึกครบรอบปี 15 เหรียญ",0,,"2011-09-14 05:31:00 UTC","2011-11-02 03:00:00 UTC"
46,4,46,"1/201/1",45,,0,"สะสมเหรียญที่ระลึกครบรอบปี 20 เหรียญ",0,,"2011-09-14 05:31:00 UTC","2011-11-02 03:00:00 UTC"
47,4,47,"4/99/1",46,,0,"สะสมเหรียญที่ระลึกครบรอบปี 30 เหรียญ",0,,"2011-09-14 05:31:00 UTC","2011-11-02 03:00:00 UTC"
48,4,48,"4/97/1+4/98/1",34,,0,"กำจัดผู้ครอบครองทะเลสาบนิลกาฬ",0,"เคลียร์ [ทะเลสาบนิลกาฬของอูโบส]","2011-09-14 05:31:00 UTC",
49,4,49,"3/30/1+4/100/1",0,,0,"ครอบครองเควส☆1・☆2・☆3ในเวลาเดียวกัน",0,,"2011-09-14 05:31:00 UTC","2011-11-02 03:00:00 UTC"
50,4,50,"3/30/1+4/101/1",0,,0,"ครอบครองเควส☆4・☆5・☆6ในเวลาเดียวกัน",0,,"2011-09-14 05:31:00 UTC","2011-11-02 03:00:00 UTC"
51,4,51,"3/30/1+4/102/1",0,,0,"ครอบครองเควส☆7・☆8・☆9ในเวลาเดียวกัน",0,,"2011-09-14 05:31:00 UTC","2011-11-02 03:00:00 UTC"
52,4,52,"3/38/1+4/109/1",0,,0,"ครอบครองรอสโซ่เลเวล 1",0,,"2011-09-14 05:31:00 UTC","2011-11-30 03:00:00 UTC"
53,4,53,"3/38/1+4/110/1",52,,0,"ครอบครองรอสโซ่เลเวล 3",0,,"2011-09-14 05:31:00 UTC","2011-11-30 03:00:00 UTC"
54,4,54,"3/38/1+2/59/1/2",53,,0,"ครอบครองรอสโซ่เลเวล 5",0,,"2011-09-14 05:31:00 UTC","2011-11-30 03:00:00 UTC"
55,4,55,"3/38/1+4/106/1",0,,0,"ครอบครองการ์ดภูตเห็ดเลเวล 1 จำนวน 3 ใบ",0,,"2011-09-14 05:31:00 UTC","2011-11-30 03:00:00 UTC"
56,4,56,"3/38/1+4/108/1+4/107/1",55,,0,"ครอบครองการ์ดกระต่ายขาวเลเวล 2 และมนุษย์สุนัขเลเวล 2 อย่างละ 3 ใบ",0,,"2011-09-14 05:31:00 UTC","2011-11-30 03:00:00 UTC"
57,4,57,"3/38/1+2/60/1/2",56,,0,"ครอบครองการ์ดกระต่ายยักษ์เลเวล 3, เทพสุนัขเลเวล 3 และมุสิกสีชาดเลเวล 3 อย่างละ 3 ใบ",0,,"2011-09-14 05:31:00 UTC","2011-11-30 03:00:00 UTC"
58,4,58,"3/38/1+3/39/1",0,,0,"พบเงื่อนไขที่ถูกซ่อนไว้",0,,"2011-09-14 05:31:00 UTC","2011-11-30 03:00:00 UTC"
59,4,59,"3/29/1+4/111/1",0,,0,"กำจัดครัมปส์",0,,"2011-09-14 05:31:00 UTC","2011-12-28 03:00:00 UTC"
60,4,60,"3/27/1+4/112/1",59,,0,"กำจัดครัมปส์ 3 ตัว",0,,"2011-09-14 05:31:00 UTC","2011-12-28 03:00:00 UTC"
61,4,61,"3/28/1+4/113/1",60,,0,"กำจัดครัมปส์ 5 ตัว",0,,"2011-09-14 05:31:00 UTC","2011-12-28 03:00:00 UTC"
62,4,62,"1/20004/1+4/114/1",61,,0,"กำจัดครัมปส์ 10 ตัว",0,,"2011-09-14 05:31:00 UTC","2011-12-28 03:00:00 UTC"
63,4,63,"1/10006/5+3/43/3",0,,0,"พบเงื่อนไขที่ถูกซ่อนไว้",0,,"2011-12-14 06:00:00 UTC","2011-12-28 03:00:00 UTC"
64,4,64,"1/10007/5+3/43/5",63,,0,"พบเงื่อนไขที่ถูกซ่อนไว้ 2",0,,"2011-12-14 06:00:00 UTC","2011-12-28 03:00:00 UTC"
65,4,65,"1/10008/5+3/43/10",64,,0,"พบเงื่อนไขที่ถูกซ่อนไว้ 3",0,,"2011-12-14 06:00:00 UTC","2011-12-28 03:00:00 UTC"
66,4,66,"2/99/1/0",0,,0,"ครอบครองการ์ดมิเลียน เลเวล 3",243,,"2012-02-15 06:00:00 UTC","2012-02-29 03:00:00 UTC"
67,4,67,"3/27/1",0,,0,"ทำการดูเอล 5 ครั้ง",0,,"2012-01-18 06:00:00 UTC","2012-02-01 03:00:00 UTC"
68,4,68,"4/124/1",67,,0,"ทำการดูเอล 10 ครั้ง",0,,"2012-01-18 06:00:00 UTC","2012-02-01 03:00:00 UTC"
69,4,69,"4/121/1",68,,0,"ทำการดูเอล 30 ครั้ง",0,,"2012-01-18 06:00:00 UTC","2012-02-01 03:00:00 UTC"
70,4,70,"2/24/1/0",69,,0,"ทำการดูเอล 60 ครั้ง",0,,"2012-01-18 06:00:00 UTC","2012-02-01 03:00:00 UTC"
71,4,71,"3/39/1",70,,0,"ทำการดูเอล 110 ครั้ง",0,,"2012-01-18 06:00:00 UTC","2012-02-01 03:00:00 UTC"
72,4,72,"3/24/1",0,,0,"พบเงื่อนไขที่ถูกซ่อนไว้",0,,"2012-01-18 06:00:00 UTC","2012-02-01 03:00:00 UTC"
73,1,73,"4/125/1",30,,0,"ชนะการดูเอล 3000 ครั้ง",3000,,"2011-09-14 05:31:00 UTC",
74,4,74,"2/102/1/0",0,,0,"ครอบครองการ์ดวอลเคน เลเวล 3",253,,"2012-02-01 06:00:00 UTC","2012-02-15 03:00:00 UTC"
75,4,75,"4/126/1+3/26/1",0,"79+83+87",0,"เคลียร์ [บัตรเชิญจากเชรี] 3 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
76,4,76,"4/127/1+3/17/1",75,,0,"เคลียร์ [บัตรเชิญจากเชรี] 8 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
77,4,77,"4/128/1+3/37/1",76,,0,"เคลียร์ [บัตรเชิญจากเชรี] 15 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
78,4,78,"2/57/1/0",77,,0,"เคลียร์ [บัตรเชิญจากเชรี] 30 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
79,4,79,"4/129/1+3/26/1",0,"75+83+87",0,"เคลียร์ [บัตรเชิญจากไอน์] 3 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
80,4,80,"4/130/1+3/17/1",79,,0,"เคลียร์ [บัตรเชิญจากไอน์] 8 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
81,4,81,"4/131/1+3/37/1",80,,0,"เคลียร์ [บัตรเชิญจากไอน์] 15 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
82,4,82,"2/60/1/0",81,,0,"เคลียร์ [บัตรเชิญจากไอน์] 30 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
83,4,83,"4/132/1+3/26/1",0,"75+79+87",0,"เคลียร์ [บัตรเชิญจากมาร์กรีต] 3 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
84,4,84,"4/133/1+3/17/1",83,,0,"เคลียร์ [บัตรเชิญจากมาร์กรีต] 8 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
85,4,85,"4/134/1+3/37/1",84,,0,"เคลียร์ [บัตรเชิญจากมาร์กรีต] 15 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
86,4,86,"2/69/1/0",85,,0,"เคลียร์ [บัตรเชิญจากมาร์กรีต] 30 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
87,4,87,"4/135/1+3/26/1",0,"75+79+83",0,"เคลียร์ [บัตรเชิญจากโดนิต้า] 3 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
88,4,88,"4/136/1+3/17/1",87,,0,"เคลียร์ [บัตรเชิญจากโดนิต้า] 8 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
89,4,89,"4/137/1+3/37/1",88,,0,"เคลียร์ [บัตรเชิญจากโดนิต้า] 15 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
90,4,90,"2/72/1/0",89,,0,"เคลียร์ [บัตรเชิญจากโดนิต้า] 30 ครั้ง",0,,"2012-02-08 06:00:00 UTC","2012-02-22 03:00:00 UTC"
91,4,91,"2/108/1/0",0,,0,"ครอบครองการ์ดพาลโม เลเวล 3",273,,"2012-02-29 06:00:00 UTC","2012-03-14 03:00:00 UTC"
92,4,92,"4/139/1+3/25/1",0,,0,"เคลียร์ [บัตรเชิญจากเอวาริสท์] 3 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
93,4,93,"4/140/1+3/21/1",92,,0,"เคลียร์ [บัตรเชิญจากเอวาริสท์] 8 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
94,4,94,"4/141/1+3/27/1",93,,0,"เคลียร์ [บัตรเชิญจากเอวาริสท์] 15 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
95,4,95,"2/27/1/0",94,,0,"เคลียร์ [บัตรเชิญจากเอวาริสท์] 30 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
96,4,96,"4/142/1+3/25/1",0,,0,"เคลียร์ [บัตรเชิญจากกรุนวัลด์] 3 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
97,4,97,"4/143/1+3/21/1",96,,0,"เคลียร์ [บัตรเชิญจากกรุนวัลด์] 8 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
98,4,98,"4/144/1+3/27/1",97,,0,"เคลียร์ [บัตรเชิญจากกรุนวัลด์] 15 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
99,4,99,"2/33/1/0",98,,0,"เคลียร์ [บัตรเชิญจากกรุนวัลด์] 30 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
100,4,100,"4/145/1+3/25/1",0,,0,"เคลียร์ [บัตรเชิญจากอาเบล] 3 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
101,4,101,"4/146/1+3/21/1",100,,0,"เคลียร์ [บัตรเชิญจากอาเบล] 8 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
102,4,102,"4/147/1+3/27/1",101,,0,"เคลียร์ [บัตรเชิญจากอาเบล] 15 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
103,4,103,"2/36/1/0",102,,0,"เคลียร์ [บัตรเชิญจากอาเบล] 30 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
104,4,104,"4/148/1+3/25/1",0,,0,"เคลียร์ [บัตรเชิญลึกลับ] 3 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
105,4,105,"4/149/1+3/21/1",104,,0,"เคลียร์ [บัตรเชิญลึกลับ] 8 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
106,4,106,"4/150/1+3/27/1",105,,0,"เคลียร์ [บัตรเชิญลึกลับ] 15 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
107,4,107,"4/151/1+3/42/1",106,,0,"เคลียร์ [บัตรเชิญลึกลับ] 30 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
108,4,108,"3/46/1",0,,0,"เคลียร์บัตรเชิญที่บันทึกทั้งหมด",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
109,4,109,"3/45/1",0,,0,"ชนะการดูเอล 5 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
110,4,110,"3/45/2",109,,0,"ชนะการดูเอล 10 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
111,4,111,"3/45/3",110,,0,"ชนะการดูเอล 25 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
112,4,112,"3/45/5",111,,0,"ชนะการดูเอล 50 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
113,4,113,"3/45/8",112,,0,"ชนะการดูเอล 100 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
114,4,114,"3/45/15",113,,0,"ชนะการดูเอล 200 ครั้ง",0,,"2012-03-07 04:00:00 UTC","2012-03-21 03:00:00 UTC"
115,4,115,"3/9/1/0",0,,0,"ครอบครองตั๋วโหวตความนิยมตัวละคร",0,,"2012-03-28 04:00:00 UTC","2012-04-04 03:00:00 UTC"
116,4,116,"2/111/1/0",0,,0,"ครอบครองการ์ดอาซูร่า เลเวล 3",283,,"2012-04-04 04:00:00 UTC","2012-04-18 03:00:00 UTC"
117,4,117,"4/158/1/0",0,,0,"สะสมชิ้นส่วนของหนังสือแห่งความลับทั้ง 7 ชนิด",0,,"2012-04-18 04:00:00 UTC","2012-05-02 03:00:00 UTC"
118,4,118,"3/157/1/0",0,,0,"ทำการดูเอล 50 ครั้ง",0,,"2012-04-18 04:00:00 UTC","2012-05-02 03:00:00 UTC"
119,4,119,"2/105/1/0",0,,0,"ครอบครองการ์ดฟลอเรนซ์ เลเวล 3",263,,"2012-05-02 04:00:00 UTC","2012-05-16 03:00:00 UTC"
120,4,120,"3/9/1/0",0,,0,"กำลังทำเควส [คนแคระแห่งหุบเขา] (ไม่สามารถลงเป็นบันทึกความสำเร็จ)",0,,"2012-05-16 04:00:00 UTC","2012-05-30 06:00:00 UTC"
121,4,121,"3/21/1/0",0,,0,"เคลียร์เควส [ขบวนพาเรดของคนแคระ] (1 แต้ม) 10 ครั้ง",0,,"2012-05-16 04:00:00 UTC","2012-05-30 03:00:00 UTC"
122,4,122,"3/38/1/0",0,,0,"เคลียร์เควส [ราชันย์หุบเขา] (5 แต้ม) 10 ครั้ง",0,,"2012-05-16 04:00:00 UTC","2012-05-30 03:00:00 UTC"
123,4,123,"1/10011/1/0",0,,0,"เคลียร์เควส [งานเฉลิมฉลองของคนแคระ] (10แต้ม) 10 ครั้ง",0,,"2012-05-16 04:00:00 UTC","2012-05-30 03:00:00 UTC"
124,4,124,"2/114/1/0",0,,0,"ครอบครองการ์ดบราวนิ่ง เลเวล 3",293,,"2012-05-30 04:00:00 UTC","2012-06-13 03:00:00 UTC"
125,4,125,"4/165/1+1/10006/1/0",0,130,0,"เคลียร์เควสเด็กสาวอมนุษย์ 3 ครั้ง",0,,"2012-06-06 04:00:00 UTC","2012-06-20 03:00:00 UTC"
126,4,126,"4/166/1+1/10007/1/0",125,,0,"เคลียร์เควสช่างเครื่องกล 8 ครั้ง",0,,"2012-06-06 04:00:00 UTC","2012-06-20 03:00:00 UTC"
127,4,127,"4/167/1+1/10008/1/0",126,,0,"เคลียร์เควสอมนุษย์ 15 ครั้ง",0,,"2012-06-06 04:00:00 UTC","2012-06-20 03:00:00 UTC"
128,4,128,"2/62/1/2+1/10010/1/0",127,,0,"เคลียร์เควสช่างหญิง 30 ครั้ง",0,,"2012-06-06 04:00:00 UTC","2012-06-20 03:00:00 UTC"
129,4,129,"2/61/1/2+3/39/1/0",128,,0,"เคลียร์เควสช่างเครื่องกล 50 ครั้ง",0,,"2012-06-06 04:00:00 UTC","2012-06-20 03:00:00 UTC"
130,4,130,"4/162/1+1/10006/1/0",0,125,0,"เคลียร์เควสช่างหญิง 3 ครั้ง",0,,"2012-06-06 04:00:00 UTC","2012-06-20 03:00:00 UTC"
131,4,131,"4/163/1+1/10007/1/0",130,,0,"เคลียร์เควสอมนุษย์ 8 ครั้ง",0,,"2012-06-06 04:00:00 UTC","2012-06-20 03:00:00 UTC"
132,4,132,"4/164/1+1/10008/1/0",131,,0,"เคลียร์เควสช่างเครื่องกล 15 ครั้ง",0,,"2012-06-06 04:00:00 UTC","2012-06-20 03:00:00 UTC"
133,4,133,"2/61/1/2+1/10009/1/0",132,,0,"เคลียร์เควสเด็กสาวอมนุษย์ 30 ครั้ง",0,,"2012-06-06 04:00:00 UTC","2012-06-20 03:00:00 UTC"
134,4,134,"2/62/1/2+3/39/1/0",133,,0,"เคลียร์เควสอมนุษย์ 50 ครั้ง",0,,"2012-06-06 04:00:00 UTC","2012-06-20 03:00:00 UTC"
135,4,135,"4/168/1+3/51/1/0",0,,0,"ทำการดูเอล 100 ครั้ง",0,,"2012-06-06 04:00:00 UTC","2012-06-20 03:00:00 UTC"
136,4,136,"4/169/1+4/170/1",35,,0,"กำจัดผู้พิทักษ์ปราสาทนิลกาฬ",0,"เคลียร์ [ปราสาทนิลกาฬ]","2012-06-20 04:00:00 UTC",
137,4,137,"3/39/1/0",0,,0,"ครอบครองการ์ดผู้พิทักษ์ปราสาทนิลกาฬ",0,,"2012-06-20 04:00:00 UTC","2012-07-04 03:00:00 UTC"
138,4,138,"1/10006/1/0",0,,0,"ทำการประลอง 10 ครั้งในอเล็กซานเดอร์",0,,"2012-06-27 04:00:00 UTC","2012-07-11 04:00:00 UTC"
139,4,139,"1/10007/1/0",138,,0,"ทำการประลอง 20 ครั้งในอเล็กซานเดอร์",0,,"2012-06-27 04:00:00 UTC","2012-07-11 04:00:00 UTC"
140,4,140,"1/10008/1/0",139,,0,"ทำการประลอง 30 ครั้งในอเล็กซานเดอร์",0,,"2012-06-27 04:00:00 UTC","2012-07-11 04:00:00 UTC"
141,4,141,"2/117/1/0",0,,0,"ครอบครองการ์ดมาร์เซอุส เลเวล 3",303,,"2012-07-04 04:00:00 UTC","2012-07-18 03:00:00 UTC"
142,4,142,"3/38/1+2/6/1/2",0,,0,"เคลียร์เควสอโคไลท์ 40 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
143,4,143,"2/120/1/0+2/14/1/2",142,,0,"เคลียร์เควสอโคไลท์ 60 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
144,4,144,"4/171/1+1/10006/1/0",0,150,0,"เคลียร์เควสของบลาว 4 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
145,4,145,"4/172/1+1/10007/1/0",144,,0,"เคลียร์เควสของบลาว 7 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
146,4,146,"4/173/1+1/10008/1/0",145,,0,"เคลียร์เควสของบลาว 9 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
147,4,147,"4/174/1+1/10009/1/0",146,,0,"เคลียร์เควสผู้ใช้คทา 15 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
148,4,148,"4/175/1+1/10010/1/0",147,,0,"เคลียร์เควสคุกปิศาจ 20 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
149,4,149,"4/176/1+3/39/1/0",148,,0,"เคลียร์เควสพื้นที่ร้าง 25 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
150,4,150,"4/174/1+1/10006/1/0",0,144,0,"เคลียร์รูทเควส 4 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
151,4,151,"4/175/1+1/10007/1/0",150,,0,"เคลียร์รูทเควส 7 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
152,4,152,"4/176/1+1/10008/1/0",151,,0,"เคลียร์รูทเควส 9 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
153,4,153,"4/171/1+1/10009/1/0",152,,0,"เคลียร์เควสนักมายากล 15 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
154,4,154,"4/172/1+1/10010/1/0",153,,0,"เคลียร์เควสผู้มาเยือน 20 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
155,4,155,"4/173/1+3/39/1/0",154,,0,"เคลียร์เควสห้องเตรียมตัว 25 ครั้ง",0,,"2012-07-18 04:00:00 UTC","2012-08-01 03:00:00 UTC"
156,4,156,"2/123/1/0",0,,0,"ครอบครองการ์ดลูคา เลเวล 3",323,,"2012-08-01 04:00:00 UTC","2012-08-15 03:00:00 UTC"
157,4,157,"3/2/1/0",0,,0,"เคลียร์อีเวนท์เควส 15 ครั้ง",0,,"2012-08-29 04:00:00 UTC","2012-09-12 03:00:00 UTC"
158,4,158,"3/38/1/0",157,,0,"เคลียร์อีเวนท์เควส 35 ครั้ง",0,,"2012-08-29 04:00:00 UTC","2012-09-12 03:00:00 UTC"
159,4,159,"3/21/1/0+4/180/1",158,,0,"เคลียร์อีเวนท์เควส 50 ครั้ง",0,,"2012-08-29 04:00:00 UTC","2012-09-12 03:00:00 UTC"
160,4,160,"4/177/1+1/10009/1/0",0,165,0,"เคลียร์เควส [เล็บที่ผิดรูป] 4 ครั้ง",0,,"2012-08-29 04:00:00 UTC","2012-09-12 03:00:00 UTC"
