"id","name","price","description","rm_item_type","item_id","num","order","state","image_url","tab","extra_id","view_frame","sale_type","deck_image_url","twd","hkd","usd","thb"
62,"Casual short (แดง)",65,"ทรงผมที่ให้ความรู้สึกอ่อนโยน",1,105,1,212,0,"chara_id1056.png",9,0,0,0,,60,15.67,1.6,65
63,"เพลิงพิสุทธิ์สีคราม",325,"ตั้งค่าผลการต่อสู้ของอวาตาร์ใหม่",0,40,1,132,0,"item_id040.png",9,0,0,0,,300,78.34,7.9,325
64,"เพลิงพิสุทธิ์สีชาด",325,"ตั้งค่าผลการ BP ของอวาตาร์ใหม่",0,41,1,133,0,"item_id041.png",9,0,0,0,,300,78.34,7.9,325
65,"ตู้ของแม่มด",162,"ขีดจำกัดระยะเวลาชุดอวาตาร์ที่มีอยู่ +10",0,42,1,131,0,"item_id042.png",9,0,0,0,,150,39.17,4,162
66,"Noble Long (ฟ้า)",65,"ผมตรงยาวที่ให้ความรู้สึกสุภาพเรียบร้อย",1,115,1,213,0,"chara_id1062.png",9,0,0,0,,60,15.67,1.6,65
67,"Noble Long (พีช)",65,"ผมตรงยาวที่ให้ความรู้สึกสุภาพเรีียบร้อย",1,116,1,214,0,"chara_id1063.png",9,0,0,0,,60,15.67,1.6,65
68,"Noble Long (ดำ)",65,"ผมตรงยาวที่ให้ความรู้สึกสุภาพเรียบร้้อย",1,117,1,215,0,"chara_id1067.png",9,0,0,0,,60,15.67,1.6,65
69,"Long (บลอนด์)",65,"ผมยาวธรรมดา",1,118,1,216,0,"chara_id1070.png",9,0,0,0,,60,15.67,1.6,65
70,"Long (แดง)",65,"ผมยาวธรรมดา",1,119,1,217,0,"chara_id1076.png",9,0,0,0,,60,15.67,1.6,65
71,"Long (น้ำตาล)",65,"ผมยาวธรรมดา",1,120,1,218,0,"chara_id1078.png",9,0,0,0,,60,15.67,1.6,65
72,"ชุดปีใหม่ (เขียว)",65,"ชุดที่ตัดขึ้นเพื่อเป็นที่ระลึกวันปีใหม่",1,122,1,219,0,"chara_id2000.png",9,0,0,0,,60,15.67,1.6,65
73,"ชุดปีใหม่ (ม่วง)",65,"ชุดที่ตัดขึ้นเพื่อเป็นที่ระลึกวันปีใหม่",1,123,1,220,0,"chara_id2001.png",9,0,0,0,,60,15.67,1.6,65
74,"มิเลียน",586,"เดิมสังกัดกองทหารแขนเดียว เคลื่อนไหวพร้อมกับรอสโซ่",4,241,1,4,0,"chara_id241.png",10,0,0,0,,540,141.01,14.3,586
75,"ใบอนุญาตผ่าน ExAnemonea 1",113,"สำรวจอาณาเขตลับใน Anemonea (0 นาที) จำนวน 5 ใบ",0,47,5,127,0,"item_id047_5.png",6,0,0,0,,105,27.42,2.8,113
76,"ใบอนุญาตผ่าน ExAnemonea 2",146,"สำรวจอาณาเขตลับใน Anemonea (2 ชั่วโมง) จำนวน 5 ใบ",0,48,5,128,0,"item_id048_5.png",6,0,0,0,,135,35.25,3.6,146
77,"ใบอนุญาตผ่าน ExAnemonea 3",211,"สำรวจอาณาเขตลับใน Anemonea (3 วัน) จำนวน 5 ใบ",0,49,5,129,0,"item_id049_5.png",6,0,0,0,,195,50.92,5.2,211
78,"ดวงตราพญายม",99999,"ไอเท็มของแถม",4,10011,1,99,0,"item_id003.png",10,0,0,0,,99999,99999,2641.3,99999
79,"ดวงตราพญายม x2",99999,"ไอเท็มของแถม",4,10011,2,99,0,"item_id003.png",10,0,0,0,,99999,99999,2641.3,99999
80,"ชุดเควส A",113,"ชุดเควสพิเศษ ยาเสน่ห์ของแม่มด x2, นาฬิกาทรายใหญ่ x3, ยาอายุวัฒนะ x2",0,3,2,180,1,"item_set_b000.png",1,81,0,0,,105,27.42,2.8,113
81,"นาฬิกาทรายใหญ่ x3",99999,"จำหน่ายเป็นชุด",0,12,3,999,0,"item_id012.png",10,82,0,0,,99999,99999,2641.3,99999
82,"ยาอายุวัฒนะ x2",99999,"จำหน่ายเป็นชุด",0,17,2,999,0,"item_id013.png",10,0,0,0,,99999,99999,2641.3,99999
83,"ชุดเควส B",211,"ชุดเควสพิเศษ ยาเสน่ห์ของแม่มด x2, นาฬิกาทรายใหญ่ x3, ยาอายุวัฒนะ x2, สารสกัดพิเศษจากเห็ด, ชิ้นส่วนอวาตาร์",0,3,2,181,1,"item_set_b001.png",1,155,0,0,,195,50.92,5.2,211
84,"นาฬิกาทรายใหญ่ x3",99999,"จำหน่ายเป็นชุด",0,12,3,999,0,"item_id012.png",10,86,0,0,,99999,99999,2641.3,99999
85,"มินิแฮ็ท (ขาว)",99999,"จำหน่ายเป็นชุด",1,199,1,99,0,"item_id003.png",10,0,0,0,,99999,99999,2641.3,99999
86,"เข็มทิศภูต x2",99999,"จำหน่ายเป็นชุด",0,24,2,999,0,"item_id023.png",10,87,0,0,,99999,99999,2641.3,99999
87,"สารสกัดพิเศษจากเห็ด",99999,"จำหน่ายเป็นชุด",0,38,1,999,0,"item_id023.png",10,88,0,0,,99999,99999,2641.3,99999
88,"ยาอายุวัฒนะ x2",99999,"จำหน่ายเป็นชุด",0,17,2,999,0,"item_id013.png",10,0,0,0,,99999,99999,2641.3,99999
89,"ชุดดูเอล A",113,"ชุดดูเอลพิเศษ ยาเสน่ห์ของแม่มด, ลักกี้โคลเวอร์ x3, ไวท์เฮลธ์ 5x3",0,3,1,190,1,"item_set_a000.png",2,90,0,0,,105,27.42,2.8,113
90,"ลักกี้โคลเวอร์ x3",99999,"จำหน่ายเป็นชุด",0,4,3,999,0,"item_id004.png",10,91,0,0,,99999,99999,2641.3,99999
91,"ไวท์เฮลธ์ 5x3",99999,"จำหน่ายเป็นชุด",0,7,3,999,0,"item_id007.png",10,0,0,0,,99999,99999,2641.3,99999
92,"ชุดดูเอล B",211,"ชุดดูเอลพิเศษ สารสกัดพิเศษจากเห็ด, ลักกี้โคลเวอร์ x5, ไวท์เฮลธ์ 5x3, สคิปสตาร์ x3, มินิแฮ็ทสีดำ(เฉพาะตอนที่ซื้อครั้งแรก)",0,4,5,191,1,"item_set_a001.png",2,154,0,0,,195,50.92,5.2,211
93,"มินิแฮ็ท (ดำ)",99999,"จำหน่ายเป็นชุด",1,198,1,99,0,"item_id004.png",10,0,0,0,,99999,99999,2641.3,99999
94,"ไวท์เฮลธ์ 5x3",99999,"จำหน่ายเป็นชุด",0,7,3,999,0,"item_id007.png",10,95,0,0,,99999,99999,2641.3,99999
95,"สคิป สตาร์ x3",99999,"จำหน่ายเป็นชุด",0,8,3,999,0,"item_id008.png",10,96,0,0,,99999,99999,2641.3,99999
96,"สารสกัดพิเศษจากเห็ด",99999,"จำหน่ายเป็นชุด",0,38,1,999,0,"item_id023.png",10,0,0,0,,99999,99999,2641.3,99999
97,"ใบอนุญาตผ่าน ExAngelLand 1 x5",130,"สำรวจอาณาเขตลับใน AngelLand (0 นาที) จำนวน 5 ใบ",0,66,5,105,1,"item_id066_5.png",6,0,0,0,,120,31.34,3.2,130
98,"ใบอนุญาตผ่าน ExAngelLand 2 x5",162,"สำรวจอาณาเขตลับใน AngelLand (2 ชั่วโมง) จำนวน 5 ใบ",0,67,5,106,1,"item_id067_5.png",6,0,0,0,,150,39.17,4,162
99,"ใบอนุญาตผ่าน ExAngelLand 3 x5",227,"สำรวจอาณาเขตลับใน AngelLand (3 วัน) จำนวน 5 ใบ",0,68,5,107,1,"item_id068_5.png",6,0,0,0,,210,54.84,5.5,227
100,"ชุดสำรับ 1",325,"สามารถครอบครองสำรับเลเวล 21 ได้รับการ์ดต่อไปนี้: เอวาริสท์ เลเวล 4, กรุนวัลด์ เลเวล 4, อาเบล เลเวล 4",5,114060,1,0,1,"item_deck_a000.png",10,101,1,0,"item_c_k000.swf",300,78.34,7.9,325
101,"เอวาริสท์ เลเวล 4",99999,"จำหน่ายเป็นชุด",4,4,1,0,0,"chara_id241.png",10,102,0,0,,99999,99999,2641.3,99999
102,"กรุนวัลด์ เลเวล 4",99999,"จำหน่ายเป็นชุด",4,24,1,0,0,"item_id003.png",10,103,0,0,,99999,99999,2641.3,99999
103,"อาเบล เลเวล 4",99999,"จำหน่ายเป็นชุด",4,34,1,0,0,"item_id003.png",10,0,0,0,,99999,99999,2641.3,99999
104,"ชุดสำรับ 2",977,"สามารถครอบครองสำรับเลเวล 21 และได้รับการ์ดต่อไปนี้: เจด เลเวล 3, โครนิก เลเวล 3, เร้ดเกรฟ เลเวล 3, ชานส์การ์ด 3x2, พิเศษ 3x2, พิเศษ 2x6, พิเศษ 1/โล่ 1x6, ป้องกัน 3x2",5,114060,1,0,1,"item_deck_a001.png",10,105,2,0,"item_c_k000.swf",900,235.02,23.8,977
105,"โครนิก เลเวล 3",99999,"จำหน่ายเป็นชุด",4,53,1,0,0,"chara_id241.png",10,106,0,0,,99999,99999,2641.3,99999
106,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,28,1,0,0,"item_id003.png",10,107,0,0,,99999,99999,2641.3,99999
107,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,28,1,0,0,"item_id003.png",10,108,0,0,,99999,99999,2641.3,99999
108,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,28,1,0,0,"item_id003.png",10,109,0,0,,99999,99999,2641.3,99999
109,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,28,1,0,0,"item_id003.png",10,110,0,0,,99999,99999,2641.3,99999
110,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,28,1,0,0,"item_id003.png",10,111,0,0,,99999,99999,2641.3,99999
111,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,28,1,0,0,"item_id003.png",10,112,0,0,,99999,99999,2641.3,99999
112,"เจด เลเวล 3",99999,"จำหน่ายเป็นชุด",4,63,1,0,0,"chara_id241.png",10,113,0,0,,99999,99999,2641.3,99999
113,"ชานส์การ์ด 4",99999,"จำหน่ายเป็นชุด",2,34,1,0,0,"item_id003.png",10,114,0,0,,99999,99999,2641.3,99999
114,"พิเศษ 3",99999,"จำหน่ายเป็นชุด",2,29,1,0,0,"item_id003.png",10,115,0,0,,99999,99999,2641.3,99999
115,"ป้องกัน 3",99999,"จำหน่ายเป็นชุด",2,19,1,0,0,"item_id003.png",10,116,0,0,,99999,99999,2641.3,99999
116,"พิเศษ 1/โล่ 1",99999,"จำหน่ายเป็นชุด",2,56,1,0,0,"item_id003.png",10,117,0,0,,99999,99999,2641.3,99999
117,"พิเศษ 1/โล่ 1",99999,"จำหน่ายเป็นชุด",2,56,1,0,0,"item_id003.png",10,118,0,0,,99999,99999,2641.3,99999
118,"พิเศษ 1/โล่ 1",99999,"จำหน่ายเป็นชุด",2,56,1,0,0,"item_id003.png",10,119,0,0,,99999,99999,2641.3,99999
119,"เร้ดเกรฟ เลเวล 3",99999,"จำหน่ายเป็นชุด",4,223,1,0,0,"chara_id241.png",10,120,0,0,,99999,99999,2641.3,99999
120,"ชานส์การ์ด 4",99999,"จำหน่ายเป็นชุด",2,34,1,0,0,"item_id003.png",10,121,0,0,,99999,99999,2641.3,99999
121,"พิเศษ 3",99999,"จำหน่ายเป็นชุด",2,29,1,0,0,"item_id003.png",10,122,0,0,,99999,99999,2641.3,99999
122,"พิเศษ 3",99999,"จำหน่ายเป็นชุด",2,19,1,0,0,"item_id003.png",10,123,0,0,,99999,99999,2641.3,99999
123,"พิเศษ 1/โล่ 1",99999,"จำหน่ายเป็นชุด",2,56,1,0,0,"item_id003.png",10,124,0,0,,99999,99999,2641.3,99999
124,"พิเศษ 1/โล่ 1",99999,"จำหน่ายเป็นชุด",2,56,1,0,0,"item_id003.png",10,125,0,0,,99999,99999,2641.3,99999
125,"พิเศษ 1/โล่ 1",99999,"จำหน่ายเป็นชุด",2,56,1,0,0,"item_id003.png",10,0,0,0,,99999,99999,2641.3,99999
126,"ชุดสำรับ 3",1954,"สามารถครอบครองสำรับเลเวล 31และได้รับการ์ดต่อไปนี้: เจด เลเวล 5, โครนิก เลเวล 5, เร้ดเกรฟ เลเวล 5, ชานส์การ์ด 4, ชานส์การ์ด 3, พิเศษ 3x4, พิเศษ 2x6, พิเศษ 1/โล่ 1x5",5,551060,1,0,1,"item_deck_a002.png",10,127,3,0,"item_c_k000.swf",1800,470.04,47.5,1954
127,"โครนิก เลเวล 5",99999,"จำหน่ายเป็นชุด",4,55,1,0,0,"chara_id241.png",10,128,0,0,,99999,99999,2641.3,99999
128,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,28,1,0,0,"item_id003.png",10,129,0,0,,99999,99999,2641.3,99999
129,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,28,1,0,0,"item_id003.png",10,130,0,0,,99999,99999,2641.3,99999
130,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,29,1,0,0,"item_id003.png",10,131,0,0,,99999,99999,2641.3,99999
131,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,28,1,0,0,"item_id003.png",10,132,0,0,,99999,99999,2641.3,99999
132,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,28,1,0,0,"item_id003.png",10,133,0,0,,99999,99999,2641.3,99999
133,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,28,1,0,0,"item_id003.png",10,134,0,0,,99999,99999,2641.3,99999
134,"เจด เลเวล 5",99999,"จำหน่ายเป็นชุด",4,65,1,0,0,"chara_id241.png",10,135,0,0,,99999,99999,2641.3,99999
135,"ชานส์การ์ด 4",99999,"จำหน่ายเป็นชุด",2,35,1,0,0,"item_id003.png",10,136,0,0,,99999,99999,2641.3,99999
136,"พิเศษ 3",99999,"จำหน่ายเป็นชุด",2,29,1,0,0,"item_id003.png",10,137,0,0,,99999,99999,2641.3,99999
137,"เคลื่อนย้าย 3",99999,"จำหน่ายเป็นชุด",2,24,1,0,0,"item_id003.png",10,138,0,0,,99999,99999,2641.3,99999
138,"พิเศษ 2",99999,"จำหน่ายเป็นชุด",2,28,1,0,0,"item_id003.png",10,139,0,0,,99999,99999,2641.3,99999
139,"พิเศษ 1/โล่ 1",99999,"จำหน่ายเป็นชุด",2,56,1,0,0,"item_id003.png",10,140,0,0,,99999,99999,2641.3,99999
140,"พิเศษ 1/โล่ 1",99999,"จำหน่ายเป็นชุด",2,56,1,0,0,"item_id003.png",10,141,0,0,,99999,99999,2641.3,99999
141,"เร้ดเกรฟ เลเวล 5",99999,"จำหน่ายเป็นชุด",4,225,1,0,0,"chara_id241.png",10,142,0,0,,99999,99999,2641.3,99999
142,"ชานส์การ์ด 3",99999,"จำหน่ายเป็นชุด",2,34,1,0,0,"item_id003.png",10,143,0,0,,99999,99999,2641.3,99999
143,"พิเศษ 3",99999,"จำหน่ายเป็นชุด",2,29,1,0,0,"item_id003.png",10,144,0,0,,99999,99999,2641.3,99999
144,"พิเศษ 3",99999,"จำหน่ายเป็นชุด",2,29,1,0,0,"item_id003.png",10,145,0,0,,99999,99999,2641.3,99999
