"id","name","price","price","description","rm_item_type","item_id","num","order","state","image_url","tab","extra_id","view_frame","sale_type","deck_image_url"
108,"특수2",99999,99999,"세트 판매용",2,28,1,0,0,"item_id003.png",10,109,0,0,
109,"특수2",99999,99999,"세트 판매용",2,28,1,0,0,"item_id003.png",10,110,0,0,
110,"특수2",99999,99999,"세트 판매용",2,28,1,0,0,"item_id003.png",10,111,0,0,
111,"특수2",99999,99999,"세트 판매용",2,28,1,0,0,"item_id003.png",10,112,0,0,
112,"제드Lv3",99999,99999,"세트 판매용",4,63,1,0,0,"chara_id241.png",10,113,0,0,
113,"클로버 카드4",99999,99999,"세트 판매용",2,34,1,0,0,"item_id003.png",10,114,0,0,
114,"특수3",99999,99999,"세트 판매용",2,29,1,0,0,"item_id003.png",10,115,0,0,
115,"방어3",99999,99999,"세트 판매용",2,19,1,0,0,"item_id003.png",10,116,0,0,
116,"특수1・방어1",99999,99999,"세트 판매용",2,56,1,0,0,"item_id003.png",10,117,0,0,
117,"특수1・방어1",99999,99999,"세트 판매용",2,56,1,0,0,"item_id003.png",10,118,0,0,
118,"특수1・방어1",99999,99999,"세트 판매용",2,56,1,0,0,"item_id003.png",10,119,0,0,
119,"레드그레이브Lv3",99999,99999,"세트 판매용",4,223,1,0,0,"chara_id241.png",10,120,0,0,
120,"클로버 카드4",99999,99999,"세트 판매용",2,34,1,0,0,"item_id003.png",10,121,0,0,
121,"특수3",99999,99999,"세트 판매용",2,29,1,0,0,"item_id003.png",10,122,0,0,
122,"방어3",99999,99999,"세트 판매용",2,19,1,0,0,"item_id003.png",10,123,0,0,
123,"특수1・방어1",99999,99999,"세트 판매용",2,56,1,0,0,"item_id003.png",10,124,0,0,
124,"특수1・방어1",99999,99999,"세트 판매용",2,56,1,0,0,"item_id003.png",10,125,0,0,
125,"특수1・방어1",99999,99999,"세트 판매용",2,56,1,0,0,"item_id003.png",10,0,0,0,
126,"덱 세트 3",10000,800,"Lv31의 덱과 아래의 카드를 입수할 수 있습니다　　제드Lv5　크레니히Lv5　레드그레이브Lv5　클로버 카드4　클로버 카드3　이동3　특수3x4 특수2ｘ6　특수1・방어1x5",5,551060,1,0,1,"item_deck_a002.png",10,127,3,0,"item_c_k000.swf"
127,"크레니히Lv5",99999,99999,"세트 판매용",4,55,1,0,0,"chara_id241.png",10,128,0,0,
128,"특수2",99999,99999,"세트 판매용",2,28,1,0,0,"item_id003.png",10,129,0,0,
129,"특수2",99999,99999,"세트 판매용",2,28,1,0,0,"item_id003.png",10,130,0,0,
130,"특수3",99999,99999,"세트 판매용",2,29,1,0,0,"item_id003.png",10,131,0,0,
131,"특수2",99999,99999,"세트 판매용",2,28,1,0,0,"item_id003.png",10,132,0,0,
132,"특수2",99999,99999,"세트 판매용",2,28,1,0,0,"item_id003.png",10,133,0,0,
133,"특수2",99999,99999,"세트 판매용",2,28,1,0,0,"item_id003.png",10,134,0,0,
134,"제드Lv5",99999,99999,"세트 판매용",4,65,1,0,0,"chara_id241.png",10,135,0,0,
135,"클로버 카드4",99999,99999,"세트 판매용",2,35,1,0,0,"item_id003.png",10,136,0,0,
136,"특수3",99999,99999,"세트 판매용",2,29,1,0,0,"item_id003.png",10,137,0,0,
137,"이동3",99999,99999,"세트 판매용",2,24,1,0,0,"item_id003.png",10,138,0,0,
138,"특수2",99999,99999,"세트 판매용",2,28,1,0,0,"item_id003.png",10,139,0,0,
139,"특수1・방어1",99999,99999,"세트 판매용",2,56,1,0,0,"item_id003.png",10,140,0,0,
140,"특수1・방어1",99999,99999,"세트 판매용",2,56,1,0,0,"item_id003.png",10,141,0,0,
141,"레드그레이브Lv5",99999,99999,"세트 판매용",4,225,1,0,0,"chara_id241.png",10,142,0,0,
142,"클로버 카드3",99999,99999,"세트 판매용",2,34,1,0,0,"item_id003.png",10,143,0,0,
143,"특수3",99999,99999,"세트 판매용",2,29,1,0,0,"item_id003.png",10,144,0,0,
144,"특수3",99999,99999,"세트 판매용",2,29,1,0,0,"item_id003.png",10,145,0,0,
145,"특수1・방어1",99999,99999,"세트 판매용",2,56,1,0,0,"item_id003.png",10,146,0,0,
146,"특수1・방어1",99999,99999,"세트 판매용",2,56,1,0,0,"item_id003.png",10,147,0,0,
147,"특수1・방어1",99999,99999,"세트 판매용",2,56,1,0,0,"item_id003.png",10,0,0,0,
148,"모란의 머리장식（청）",99999,99999,"세트 판매용",1,202,1,99,0,"item_id013.png",10,86,0,0,
149,"모란의 머리장식（백）",99999,99999,"세트 판매용",1,203,1,31,0,"item_id004.png",10,94,0,0,
150,"롱 실크 드레스（청）",300,24,"슬릿이 깊게 파인 드레스",1,205,1,0,1,"chara_id2002.png",9,0,0,0,
151,"롱 실크 드레스（흑）",300,24,"슬릿이 깊게 파인 드레스",1,206,1,1,1,"chara_id2003.png",9,0,0,0,
152,"실크 펌프스（청）",300,24,"드레스에 어울리는 구두",1,208,1,2,1,"chara_id6000.png",9,0,0,0,
153,"실크 펌프스（흑）",300,24,"드레스에 어울리는 구두",1,209,1,3,1,"chara_id6001.png",9,0,0,0,
154,"티켓*1",100,10,"레어카드 티켓 (다크룸 전용)",0,9,1,0,0,"item_id009_1.png",7,0,0,0,
155,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
156,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
157,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
158,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
159,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
160,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
161,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
162,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
163,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
164,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
165,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
166,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
167,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
168,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
169,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
170,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
171,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
172,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
173,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
174,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
175,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
176,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
177,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
178,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
179,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
180,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
181,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
182,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
183,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
184,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
185,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
186,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
187,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
188,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
189,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
190,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
191,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
192,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
193,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
194,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
195,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
196,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
197,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
198,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
199,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
200,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
201,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
202,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
203,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
204,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
205,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
206,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
207,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
208,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
209,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
210,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
211,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
212,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
213,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
214,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
215,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
216,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
217,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
218,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
219,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
220,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
221,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
222,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
223,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
224,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
225,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
226,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
227,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
228,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
229,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
230,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
231,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
232,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
233,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
234,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
235,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
236,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
237,"dummy",0,0,"dummy",0,6,1,0,2,"item_id003.png",10,0,0,0,
