"id","content"
62,"No greetings necessary. Just fight."
63,"Show me your swordcraft."
64,"Everything is controlled by nothingness. I will make an offering of you."
65,"I want to show you what I've seen."
66,"If everything ends, then it will all begin anew. I won't let you get in the way."
67,"I don't have time to deal with your foolishness."
68,"I will guide this lost ghost to the afterlife."
69,"What do we fight for? For the world? Or for ourselves?"
70,"Sorry but I don't have time to apologize for injustices past."
71,"To me, the world's secret is existence itself."
72,"Doctor, I thought I'd never see you again."
73,"I won't forgive you."
74,"You don't look so good."
75,"I'll show you the power of a divine beast."
76,"My divine beasts never lose."
77,"Sprout, out of my way! I don't want to fight with you."
78,"Sorry but don't interrupt me now."
79,"This is a good chance to experience a Mechanical Soldier's strength."
80,"I am prepared to accept my fate at last."
81,"Now that you have seen me, I cannot allow you to continue living."
82,"Ominous flower. Let us settle this."
83,"I don't have time to waste on you, brat."
84,"As if such as you could comprehend my true intent."
85,"I would have you demonstrate these renowned fencing skills I hear about."
86,"I won't go easy on you, Asura."
87,"I'll show you no mercy."
88,"There's something I have to protect at all cost!"
89,"Captain, please stand back."
90,"I didn't think I'd ever see you again, Florence."
91,"You've been plotting, haven't you Asura?"
92,"Stubborn woman, I'll finish you by my own hand."
93,"Tsk, looks like things got messy."
94,"Sorry, but could you perhaps fight someone else?"
95,"When the heavens align we will be vindicated!"
96,"The shining Empire will rule all!"
97,"You and I are not so different. If only..."
98,"My, you're an incorrigible fellow. Let's finish this."
99,"You must overcome your fears."
100,"We are beyond petty mercy."
101,"The evening's entertainment looks to be commencing!"
102,"Flowers are beautiful because they are short lived."
103,"I wonder if there's any meaning to this fight."
104,"This too is fated. Let's enjoy the game!"
105,"The scent of flowers invigorates the spirit. It would be even better if you have talent."
106,"Those who live by the sword, die bye the sword. That's all there is to it!"
107,"This unending conflict has changed the world."
108,"Whatever thoughts or ideas you have will pop and vanish like a bubble if you lose."
109,"Even if I have no reason to fight, I still seek victory."
110,"The victor is the last one standing."
111,"Sorry but you'll be dying for me here. Don't struggle."
112,"Bring it on, if you want to die."
113,"I can't afford to lose here, no matter what."
114,"Sorry about your senseless death. I won't be pulling any punches!"
115,"If you underestimate my power you will pay with pain."
116,"Blood for blood."
117,"I'm not afraid of death, at last I'll get some peace."
118,"You have no idea how much life irritates me..."
119,"Death is not the end... right?"
120,"Death is light. The last light that shines in this dark world."
121,"Do you actually think you can win against me with moves like that?"
122,"You're about to experience some advanced fencing!"
123,"Don't worry I'll give you a fair fight."
124,"I'm used to troublemakers. Bring it!"
125,"Eternal war, that's what I want!"
126,"Here it comes, think you're ready?"
127,"Another bothersome encounter."
128,"No need to brag, just have to fight."
129,"I can't allow this to be the end. Here I go!"
130,"I still have things to do. Nothing personal!"
131,"Have you seen it? That dark world..."
132,"Is this a dream or reality? Huh, I guess it doesn't matter."
133,"All my wishes come true. Be careful!"
134,"It's not my fault... It's just..."
135,"Could you just leave me alone?"
136,"You know I can't lose. It's just fate."
137,"Nobody can escape their fate. Except me, anyway."
138,"You know I've already beaten you over and over, right?"
139,"If you're disappointed by life, best not to fight it eh?"
140,"You really think you want to see me in action?"
141,"Go ahead kid, draw your sword."
142,"Don't do something you'll regret unless you'll have time to regret it."
143,"If you want to live any longer you'll have to defeat me first."
144,"Stop and think. Do you really have any chance of winning here?"
145,"Your actions, good or bad, will follow you through life."
146,""
147,""
148,""
149,""
150,""
151,"It's judgment time. Don't worry, you'll only suffer a moment."
152,"You shall rot in my light."
153,"At least let's end this painlessly."
154,"No matter the sacrifice, my defense will be absolute."
155,"You have some hopes for the outcome of this fight? Regardless..."
156,"My blood will cost you."
157,"Hey Rob, it's dinnertime!"
158,"No need to be afraid, you'll die one day anyway."
159,"You need motivation? I'll give you as much as you need!"
160,"Ok you can relax now, you're about to die."
161,"Good or bad, your actions will be rewarded in kind."
162,"I fight for my mission. What is your reason for fighting?"
163,"I don't have time for this. Don't get in my way!"
164,"I'll have you put back anything you've misappropriated."
165,"It's not too late, there's still a future I must protect."
166,"I will not be merciful. Prepare yourself."
167,"There are times when sympathy can be harmful."
168,"My blade grows dull."
169,"This is not where I will die."
170,"You will face a darkness... A darker darkness than death itself."
171,"I will be your opponent. Come at me!"
172,"Time for some some fun!"
173,"When I cut you it will hurt. And then you die!"
174,"This is a battle you cannot escape."
175,"It doesn't matter what I say here, this is probably going to end in a fight."
176,"Well well... I hope this will be a useful experiment."
177,"Show me something interesting!"
178,"How many of this world's mysteries do you know?"
179,"This is a waste of time. Allow me to end it quickly."
180,"This isn't a fate you can reverse, you know."
181,"We shall have an excellent time together."
182,"The darkness will devour all. So..."
183,"It's only ok if you can keep fighting."
184,"Everything comes to an end. Can we do this painlessly?"
185,"Do you know true darkness? I do..."
186,"I will show no mercy if you stand in my way."
187,"As if I could give up, in a place like this!"
188,"There's something I just have to do, no matter what!"
189,"Don't look down on me because I'm a kid!"
190,"I just have to fight!"
191,"Don't you just love the sweet smell of a cold grave?"
192,"Will you too show me your death?"
193,"Die, and serve me forever."
194,"Tee hee, smells like death."
195,"I really would have loved everyone to die for me..."
196,"I'm in quite a hurry, I don't have time to play games with an idiot like you."
197,"Looks like a pretty interesting fight."
198,"You're interfering with my studies. Clear off!"
199,"It's not bad to exercise once in a while."
200,"I need you for my research. Die already!"
201,"Situation green. Proceed to eliminate the enemy."
202,"I'm going to win this match for the glory of Aurora Company!"
203,"For royal justice, I will continue to fight!"
204,"Nobody may besmirch the Kingdom's honor!"
205,"I would give my life for honor."
206,"Fate deals you cards, but it's up to you to use them."
207,"Do I need to teach you how to play too?"
208,"Luck flows, just try to go with it."
209,"In any game there is good luck and there is bad luck, but by the end of the game everything is balances."
210,"There are many paths to choose, but you only have one future."
211,"Incompetent clowns really displease me."
212,"Go away you filthy barbarian!"
213,"Looks like you really want to be sliced apart by my wires."
214,"Only Redgrave may control the world."
215,"I have already made my arrangements."
216,"This one observes the whole world, without omission."
217,"That power only remains to humans. This one will dispose of it responsibly."
218,"Retaliation shall be equal in strength."
219,"Stand clear, ignorant human."
220,"This one is charged with protecting this world. You may not interfere."
221,"The fire will burn everything. Everything."
222,"It would be so nice if this was an actual challenge."
223,"It would be so nice if this was an actual challenge."
224,"I just incinerated everything. Prepare yourself!"
225,"Leave me, I will be free of this!"
226,"Everything is controlled by nothingness. I will make an offering of you."
227,"Everything is weak before this force."
228,"You will regret our encounter."
229,"Even if I turn the whole world against me, there's something I must do."
230,"I will fight to the end, wherever that may be."
231,"What do we fight for? For the world? Or for ourselves?"
232,"People mimic machines, machines mimic people."
233,"It appears this world will be a fascinating experience."
234,"You cannot create something without destroying something."
235,"I just remembered. Everything!"
236,"There's something I have to protect at all cost!"
237,"Kingdom of Lubiona, Aurora Company, Florence! Reporting!"
238,"You are about to feel the power of an Armor Hunter!"
239,"Understood, exterminate all hostiles."
240,"I'm not afraid to die!"
241,"I'll show you what holy beasts can do!"
242,"My holy beasts absolutely cannot lose!"
243,"I will protect everyone with my power."
244,"Out of the way! I really don't want to hurt anyone!"
245,"Sylph! Don't hold back!"
246,"I am prepared to accept my fate at last."
247,"Now that you have seen me, I cannot allow you to continue living."
248,"Light cannot exist without shadow."
249,"My techniques cannot be anticipated."
250,"I can't die a pawn in some ruler's scheme."
251,"Tsk, looks like things got messy."
252,"Sorry, but could you perhaps fight someone else?"
253,"Looks like you chose the wrong side!"
254,"I'm hate these fight scenes but it looks like there's no other way."
255,"I'll have to charge extra for this..."
256,"When the heavens align we will be vindicated!"
257,"The shining Empire will rule all!"
258,"The world's suffering is our own suffering. It must be healed."
259,"People suffer because they have hope. You should give up your hope."
260,"Aimless dead, decay to nothing."
261,"The evening's entertainment looks to be commencing!"
262,"Flowers are beautiful because they are short lived."
263,"I wonder if there's any meaning to this fight."
264,"This too is fated. Let's enjoy the game!"
265,"The scent of flowers invigorates the spirit. It would be even better if you have talent."
266,"Young one, acknowledging your betters also requires courage."
267,"You really want me to cut you down don't you?"
268,"Will you taste the blade of an old fool?"
269,"I will show you the forbidden techniques I have acquired through the years."
270,"It's not over until I'm dead. I will protect the future!"
271,"Do you really think you can defeat me, Izac?"
272,"Even the most painful memories are still a distant past."
273,"Time passes, wherever you are."
274,"Let's finish everything here."
275,"I never though I would meet you."
276,"This won't go the same way as last time, Friedrich."
277,"We should have ended this last time."
278,"So we've both changed?"
279,"Show me a Custode's true strength."
280,"Why don't we have a quick match, Eva?"
281,"You're obsessed with death, Grunwald."
282,"Looks like I just can't get rid of you."
283,"You're just as thoughtless as you ever were."
284,"I can see where you're aiming. You're going to miss."
285,"I'm owe you a debt. Time to pay it back!"
286,"I'm going to take to you down, Blaise."
287,"So you've learned a thing or two since we last met, Bernhard?"
288,"I'll show you the skills you taught me."
289,"I've run into a difficult woman, now!"
290,"Looks like we're fighting then."
291,"I'll enjoy this! I always wanted to take you on."
292,"I have no need of sentiments such as [nostalgia]."
293,"I like it here more than anywhere else in the world."
294,"Have we met before?"
295,"I'm obsessed with death? I guess we have that in common."
296,"In the end the only thing you'll find in battle is death."
297,"Woman who brings death... You are going down."
298,"In the end we are all obsessed with death."
299,"Come at me, Evarist!"
300,"You'll never change. A bout for old times' sake!"
301,"Which of us is stronger, let's decide once more."
302,"Shall we go a round, Leon?"
303,"Well, well... Can't believe I'm seeing you here, Jead."
304,"My sword will best your gun."
305,"I cannot be killed by you, Blaise."
306,"I'll not lose to the likes of you."
307,"I'll allow you to test my strength."
308,"I can see through your attacks."
309,"We meet again at last."
310,"You always were a simpleton."
311,"Stop playing, Grunwald."
312,"I missed you, Abel."
313,"There's something we should talk about before we fight, you and me."
314,"Your blade is cursed, Blaise."
315,"So even one such as yourself loses it sometimes?"
316,"I'll bring my full strength, instructor."
317,"What a creepy woman..."
318,"I'll have you pay for your betrayal."
319,"You again? Gimme a break!"
320,"Traitor!"
321,"What am I supposed to do?!"
322,"We need to end this, Abel."
323,"I don't need anybody's assistance!"
324,"I will end you as many times as you like!"
325,"I will blow you completely away."
326,"You'll never win, no matter how many times we fight!"
327,"I'm not so old as to lose to a rabble like you!"
328,"Stay calm Leon. Rage is an ugly habit."
329,"Jead? I'm fighting you?"
330,"You may draw first, out of respect for our friendship."
331,"If it started with you it will end with you."
332,"Stop struggling, Rosso."
333,"You will pay your debt, Milian."
334,"Sorry young lady but I can't let you get in my way."
335,"..."
336,"This is the end. Of everything."
337,"Just how stubborn are you?!"
338,"I have just the word for you, Grunwald. Compassion!"
339,"None of your attacks will work on me."
340,"Your blades are useless against me."
341,"It seems your guns have not rusted."
342,"We must finish this nonsense presently."
343,"So our swords have crossed at last."
344,"Abominable woman, get out of my sight!"
345,"I have let go of my past!"
346,"I know this smell..."
347,"Get away, annoying girl."
348,"Disgusting woman."
349,"Doctor, I thought I wouldn't meet you again."
350,"Oh, hello there..."
351,"But we don't have any reason to fight!"
352,"Sprout? Is that you?"
353,"So it's you. You fooled us all!"
354,"This is not the end of the world, Evarist"
355,"You're out of danger but what has been gained, Izac?"
356,"You cannot defeat me."
357,"I would engage you in combat."
358,"Draw your sword, Friedrich."
359,"It is my destiny to fight you."
360,"Show me your ability."
361,"What kind of man sells out his comrades?"
362,"I'll not relax my guard enough to lose to you."
363,"Haven't seen you in a while... Any better this time around?"
364,"I never wanted to meet you in battle."
365,"Haven't seen you in a while... Any better this time around?"
366,"Ah, this is going to be difficult."
367,"You don't need to go easy on me, Bernhard."
368,"You'll pay your debts, Rosso!"
369,"Show me these legendary skills."
370,"This time I'll have you fight me fairly."
371,"Show me what you've got!"
372,"I found you at last... Show me your power!"
373,"You show your face again? Stubborn, aren't you."
374,"You want to take me on? It won't be easy."
375,"I won't say no to the chance to measure your power."
376,"You know dolls are a disturbing habit?"
377,"It's been a long time but never again. Prepare to die!"
378,"Guys like you are so irritating!"
379,"I will take everything back from you."
380,"I will not forgive you."
381,"I was looking for you... my dear sister!"
382,"Stop tormenting everyone!"
383,"I'm good enough not to lose to you, Ada!"
384,"Reserved."
385,"Sorry, don't interrupt me now."
386,"You'll not see mercy from me!"
387,"Why is it you have to wage war all the time?"
388,"Let's kill you properly this time, shall we?"
389,"If you dare stand against me, I'll make you sleep under this cold ground forever!"
390,"What... is this feeling?"
391,"Humans aren't the only things that can die."
392,"If you dare stand against me, I'll make you sleep under this cold ground forever!"
393,"You're a cute boy aren't you? I'll kill you especially gently."
394,"I'll murder you over and over..."
395,"I do not require your direction any more."
396,"You sunk my most precious vessel with your weapons. Your death will be a fitting apology."
397,"Reserved."
398,"I'm not stupid enough to be to be bound a ridiculous past."
399,"Show me your true power. Quickly!"
400,"You're pretty tenacious, I'll give you that."
401,"I don't really have time to take care of you properly."
402,"I'm kind of interested in seeing this power of yours."
403,"That was just a small test. Don't hold back."
404,"Show me those sword skills."
405,"You're the one Sprout was looking for!"
406,"Don't be shy, fight me!"
407,"I'm going to seal away your wicked powers for good!"
408,"I didn't think I'd ever see you again, Florence."
409,"With Palmo as my opponent, I can't take it easy can I?"
410,"I won't go easy on you, Asura."
411,"I will be serving as your opponent, Archduke."
412,"Machines have their own way of doing things."
413,"It's been a very long time indeed!"
414,"How've you been, Browning?"
415,"Right, let us begin."
416,"Reserved."
417,"I'm don't care about revenge, but I will put an end to this."
418,"What's the matter, having another episode?"
419,"I will give you a traitor's death."
420,"I wonder what the entrails of a doll look like."
421,"I know it's rude, but please have a match with me, Mrs. Redgrave?"
422,"Have you concluded your business, Doctor?"
423,"Your work as an inquisitor was quite something."
424,"Your bodywork is exquisite."
425,"You are possessed by a chaos demon. You're a fool not to know it."
426,"Thank you for your assistance. You will be rewarded."
427,"Your power will bring chaos upon the world."
428,"A match? It's not bad for me."
429,"Time to settle things."
430,"My, you're an incorrigible fellow. Let's finish this."
431,"You, want to fight me? Getting a bit uppity there Archibald."
432,"Let me see what you've got."
433,"No greetings necessary. Just fight."
434,"No greetings necessary. Just fight."
435,"This brings back memories. Interesting!"
436,"If everything ends, then it will all begin anew. I won't let you get in the way."
437,"I want to show you what I've seen."
438,"I will guide this lost ghost to the afterlife."
439,"Allow me to test your strength."
440,"I don't have time to deal with your foolishness."
441,"You don't look so good."
442,"Sorry but I don't have time to apologize for injustices past."
443,"Taking on so many functions, it's no wonder you've developed a problem personality."
444,"So you're the one who's been encouraging Donita."
445,"To me, the world's secret is existence itself."
446,"You cursed powers will be sealed away for good when I'm done with you!"
447,"Captain, please stand back."
448,"So you're Palmo. I'm listening."
449,"You've been plotting, haven't you Asura?"
450,"This must be terrifying for you, but I will be your opponent."
451,"You, are you perhaps Ayn?"
452,"Sprout, out of my way. I don't wanna fight with you."
453,"You've been hurting people! I won't let you get away with that!"
454,"This is a good chance to experience a Mechanical Soldier's strength."
455,"I'll show you no mercy."
456,"Luka, why do I have to fight you?"
457,"I would have you demonstrate these renowned fencing skills I hear about."
458,"I don't have time to bother with a brat like you."
459,"Ominous flower. Let us settle this."
460,"Stubborn woman, I'll finish you by my own hand."
461,"As if such as you could comprehend my true intent."
462,"You must overcome your fears."
463,"Let's decide whose skills are greater."
464,"I've seen you somewhere before..."
465,"So nice to see a familiar face! I was all alone out here."
466,"Oh, but this brings back memories."
467,"If you are a servant of the empire, serving us too is only polite."
468,"We are beyond petty mercy."
469,"Power means nothing if you die obtaining it."
470,"You and I are not so different. If only..."
471,"Do not think you can escape the great Marseus."
472,"Even the most beautiful flower eventually falls..."
473,"Melen. Fighting you is going to be rough."
474,"Good night."
475,"Do you like whips, Detective?"
476,"Now we'll see whose sword is sharper!"
477,"Put away your sword, Sprout. I have no quarrel with you."
478,"Servant of the King, prepare to be executed."
479,"Do we really have to fight, Ada?"
480,"I never thought you and I would cross blades."
481,"What could cause loyal subjects to be at odds?"
482,"Palmo, I'm so sorry."
483,"Asura, you'll not see mercy from me!"
484,"Our quarrel is not over."
485,"This is all sooo ridiculous. But fun!"
486,"Ha ha! Why so serious?"
487,"Won't you die with me?"
488,"Ha ha! Why so serious?"
489,"Hey I sort of want to die, you think you could kill me?"
490,"You're so cute I could kill you!"
491,"Heh heh heh."
492,"Tee hee."
493,"I always have righteousness on my side."
494,"I can't afford to let a villain walk past unhindered."
495,"I protect everything. This is my duty."
496,"I'm here to right what is wrong."
497,"Victory is proof of righteousness!"
498,"You're not trustworthy, but I'll acknowledge your strength."
499,"I swear, you are actually completely crazy."
500,"I, uh... What are you doing here?"
501,"Um, excuse me. Combat's outside my area of expertise..."
502,"I've never heard of anything like this..."
503,"Well, such is life..."
504,"MY SCIENTIFIC PROWESS IS UNRIVALLED! Oh, you weren't watching."
505,"What, Ayn? Hey, stop that!"
506,"Ah, excuse me, I was just leaving."
507,"I really have to thank you for getting me involved in all of this."
508,"What, you're still here? Oh well, let's enjoy ourselves."
509,"Allow me to clean up."
510,"I have no use for such as you."
511,"Conversation is meaningless. Die, maggot."
512,"The whole world is corrupt, so why fight it?"
513,"I'll see you dead at my feet."
514,"You're always in the way, kid."
515,"So the real monster was just this tiny brat?"
516,"I won't go easy on you!"
517,"I don't need this."
518,"Nice suit. It looks good on you."
519,"Flowers, death, apples..."
520,"Where's that music coming from...?"
521,"Agh, that ghastly voice! When will it stop?!"
522,"It hurts... please, somebody..."
523,"Ow ow ow ow!"
524,"I think I'm going to throw up..."
525,"Calm down Evelyn. It's ok, I'm here now."
526,"It's ok, just leave me be."
527,"I'm honored to be your last opponent."
528,"Life's too short, don't you think?"
529,"Please be gentle with me."
530,"Life is fleeting, and in that beautiful."
531,"So this is the end."
532,"I'll thank you for this someday."
533,"When you remembered it all, was there anything about a holy woman...?"
534,"There's a melody that flows between life and death, you know. I'll allow you to hear it, if you like."
535,"The wise man plays, the fool listens. That is our relationship."
536,"Ah revenge's sweet refrain, I could listen to it over and over."
537,"My retribution will be like an unending melody."
538,"When this song ends, so will your life."
539,"I'll play this song at your funeral."
540,"Where does it hurt?"
541,"Shall we begin your treatment?"
542,"This won't hurt a bit!"
543,"If there's nothing wrong with you why are you here?"
544,"Ohh that feels weird. I can hear that voice again..."
545,"I'm not your Mom!"
546,"Squee! Mummy! Play with me?"
547,"I just remembered who you are..."
548,"Nobody can stand against the will of God."
549,"We will fight to bring about God's plan."
550,"Free will is an illusion, everything is destined."
551,"We do as God wills."
552,"God creates the future."
553,"Show me your strength."
554,"God has a special hell set aside for you."
555,"Conflict requires blood."
556,"It's all your fault! Everyone is suffering!"
557,"Won't you play with me?"
558,"Life is short so let's enjoy this."
559,"What's the matter, don't you like fun?"
560,"I live only for pleasure. I'm sure you're just the same!"
561,"I don't care how things end, as long as I had fun."
562,"I don't do nostalgia."
563,"Birgit, you came to see me."
564,"Meeting again in a place like this? I can only say it's fate."
565,"Beauty is the ultimate meaning."
566,"Beauty can surpass death itself."
567,"All the world's beauty is there for me alone."
568,"Don't make me angry, I'm ugly when I'm angry."
569,"[There is beauty in harmony], these are the ethics of a warrior."
570,"Ah, it's Birgit. You are as beautiful as ever!"
571,"Do not forget your role, Kuhn."
572,"The fleeting days are as vapor..."
573,"I heard somebody's voice, I really did..."
574,"Is there color in a world without pain or sadness?"
575,"If we just waited here forever, what do you think would change?"
576,"If winter comes, every flower will wither and die."
577,"Uh..."
578,"Um..."
579,"Maestro..."
580,"I..."
581,"..."
582,"It's been a while, Shalott."
583,"How've you been Shalott? Well?"
584,"Battle documentation commenced. I would find it agreeable if you are strong."
585,"You will serve as my laboratory workbench."
586,"I will prove my thesis here!"
587,"Don't you dare break until I say so."
588,"I will use your body to verify the effectiveness of my military weaponry."
589,"It doesn't matter what I am told, I was right to create that child."
590,"How would you like to sample some of my spectacular arsenal?"
591,"Come, give me a demonstration of this power of yours."
592,"C.C., you are an exceptional scientist. But I cannot brook competition."
593,"Tyrel, your sins are many. I will not exact penance."
594,"Compassion aside, this one will not be defied."
595,"This guy creeps me out..."
596,"Tyrel, I never looked down on you. Not even once."
597,"Are you a bounty hunter too? Well anyway if you get in my way I will cut you down."
598,"I don't usually like to pick my fights so indiscriminately, but..."
599,"I don't normally like to show this power to strangers, but I guess it can't be helped."
600,"I don't really want to die either! So I'm coming at you with everything!"
601,"So you're after my scalp eh? I'll trade it for your life!"
602,"So you want a bout with me, Riesz?"
603,"I'll not go quietly, Inquisitor. Prepare yourself!"
604,"My life is in chaos because of you guys. You are about to experience pain."
605,"You would face my flames? If you're serious I'm ready, Rudia."
606,"Ignorant bounty hunter. I will punish you for speaking ill of Redgrave."
607,"So you want to know my true form? Me too!"
608,"Oh come on. It's not like I came here to fight!"
609,"I'm so bored with fighting. Hurry up and disappear!"
610,"So you came here to become my victim too?"
611,"I just want to live quietly, so why does this keep happening?"
612,"Your Highness... I'm so glad you're safe..."
613,"Your power... what on earth is it?!"
614,"You mean this time I'm fighting... an Armor Hunter?!"
615,"While I'm here Major Kurt, is there perhaps something I've been searching for nearby?"
616,"Chief of the Lonsbrough Army Battalion, could one such as I beg audience?"
617,"You, I met you at the Eternal Fortress in Treide."
618,"It's like I'm trapped in a dream while awake."
619,"You know, I've already completed my observations of you."
620,"All of your actions are recorded, even in this moment."
621,"Is this a dream? When will I wake?"
622,"Even if you forget everything you know, the mission will remain. I'm so cynical..."
623,"That we could meet once more, it's like a dream!"
624,"Hey Rudia, do you think there's something wrong with me?"
625,"Even the wise don't always get the things they want."
626,"The power to subvert cause and effect. Show it to me Jead!"
627,"Your power... because of me...?"
628,"Is that really you, Mary?"
629,"Do you know who I am?"
630,"No."
631,"Feels like something's unfinished... Maybe I'll remember it in a while."
632,"Where do we go after we get out of this forest?"
633,"Off to fight new monsters."
634,"Here we go again..."
635,"Do you have any idea where I am going?"
636,"All I am told is to keep going forward."
637,"... Looks like I am stuck with you until I remember who I really am."
638,"That guy back there doesn't seem like much."
639,"Let's go to the next place"
640,"Leave it to me; I'll cut them all down."
641,"It's gotten quiet."
642,"Yeah."
643,"... Can't you be just a little bit more courteous?"
644,"Everywhere I go, it feels disjointed... am I still trapped in this fleeting world?"
645,"Perhaps."
646,"But, this ground I am standing on, this is reality."
647,"And if I continue on, I can open the gates of destiny, right?"
648,"... Maybe."
649,"How cold. Don't you have any feelings?"
650,"What should I do?"
651,"Keep going forward."
652,"It'd be great if we could find a pub ahead."
653,"... ..."
654,"Let's keep going, shall we?"
655,"... ..."
656,"We've been walking for a while now. Tired?"
657,"I'm fine."
658,"All right, where do we go next?"
659,"We've finally made it out of those dark and depressing woods."
660,"Yeah."
661,"... That's all you're gonna say? You're as unpleasant as this forest."
662,"Are you hurt?"
663,"No."
664,"Very well then, where do we go next?"
665,"I understand what is going on. So we'll just keep going forward like this?"
666,"Yes"
667,"It seems I need to understand a bit more about this world that has summoned me."
668,"It's too weak to be a match for me!"
669,"Let's go to the next location, shall we?"
670,"No problem!"
671,"Such an interesting place! I wonder what awaits us ahead? Can't wait to find out!"
672,"Is that so?"
673,"Traveling in this strange world is good at all, but it would be nice too if I can remember who I am."
674,"We've finally made it out of this forest. I wonder what lies ahead?"
675,"I don't know."
676,"And you call yourself a guide. You're no help at all."
677,"Everything feels so eerie; I didn't know such a world existed."
678,"I don't understand."
679,"Don't you have any questions at all? Even if the world is so strange?"
680,"A world without the smell of death... How strange."
681,"Smell?"
682,"Precisely. I love the smell of blood and conflict. Will I find those if I keep going forward?"
683,"Looks like I got myself into a sticky situation."
684,"Are you all right?"
685,"Heh, those were nothing. I just don't like getting into meaningless fights."
686,"We're through the forest. Which way should we go?"
687,"That way."
688,"All right. Let me know if we're changing directions."
689,"We have put some distance between us and the mansion. Are you tired?"
690,"No"
691,"Well then, let's keep going, so we can find out who we are."
692,"Such a dull and boring world."
693,"Now is the time to go forward."
694,"I guess we'll know the truth one day."
695,"Everything looks like disjointed fragments. What a strange world this is."
696,"Is that so?"
697,"Little dolls and strange world... feels like I am in a dream."
698,"We're out of the forest. Where to now?"
699,"Over there."
700,"Let me handle this, I am used to dealing with monsters."
701,"Can't seem to shake free of these fights. Where do we go now?"
702,"Lady Goddess says to go forward."
703,"I have no idea what's going on here. Guess I'll just have to follow you for now."
704,"Why am I here?"
705,"It's time to go forward."
706,"All right, whatever you say..."
707,"The way opens up after leaving the forest, so we'll have easier time spotting enemies."
708,"Is that so?"
709,"The more limited the view the more dangerous it is. Don't leave my side."
710,"What an eerie forest; can't hear even a single bird call..."
711,"Even so, we still have to move forward."
712,"I wonder what will become of us..."
713,"I'm not done testing my powers yet."
714,"The road ahead is still long."
715,"Let's go get our powers back."
716,"Hmm... seems like I've arrived in an impossible place."
717,"Let's move forward."
718,"Well, well. I guess there's only one thing to do."
719,"I am starting to like this world now."
720,"The road ahead is still long."
721,"If it's going to be this pleasant all the time, then I like it."
722,"All right, we have come this far. Are you sure we need to go further?"
723,"Just keep going."
724,"All right, whatever you say then."
725,"I need time to think about what we should do here."
726,"Move it now!"
727,"Someone is in a hurry. But it looks like this is the only way."
728,"All right, Ms. Doll, what do we do now?"
729,"Just keep going forward, that's all."
730,"Same old answers. Oh well, guess I'll just kill everyone then, hahahaha!"
731,"Well then, where do we go next?"
732,"There."
733,"I don't want to be stuck in this world forever. Let's move!"
734,"Whew, we made it out of the forest. Should we take a break?"
735,"We don't have time for it."
736,"Well, the road ahead is still long, and I am not sure we'll make it through in our current state."
737,"What am I supposed to do in this place?"
738,"Just keep going and you'll find out."
739,"Tsk, don't think I am going to do everything you say!"
740,"Um, Ms. Doll, where are we going exactly?"
741,"I don't know. All I know is where we need to go."
742,"Is that so? I guess I'll just follow you."
743,"Are you sure it's ok to leave this big house?"
744,"I don't see any problem with it."
