"id","name","price","description","rm_item_type","item_id","num","order","state","image_url","tab","extra_id","view_frame","sale_type","deck_image_url"
36,"神秘的发冠 III",27,"任务探索时间缩短75％。有效期30天。",1,59,1,102,0,"chara_id1005.png",11,0,0,0,
37,"使魔的妖精 I",12,"任务同时探索数增加1个。有效期30天。",1,60,1,103,0,"chara_id1006.png",11,0,0,0,
38,"使魔的妖精 II",21,"任务同时探索数增加2个。有效期30天。",1,61,1,104,0,"chara_id1007.png",11,0,0,0,
39,"使魔的妖精 III",27,"任务同时探索数增加3个。有效期30天。",1,62,1,105,0,"chara_id1008.png",11,0,0,0,
40,"魔女的耳环 I",12,"AP回复时间缩短10分钟。有效期30天。",1,63,1,106,0,"chara_id1009.png",11,0,0,0,
41,"魔女的耳环 II",21,"AP回复时间缩短15分钟。有效期30天。",1,64,1,107,0,"chara_id1010.png",11,0,0,0,
42,"魔女的耳环 III",27,"AP回复时间缩短20分钟。有效期30天。",1,65,1,108,0,"chara_id1011.png",11,0,0,0,
43,"幸运的权杖 I",12,"获得GEM增加50％。有效期30天。",1,66,1,109,0,"chara_id1012.png",11,0,0,0,
44,"幸运的权杖 II",21,"获得GEM增加100％。有效期30天。",1,67,1,110,0,"chara_id1013.png",11,0,0,0,
45,"幸运的权杖 III",27,"获得GEM增加200％。有效期30天。",1,68,1,111,0,"chara_id1014.png",11,0,0,0,
46,"单眼眼罩（白）",12,"也会用来治疗伤势的单眼眼罩。",1,79,1,200,0,"chara_id1015.png",11,0,0,0,
47,"蘑菇头发型（茶）",12,"散发沉着冷静气氛的发型。",1,72,1,201,0,"chara_id1021.png",11,0,0,0,
48,"蘑菇头发型（白）",12,"散发沉着冷静气氛的发型。",1,73,1,202,0,"chara_id1023.png",11,0,0,0,
49,"螺旋双马尾（金）",12,"令人留下高贵印象的发型。",1,75,1,203,0,"chara_id1030.png",11,0,0,0,
50,"螺旋双马尾（茶）",12,"令人留下高贵印象的发型。",1,76,1,204,0,"chara_id1031.png",11,0,0,0,
51,"抽奖券×1",0,"管理者用",0,9,1,0,0,"item_id003.png",11,0,0,0,
52,"WhiteHeath3×1",0,"管理者用",0,6,1,0,0,"item_id003.png",11,0,0,0,
53,"WhiteHeath1×1",0,"管理者用",0,5,1,0,0,"item_id003.png",11,0,0,0,
54,"零层次长直发（金）",12,"给人文静感的发型。",1,89,1,205,0,"chara_id1040.png",11,0,0,0,
55,"零层次长直发（白）",12,"给人文静感的发型。",1,90,1,206,0,"chara_id1043.png",11,0,0,0,
56,"零层次长直发（黑）",12,"给人文静感的发型。",1,91,1,207,0,"chara_id1047.png",11,0,0,0,
57,"眼镜（蓝）",9,"会让视力上升的标准眼镜。",1,92,1,208,0,"chara_id1017.png",11,0,0,0,
58,"眼镜（红）",9,"会让视力上升的标准眼镜。",1,93,1,209,0,"chara_id1018.png",11,0,0,0,
59,"神秘衣柜",21,"虚拟人物服装最大持有数+5。",0,37,1,30,0,"item_id037.png",11,0,0,0,
60,"休闲风短发（金）",12,"让你拥有轻柔感的发型。",1,103,1,210,0,"chara_id1050.png",11,0,0,0,
61,"休闲风短发（蓝）",12,"让你拥有轻柔感的发型。",1,104,1,211,0,"chara_id1052.png",11,0,0,0,
62,"休闲风短发（红）",12,"让你拥有轻柔感的发型。",1,105,1,212,0,"chara_id1056.png",11,0,0,0,
63,"青色净化之炎",60,"重置虚拟人物的胜败数",0,40,1,32,0,"item_id040.png",11,0,0,0,
64,"红色净化之炎",60,"重置虚拟人物的BP值",0,41,1,33,0,"item_id041.png",11,0,0,0,
65,"魔女衣柜",30,"虚拟人物服装最大持有数+10。",0,42,1,31,0,"item_id042.png",11,0,0,0,
66,"高贵的长发（蓝）",12,"看起来沉稳端庄的直发",1,115,1,213,0,"chara_id1062.png",11,0,0,0,
67,"高贵的长发（桃）",12,"看起来沉稳端庄的直发",1,116,1,214,0,"chara_id1063.png",11,0,0,0,
68,"高贵的长发（黑）",12,"看起来沉稳端庄的直发",1,117,1,215,0,"chara_id1067.png",11,0,0,0,
69,"长发（金）",12,"简单的长发",1,118,1,216,0,"chara_id1070.png",11,0,0,0,
70,"长发（紅）",12,"简单的长发",1,119,1,217,0,"chara_id1076.png",11,0,0,0,
71,"长发（茶）",12,"简单的长发",1,120,1,218,0,"chara_id1078.png",11,0,0,0,
72,"新年礼服（綠）",12,"纪念新年所制作的礼服",1,122,1,219,0,"chara_id2000.png",11,0,0,0,
73,"新年礼服（紫）",12,"纪念新年所制作的礼服",1,123,1,220,0,"chara_id2001.png",11,0,0,0,
74,"米利安",108,"独臂的前连队成员。与罗索一起行动。",4,241,1,4,0,"chara_id241.png",11,0,0,0,
75,"Ex安妮莫娜通行证1×5",21,"搜索安妮莫娜的隐藏区域（0分）",0,47,5,27,0,"item_id047_5.png",11,0,0,0,
76,"Ex安妮莫娜通行证2×5",27,"搜索安妮莫娜的隐藏区域（2小时）",0,48,5,28,0,"item_id048_5.png",11,0,0,0,
77,"Ex安妮莫娜通行证3×5",39,"搜索安妮莫娜的隐藏区域（3天）",0,49,5,29,0,"item_id049_5.png",11,0,0,0,
78,"冥府的印章1",99999,"omake",4,10011,1,99,0,"item_id003.png",11,0,0,0,
79,"冥府的印章2",99999,"omake",4,10011,2,99,0,"item_id003.png",11,0,0,0,
80,"任务套组A",21,"优惠任务套组：魔女秘药×2、超时空沙漏×3、不死灵药×2",0,3,2,80,1,"item_set_b000.png",11,81,0,0,
81,"超时空沙漏×3",99999,"贩卖用套组",0,12,3,99,0,"item_id012.png",11,82,0,0,
82,"不死灵药×2",99999,"贩卖用套组",0,17,2,99,0,"item_id013.png",11,0,0,0,
83,"任务套组B",39,"优惠任务套组：魔女秘药x2、超时空沙漏x3、不死灵药x2、妖魔的指南针x2、特制蘑菇萃取液、迷你皇冠（绿）(初次购买限定)",0,3,2,81,1,"item_set_b001.png",11,155,0,0,
84,"超时空沙漏×3",99999,"贩卖用套组",0,12,3,99,0,"item_id012.png",11,86,0,0,
85,"迷你帽子（白）",99999,"贩卖用套组",1,199,1,99,0,"item_id003.png",11,0,0,0,
86,"妖魔的指南针×2",99999,"贩卖用套组",0,24,2,99,0,"item_id023.png",11,87,0,0,
87,"特制蘑菇萃取液",99999,"贩卖用套组",0,38,1,99,0,"item_id023.png",11,88,0,0,
88,"不死灵药×2",99999,"贩卖用套组",0,17,2,99,0,"item_id013.png",11,0,0,0,
89,"对战套组A",21,"优惠对战套组：魔女秘药、幸运四叶草×3、白色石楠5×3",0,3,1,90,1,"item_set_a000.png",11,90,0,0,
90,"幸运四叶草×3",99999,"贩卖用套组",0,4,3,99,0,"item_id004.png",11,91,0,0,
91,"白色石楠5×3",99999,"贩卖用套组",0,7,3,99,0,"item_id007.png",11,0,0,0,
92,"对战套组B",39,"优惠对战套组：特制蘑菇萃取液、幸运四叶草x5、白色石楠5x3、跳越星x3、迷你皇冠（蓝）(初次购买限定)",0,4,5,91,1,"item_set_a001.png",11,154,0,0,
93,"迷你帽子（黑）",99999,"贩卖用套组",1,198,1,31,0,"item_id004.png",11,0,0,0,
94,"白色石楠5×3",99999,"贩卖用套组",0,7,3,99,0,"item_id007.png",11,95,0,0,
95,"跳越星×3",99999,"贩卖用套组",0,8,3,99,0,"item_id008.png",11,96,0,0,
96,"特制蘑菇萃取液",99999,"贩卖用套组",0,38,1,99,0,"item_id023.png",11,0,0,0,
97,"Ex天使大陆通行证1×5",24,"搜索天使大陆的隐藏区域（0分）",0,66,5,5,1,"item_id066_5.png",11,0,0,0,
98,"Ex天使大陆通行证2×5",30,"搜索天使大陆的隐藏区域（2小时）",0,67,5,6,1,"item_id067_5.png",11,0,0,0,
99,"Ex天使大陆通行证3×5",42,"搜索天使大陆的隐藏区域（3天）",0,68,5,7,1,"item_id068_5.png",11,0,0,0,
100,"牌组套组1",60,"等级Lv21的牌组可取得下列卡片。艾伯李斯特Lv4、古鲁瓦尔多Lv4、阿贝尔Lv4",5,114060,1,0,1,"item_deck_a000.png",11,101,1,0,"item_c_k000.swf"
101,"艾伯李斯特 Lv4",99999,"贩卖用套组",4,4,1,0,0,"chara_id241.png",11,102,0,0,
102,"古鲁瓦尔多 Lv4",99999,"贩卖用套组",4,24,1,0,0,"item_id003.png",11,103,0,0,
103,"阿贝尔 Lv4",99999,"贩卖用套组",4,34,1,0,0,"item_id003.png",11,0,0,0,
104,"牌组套组2",180,"等级Lv21的牌组可取得下列卡片。杰多Lv3、库勒尼西Lv3、蕾格烈芙Lv3、机会3×2、特殊3×2、特殊2×6、特殊1·盾1×6、防御3×2",5,114060,1,0,1,"item_deck_a001.png",11,105,2,0,"item_c_k000.swf"
105,"库勒尼西 Lv3",99999,"贩卖用套组",4,53,1,0,0,"chara_id241.png",11,106,0,0,
106,"特殊2卡",99999,"贩卖用套组",2,28,1,0,0,"item_id003.png",11,107,0,0,
107,"特殊2卡",99999,"贩卖用套组",2,28,1,0,0,"item_id003.png",11,108,0,0,
108,"特殊2卡",99999,"贩卖用套组",2,28,1,0,0,"item_id003.png",11,109,0,0,
109,"特殊2卡",99999,"贩卖用套组",2,28,1,0,0,"item_id003.png",11,110,0,0,
110,"特殊2卡",99999,"贩卖用套组",2,28,1,0,0,"item_id003.png",11,111,0,0,
111,"特殊2卡",99999,"贩卖用套组",2,28,1,0,0,"item_id003.png",11,112,0,0,
112,"杰多 Lv3",99999,"贩卖用套组",4,63,1,0,0,"chara_id241.png",11,113,0,0,
113,"机会卡4",99999,"贩卖用套组",2,34,1,0,0,"item_id003.png",11,114,0,0,
114,"特殊3卡",99999,"贩卖用套组",2,29,1,0,0,"item_id003.png",11,115,0,0,
115,"防御3卡",99999,"贩卖用套组",2,19,1,0,0,"item_id003.png",11,116,0,0,
116,"特殊1·盾1卡",99999,"贩卖用套组",2,56,1,0,0,"item_id003.png",11,117,0,0,
117,"特殊1·盾1卡",99999,"贩卖用套组",2,56,1,0,0,"item_id003.png",11,118,0,0,
118,"特殊1·盾1卡",99999,"贩卖用套组",2,56,1,0,0,"item_id003.png",11,119,0,0,
119,"蕾格烈芙 Lv3",99999,"贩卖用套组",4,223,1,0,0,"chara_id241.png",11,120,0,0,
120,"机会卡4",99999,"贩卖用套组",2,34,1,0,0,"item_id003.png",11,121,0,0,
121,"特殊3卡",99999,"贩卖用套组",2,29,1,0,0,"item_id003.png",11,122,0,0,
122,"防御3卡",99999,"贩卖用套组",2,19,1,0,0,"item_id003.png",11,123,0,0,
123,"特殊1·盾1卡",99999,"贩卖用套组",2,56,1,0,0,"item_id003.png",11,124,0,0,
124,"特殊1·盾1卡",99999,"贩卖用套组",2,56,1,0,0,"item_id003.png",11,125,0,0,
125,"特殊1·盾1卡",99999,"贩卖用套组",2,56,1,0,0,"item_id003.png",11,0,0,0,
126,"牌组套组3",360,"等级Lv31的牌組可取得下列卡片。杰多Lv5、库勒尼西Lv5、蕾格烈芙Lv5、机会4、机会3、特殊3×4、特殊2×6、特殊1·盾1×5",5,551060,1,0,1,"item_deck_a002.png",11,127,3,0,"item_c_k000.swf"
127,"库勒尼西 Lv5",99999,"贩卖用套组",4,55,1,0,0,"chara_id241.png",11,128,0,0,
128,"特殊2卡",99999,"贩卖用套组",2,28,1,0,0,"item_id003.png",11,129,0,0,
129,"特殊2卡",99999,"贩卖用套组",2,28,1,0,0,"item_id003.png",11,130,0,0,
130,"特殊3卡",99999,"贩卖用套组",2,29,1,0,0,"item_id003.png",11,131,0,0,
131,"特殊2卡",99999,"贩卖用套组",2,28,1,0,0,"item_id003.png",11,132,0,0,
132,"特殊2卡",99999,"贩卖用套组",2,28,1,0,0,"item_id003.png",11,133,0,0,
133,"特殊2卡",99999,"贩卖用套组",2,28,1,0,0,"item_id003.png",11,134,0,0,
134,"杰多 Lv5",99999,"贩卖用套组",4,65,1,0,0,"chara_id241.png",11,135,0,0,
135,"机会卡4",99999,"贩卖用套组",2,35,1,0,0,"item_id003.png",11,136,0,0,
136,"特殊3卡",99999,"贩卖用套组",2,29,1,0,0,"item_id003.png",11,137,0,0,
137,"移动3卡",99999,"贩卖用套组",2,24,1,0,0,"item_id003.png",11,138,0,0,
138,"特殊2卡",99999,"贩卖用套组",2,28,1,0,0,"item_id003.png",11,139,0,0,
139,"特殊1·盾1卡",99999,"贩卖用套组",2,56,1,0,0,"item_id003.png",11,140,0,0,
140,"特殊1·盾1卡",99999,"贩卖用套组",2,56,1,0,0,"item_id003.png",11,141,0,0,
141,"蕾格烈芙 Lv5",99999,"贩卖用套组",4,225,1,0,0,"chara_id241.png",11,142,0,0,
142,"机会卡3",99999,"贩卖用套组",2,34,1,0,0,"item_id003.png",11,143,0,0,
143,"特殊3卡",99999,"贩卖用套组",2,29,1,0,0,"item_id003.png",11,144,0,0,
144,"特殊3卡",99999,"贩卖用套组",2,29,1,0,0,"item_id003.png",11,145,0,0,
145,"特殊1·盾1卡",99999,"贩卖用套组",2,56,1,0,0,"item_id003.png",11,146,0,0,
146,"特殊1·盾1卡",99999,"贩卖用套组",2,56,1,0,0,"item_id003.png",11,147,0,0,
147,"特殊1·盾1卡",99999,"贩卖用套组",2,56,1,0,0,"item_id003.png",11,0,0,0,
148,"牡丹花发夹（蓝）",99999,"贩卖用套组",1,202,1,99,0,"item_id013.png",11,0,0,0,
149,"牡丹花发夹（白）",99999,"贩卖用套组",1,203,1,31,0,"item_id004.png",11,0,0,0,
150,"丝绸长袍（蓝）",12,"开衩长旗袍",1,205,1,221,0,"chara_id2002.png",11,0,0,0,
151,"丝绸长袍（黑）",12,"开衩长旗袍",1,206,1,222,0,"chara_id2003.png",11,0,0,0,
152,"丝绸娃娃鞋（蓝）",12,"搭配旗袍用的娃娃鞋",1,208,1,223,0,"chara_id6000.png",11,0,0,0,
153,"丝绸娃娃鞋（黑）",12,"搭配旗袍用的娃娃鞋",1,209,1,224,0,"chara_id6001.png",11,0,0,0,
154,"迷你皇冠（蓝）",99999,"贩卖用套组",1,257,1,99,0,"item_id013.png",11,94,0,0,
155,"迷你皇冠（綠）",99999,"贩卖用套组",1,258,1,99,0,"item_id004.png",11,84,0,0,
156,"迷你皇冠（红）",12,"唯有高贵之人才能够戴上的王冠",1,256,1,225,0,"chara_id3005.png",11,0,0,0,
157,"王子的衣服（红）",12,"散发气质的衣裳",1,259,1,226,0,"chara_id4000.png",11,0,0,0,
158,"王子的衣服（蓝）",12,"散发气质的衣裳",1,260,1,227,0,"chara_id4001.png",11,0,0,0,
159,"王子的裤子（红）",12,"散发气质的裤子",1,262,1,228,0,"chara_id5000.png",11,0,0,0,
160,"王子的裤子（蓝）",12,"散发气质的裤子",1,263,1,229,0,"chara_id5001.png",11,0,0,0,
161,"青蛙王子的剑（蓝）",12,"唯有高贵之人才能够配戴的剑。无特殊效果。",1,267,1,230,1,"chara_id1700.png",11,0,0,0,
162,"青蛙王子的剑（绿）",12,"唯有高贵之人才能够配戴的剑。无特殊效果。",1,268,1,231,1,"chara_id1702.png",11,0,0,0,
163,"ExEventLand通行证1",4.2,"的任务（0分）目前将取得的任务是：炎热之馆活动任务",0,73,1,0,1,"item_id073_1.png",11,0,0,0,
164,"ExEventLand通行证1×5",21,"的任务（0分）目前将取得的任务是：炎热之馆活动任务",0,73,5,1,1,"item_id073_5.png",11,0,0,0,
165,"ExEventLand通行证1×12",42,"的任务（0分）目前将取得的任务是：炎热之馆活动任务",0,73,12,2,1,"item_id073_12.png",11,0,0,0,
166,"ExEventLand通行证2",5.4,"取得活动期间专用的任务（2小时）目前将取得的任务是：炎热之馆活动任务",0,74,1,3,1,"item_id074_1.png",11,0,0,0,
167,"ExEventLand通行证2×5",27,"取得活动期间专用的任务（2小时）目前将取得的任务是：炎热之馆活动任务",0,74,5,4,1,"item_id074_5.png",11,0,0,0,
168,"ExEventLand通行证2×12",54,"取得活动期间专用的任务（2小时）目前将取得的任务是：炎热之馆活动任务",0,74,12,5,1,"item_id074_12.png",11,0,0,0,
169,"ExEventLand通行证3",7.8,"取得活动期间专用的任务（3日）目前将取得的任务是：炎热之馆活动任务",0,75,1,6,1,"item_id075_1.png",11,0,0,0,
170,"ExEventLand通行证3×5",39,"取得活动期间专用的任务（3日）目前将取得的任务是：炎热之馆活动任务",0,75,5,7,1,"item_id075_5.png",11,0,0,0,
171,"ExEventLand通行证3×12",78,"取得活动期间专用的任务（3日）目前将取得的任务是：炎热之馆活动任务",0,75,12,8,1,"item_id075_12.png",11,0,0,0,
172,"急救品×2",99999,"管理者用",0,15,2,99,0,"item_id003.png",11,0,0,0,
173,"哥德式洋装",99999,"管理者用",3,164,1,99,0,"item_id003.png",11,0,0,0,
174,"迷你皇冠（黑）",12,"唯有高贵之人才能够戴上的王冠",1,276,1,232,1,"chara_id3008.png",11,0,0,0,
175,"生命的碎片×1",9,"充满希望的生命碎片",4,10009,1,6,0,"chara_id10009.png",11,0,0,0,
176,"生命的碎片×12",90,"充满希望的生命碎片",4,10009,12,7,0,"chara_id10009_12.png",11,0,0,0,
177,"死亡的碎片×1",12,"充满绝望的死亡碎片",4,10010,1,8,0,"chara_id10010.png",11,0,0,0,
178,"死亡的碎片×12",120,"充满绝望的死亡碎片",4,10010,12,9,0,"chara_id10010_12.png",11,0,0,0,
179,"万圣节南瓜",12,"万圣节南瓜",1,100,1,0,1,"chara_id1079.png",11,0,0,0,
180,"万圣节帽子",12,"万圣节帽子",1,101,1,1,1,"chara_id3009.png",11,0,0,0,
181,"万圣节披风",12,"万圣节披风",1,102,1,2,1,"chara_id7000.png",11,0,0,0,
182,"水汪汪",12,"水汪汪",1,184,1,3,1,"chara_id1500.png",11,0,0,0,
183,"惊讶",12,"惊讶",1,185,1,4,1,"chara_id1600.png",11,0,0,0,
184,"小恶魔角",12,"小恶魔角",1,186,1,5,1,"chara_id3010.png",11,0,0,0,
185,"南瓜外衣",12,"南瓜外衣",1,187,1,6,1,"chara_id4002.png",11,0,0,0,
186,"南瓜靴子",12,"南瓜靴子",1,188,1,7,1,"chara_id6002.png",11,0,0,0,
187,"利恩的头带",12,"利恩的头带",1,189,1,0,1,"chara_id3012.png",11,0,0,0,
188,"阿奇波尔多的帽子",12,"阿奇波尔多的帽子",1,190,1,1,1,"chara_id3011.png",11,0,0,0,
189,"绵帽子（褐）",12,"绵帽子（褐）",1,318,1,0,1,"chara_id1080.png",11,0,0,0,
190,"绵帽子（蓝绿）",12,"绵帽子（蓝绿）",1,319,1,1,1,"chara_id1081.png",11,0,0,0,
191,"梅伦的礼帽",12,"梅伦的礼帽",1,150,1,0,1,"chara_id3013.png",11,0,0,0,
192,"神秘衣柜+青之宝石袋+ExAngelLand通行证1+幸运四叶草+急救品5",99999,"管理者用",0,37,1,0,0,"item_id003.png",11,193,0,0,
193,"青之宝石袋×1",99999,"管理者用",0,55,1,0,0,"item_id003.png",11,194,0,0,
194,"ExAngelLand通行证1×1",99999,"管理者用",0,66,1,0,0,"item_id003.png",11,195,0,0,
195,"幸运四叶草×1",99999,"管理者用",0,4,1,0,0,"item_id003.png",11,196,0,0,
196,"急救品5×1",99999,"管理者用",0,15,1,0,0,"item_id003.png",11,0,0,0,
197,"α型涡探知机 II",21,"在RAID中使用将会发现涡。有机会发现可与强力RAID BOSS（最大HP5000）战斗的涡。",0,80,1,10,1,"item_id076_1.png",11,0,0,0,
198,"α型涡探知机 II×12",180,"在RAID中使用将会发现涡。有机会发现可与强力RAID BOSS（最大HP5000）战斗的涡。",0,80,12,11,1,"item_id076_10.png",11,0,0,0,
199,"α型涡探知机 III",180,"在RAID中使用将会发现涡。将有机会发现可与极强力RAID BOSS（最大HP50000）战斗的涡。",0,81,1,12,1,"item_id077_1.png",11,79,0,0,
200,"罗索的眼镜",12,"罗索的眼镜",1,168,1,0,1,"chara_id3300.png",11,0,0,0,
201,"超电磁球",12,"超电磁球",1,364,1,1,1,"chara_id8006.png",11,0,0,0,
202,"浮动纪录仪",12,"浮动纪录仪",1,365,1,2,1,"chara_id8004.png",11,0,0,0,
203,"α型涡探知机 IV",180,"在RAID中使用后将发现可与赤死兽（HP50000）战斗的涡。",0,83,1,2,1,"item_id079_1.png",11,79,0,0,
204,"α型涡探知机 V",180,"在RAID中使用后将发现可与黑死兽（HP50000）战斗的涡。",0,84,1,2,1,"item_id078_1.png",11,79,0,0,
205,"短发（银）",12,"短发（银）",1,371,1,233,1,"chara_id1115.png",11,0,0,0,
206,"短发（黑）",12,"短发（黑）",1,372,1,234,1,"chara_id1117.png",11,0,0,0,
207,"短发（巧克力）",12,"短发（巧克力）",1,373,1,235,1,"chara_id1118.png",11,0,0,0,
208,"超短发（白）",12,"超短发（白）",1,374,1,236,1,"chara_id1133.png",11,0,0,0,
209,"超短发（黑）",12,"超短发（黑）",1,376,1,237,1,"chara_id1137.png",11,0,0,0,
210,"超短发（深蓝）",12,"超短发（深蓝）",1,377,1,238,1,"chara_id1142.png",11,0,0,0,
211,"蘑菇啾啾头（金）",12,"蘑菇啾啾头（金）",1,378,1,239,1,"chara_id1170.png",11,0,0,0,
212,"蘑菇啾啾头（白）",12,"蘑菇啾啾头（白）",1,380,1,240,1,"chara_id1173.png",11,0,0,0,
213,"蘑菇啾啾头（黑）",12,"蘑菇啾啾头（黑）",1,381,1,241,1,"chara_id1177.png",11,0,0,0,
214,"蘑菇啾啾头（巧克力）",12,"蘑菇啾啾头（巧克力）",1,382,1,242,1,"chara_id1178.png",11,0,0,0,
215,"公主双马尾（金）",12,"公主双马尾（金）",1,383,1,243,1,"chara_id1190.png",11,0,0,0,
216,"公主双马尾（白）",12,"公主双马尾（白）",1,384,1,244,1,"chara_id1193.png",11,0,0,0,
217,"公主双马尾（巧克力）",12,"公主双马尾（巧克力）",1,385,1,245,1,"chara_id1198.png",11,0,0,0,
218,"公主双马尾（桃红）",12,"公主双马尾（桃红）",1,386,1,246,1,"chara_id1201.png",11,0,0,0,
219,"长卷发（白）",12,"长卷发（白）",1,388,1,247,1,"chara_id1153.png",11,0,0,0,
220,"长卷发（巧克力）",12,"长卷发（巧克力）",1,389,1,248,1,"chara_id1158.png",11,0,0,0,
221,"长卷发（桃红）",12,"长卷发（桃红）",1,391,1,249,1,"chara_id1161.png",11,0,0,0,
222,"深渊君",12,"深渊君",1,151,1,0,1,"chara_id8007.png",11,0,0,0,
223,"深渊君（复活）",12,"深渊君（复活）",1,399,1,1,1,"chara_id8008.png",11,0,0,0,
224,"探测杖 2",10.8,"发现活动中的涡。现在发现的涡：甲壳巨兽活动",0,90,1,3,1,"item_id0112_1.png",11,0,0,0,
225,"探测杖 2*12",108,"发现活动中的涡。现在发现的涡：甲壳巨兽活动",0,90,12,4,1,"item_id0112_10.png",11,0,0,0,
226,"探测杖 3",108,"发现活动中的涡。现在发现的涡：甲壳巨兽活动",0,91,1,5,1,"item_id0113_1.png",11,78,0,0,
227,"探测杖 4",108,"发现活动中的涡。现在发现的涡：甲壳巨兽活动",0,92,1,6,1,"item_id0114_1.png",11,78,0,0,
228,"神兽宝宝",12,"神兽宝宝",1,419,1,0,1,"chara_id8009.png",11,0,0,0,
229,"艾茵的外套",12,"艾茵的外套",1,420,1,1,1,"chara_id7001.png",11,0,0,0,
230,"弗拉姆面具",12,"弗拉姆面具",1,432,1,10,1,"chara_id3014.png",11,0,0,0,
231,"白狐面具",12,"白狐面具",1,433,1,11,1,"chara_id3015.png",11,0,0,0,
