"lot_kind","article_kind","article_id","order","rarity","visible","image_url","description","num"
0,0,4,411,4,0,,"4 幸运四叶草 *2",2
0,0,12,410,4,0,,"12 超时空沙漏 *2",2
0,4,181,409,4,0,,"181 罗索 L1",1
0,4,191,408,4,0,,"191 艾妲 L1",1
0,4,211,407,4,0,,"211 萨尔卡多 L1",1
0,4,221,406,4,0,,"221 蕾格烈芙 L1",1
0,4,231,405,4,0,,"231 里斯 L1",1
0,4,251,404,4,0,,"251 沃肯 L1",1
0,4,261,403,4,0,,"261 佛罗伦斯 L1",1
0,4,271,402,4,0,,"271 帕茉 L1",1
0,4,281,401,4,0,,"281 阿修罗 L1",1
0,4,291,400,4,0,,"291 布朗宁 L1",1
0,0,27,319,3,0,,"27 人偶的日记本",1
0,0,50,318,3,0,,"50 小型衣橱",1
0,0,53,317,3,0,,"53 黄之宝石袋",1
0,0,54,316,3,0,,"54 绿之宝石袋",1
0,3,11,315,3,0,,"11 诅咒短剑",1
0,3,12,314,3,0,,"12 诅咒弹药",1
0,3,13,313,3,0,,"13 诅咒戒指",1
0,4,511,312,3,0,,"511 林奈乌斯 L1",1
0,4,521,311,3,0,,"521 娜汀 L1",1
0,4,531,310,3,0,,"531 迪诺 L1",1
0,4,561,309,3,0,,"561 诺伊库洛姆 L1",1
0,4,571,308,3,0,,"571 出叶  L1",1
0,4,581,307,3,0,,"581 希拉莉  L1",1
0,4,591,306,3,0,,"591 克洛维斯 L1",1
0,4,601,305,3,0,,"601 艾莉丝泰莉雅 L1",1
0,4,611,304,3,0,,"611 雨果 L1",1
0,4,621,303,3,0,,"621 艾莉亚娜 L1",1
0,4,631,302,3,0,,"631 格雷高尔 L1",1
0,4,641,301,3,0,,"641 蕾塔 L1",1
0,4,651,300,3,0,,"651 伊普西隆 L1",1
0,2,5,201,2,0,,"5 剑5卡",1
0,2,13,200,2,0,,"13 枪5卡",1
0,3,17,102,1,0,,"17 黑的枪剑",1
0,3,19,101,1,0,,"19 黑的短剑",1
0,3,21,100,1,0,,"21 黑的弹药",1
2,0,55,505,5,0,,"55 青之宝石袋",1
2,0,56,504,5,0,,"56 赤之宝石袋",1
2,0,42,503,5,0,,"42 魔女衣柜",1
2,0,10,502,5,0,,"10 复制券",1
2,0,8,501,5,0,,"8 跳越星 *5",5
2,0,12,500,5,0,,"12 超时空沙漏 *7",7
2,3,59,419,4,0,,"59 影之魔杖",1
2,3,62,418,4,0,,"62 新月",1
2,3,65,417,4,0,,"65 虎彻",1
2,3,68,416,4,0,,"68 高性能浮动纪录仪",1
2,3,71,415,4,0,,"71 水晶之镰",1
2,3,137,414,4,0,,"137 祈福糖",1
2,3,140,413,4,0,,"140 死灵术钟表",1
2,3,143,412,4,0,,"143 英雄战曲",1
2,3,146,411,4,0,,"146 阿霉素注射器",1
2,3,149,410,4,0,,"149 四面楚歌",1
2,4,376,409,4,0,,"376 伊芙琳 R1",1
2,4,396,408,4,0,,"396 凯伦贝克 R1",1
2,4,406,407,4,0,,"406 音音梦 R1",1
2,4,416,406,4,0,,"416 康拉德 R1",1
2,4,616,405,4,0,,"616 雨果 R1",1
2,4,626,404,4,0,,"626 艾莉亚娜 R1",1
2,4,636,403,4,0,,"636 格雷高尔 R1",1
2,4,646,402,4,0,,"646 蕾塔 R1",1
2,4,656,401,4,0,,"656 伊普西隆 R1",1
2,4,666,400,4,0,,"666 波蕾特 R1",1
2,2,63,306,3,0,,"63 剑3·移动1卡",1
2,2,64,305,3,0,,"64 剑4·移动1卡",1
2,2,65,304,3,0,,"65 剑5·移动1卡",1
2,2,81,303,3,0,,"81 移动1·特殊1卡",1
2,2,82,302,3,0,,"82 移动2·特殊2卡",1
2,2,83,301,3,0,,"83 移动3·特殊3卡",1
2,4,655,300,3,0,,"655 伊普西隆 L5",1
2,4,2231,200,2,0,,"2231 里斯 RE",1
2,2,7,104,1,0,,"7 剑7卡",1
2,2,15,103,1,0,,"15 枪7卡",1
2,4,348,102,1,0,,"348 沃兰德 R3",1
2,4,118,101,1,0,,"118 艾茵 R3",1
2,4,479,100,1,0,,"479 威廉 R4",1
