"id","u_type","u_value","b_type","b_value","event_no","caption","image","created_at"
175,1,4,1,4,0,"Digunakan sebagai Sword 4","card_ev_100.swf","2010-06-24 05:44:27 UTC"
176,1,4,1,4,0,"Digunakan sebagai Sword 4","card_ev_100.swf","2010-06-24 05:44:27 UTC"
177,1,4,1,4,0,"Digunakan sebagai Sword 4","card_ev_100.swf","2010-06-24 05:44:27 UTC"
178,1,4,1,4,0,"Digunakan sebagai Sword 4","card_ev_100.swf","2010-06-24 05:44:27 UTC"
179,1,4,1,4,0,"Digunakan sebagai Sword 4","card_ev_100.swf","2010-06-24 05:44:27 UTC"
180,1,4,1,4,0,"Digunakan sebagai Sword 4","card_ev_100.swf","2010-06-24 05:44:27 UTC"
181,1,4,1,4,0,"Digunakan sebagai Sword 4","card_ev_100.swf","2010-06-24 05:44:27 UTC"
182,1,4,1,4,0,"Digunakan sebagai Sword 4","card_ev_100.swf","2010-06-24 05:44:27 UTC"
183,1,4,1,4,0,"Digunakan sebagai Sword 4","card_ev_100.swf","2010-06-24 05:44:27 UTC"
184,1,4,1,4,0,"Digunakan sebagai Sword 4","card_ev_100.swf","2010-06-24 05:44:27 UTC"
185,1,4,1,4,0,"Digunakan sebagai Sword 4","card_ev_100.swf","2010-06-24 05:44:27 UTC"
186,1,4,1,4,0,"Digunakan sebagai Sword 4","card_ev_100.swf","2010-06-24 05:44:27 UTC"
187,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
188,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
189,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
190,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
191,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
192,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
193,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
194,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
195,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
196,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
197,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
198,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
199,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
200,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
201,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
202,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
203,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
204,1,5,1,5,0,"Digunakan sebagai Sword 5","card_ev_100.swf","2010-06-24 05:44:27 UTC"
205,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
206,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
207,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
208,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
209,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
210,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
211,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
212,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
213,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
214,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
215,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
216,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
217,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
218,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
219,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
220,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
221,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
222,1,6,1,6,0,"Digunakan sebagai Sword 6","card_ev_100.swf","2010-06-24 05:44:27 UTC"
223,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
224,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
225,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
226,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
227,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
228,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
229,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
230,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
231,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
232,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
233,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
234,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
235,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
236,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
237,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
238,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
239,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
240,1,7,1,7,0,"Digunakan sebagai Sword 7","card_ev_100.swf","2010-06-24 05:44:27 UTC"
241,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
242,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
243,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
244,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
245,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
246,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
247,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
248,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
249,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
250,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
251,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
252,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
253,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
254,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
255,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
256,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
257,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
258,1,8,1,8,0,"Digunakan sebagai Sword 8","card_ev_100.swf","2010-06-24 05:44:27 UTC"
259,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
260,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
261,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
262,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
263,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
264,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
265,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
266,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
267,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
268,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
269,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
270,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
271,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
272,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
273,2,1,2,1,0,"Digunakan sebagai Gun 1","card_ev_110.swf","2010-06-24 05:44:27 UTC"
